logCPM	PValue	FDR	log2FoldChange
GFOD1	4.21109089929589	6.2498420068632e-107	1.31146109973902e-104	3.3354
ICAM1	5.27053124666421	4.16452153645166e-106	8.63948922380245e-104	2.3406
SEMA3E	3.74889499900509	3.77707262444929e-105	7.74766717212879e-103	3.9394
TCF7L1	4.12685655641262	6.33357449160163e-104	1.27061248262285e-101	3.4674
LBH	6.7691460520763	1.01985498535852e-103	2.02374702312013e-101	2.3811
TNNT2	4.48649945624753	8.62034253578552e-103	1.67418056737554e-100	6.387
C8orf4	4.33108358231512	8.62079664395547e-102	1.6393881617922e-99	3.6047
WLS	5.59917441358431	1.19159465120039e-101	2.24265484044478e-99	2.2166
MAP2	7.22046800558973	1.30794650548441e-101	2.43651749021666e-99	1.8771
CITED2	5.46254837899983	1.30061986651799e-100	2.37441162831525e-98	2.2085
VGLL3	6.73925370970159	1.15586908271892e-98	2.08926197763531e-96	2.2833
PLEKHG4B	2.96603294627614	8.75350959750868e-98	1.53657760780883e-95	6.4814
KLHL24	5.57857514517097	4.07172158316004e-97	7.07936659258759e-95	2.1507
C1S	6.08995604763608	2.63515979754343e-96	4.45439604295859e-94	2.2272
FRMPD3	3.07621040035159	7.12559322440159e-96	1.19343880646491e-93	5.2858
CALD1	8.71556407613567	2.93070112081744e-95	4.86389815105847e-93	1.9405
BAMBI	4.53777942861946	2.00311697799453e-94	3.29449581533948e-92	2.7926
FRAS1	6.16887617672981	3.88917970980624e-94	6.33936292698418e-92	2.2815
FGFR1	4.57334250776957	1.24243166396631e-93	1.989634426085e-91	2.6198
FGF2	4.22757235781972	1.44097854655223e-93	2.28752211703108e-91	2.8672
RNF144B	5.87989921819703	6.59687741356152e-93	1.03821201777568e-90	2.339
TMEM255A	5.82286351391256	8.64171809141452e-93	1.34840346561422e-90	2.1086
CTSH	6.50022285529557	8.81013844198125e-93	1.36303294404076e-90	1.853
ATP10D	6.3996256143287	1.08995501060122e-92	1.67211921626352e-90	1.8105
FSTL1	8.71948415647277	2.29061487069549e-92	3.48478875661806e-90	1.8294
DCLK2	3.00365500786014	2.88649020990426e-92	4.35502192330679e-90	5.5442
ANKRD13A	6.78040422214733	3.54769527211429e-92	5.30874794161627e-90	1.7666
CGB5	3.51408480299278	8.23825462728801e-91	1.22274452419325e-88	5.3134
INHBA	6.50218960366089	1.27696478655654e-90	1.88002170511098e-88	2.2951
SPARC	7.01351843136229	1.38105864936738e-89	2.01700853622807e-87	1.7456
SBK2	3.9703392105188	2.41019056522322e-89	3.49209833005675e-87	4.2368
ZNF385B	4.19843386136527	2.50057557823349e-89	3.59452816978194e-87	3.0521
PLOD2	7.66964385709681	9.6847260746894e-88	1.34965159709565e-85	2.0439
SPIRE1	6.03891817630323	1.31169527311248e-87	1.81411431105617e-85	1.8155
CSDC2	2.76056919004817	1.2840770405728e-86	1.76256469569151e-84	6.832
CYR61	7.94882227663137	1.46397035403289e-86	1.99449573009137e-84	1.781
EFHD1	4.51905659082488	3.10980976410185e-86	4.20538422618099e-84	2.4785
BMP6	2.62185636378377	3.14385436273675e-86	4.22016215045015e-84	7.0886
SLC16A7	4.6251978198324	1.69881642313472e-85	2.24736178411214e-83	2.6375
FAM49A	3.79155866809678	8.35587443386845e-84	1.07425946242748e-81	3.3255
EXT1	6.32932094201312	3.2030124984749e-82	4.08910462742362e-80	1.786
ETS2	6.26413024734082	2.4468058449208e-81	3.08061293137062e-79	1.7077
CDA	6.13833670036098	2.76232443476342e-81	3.45404074527677e-79	2.1806
GNAO1	3.14822467002656	3.3807824385154e-81	4.19860980935627e-79	4.0222
TAGLN	4.04977561799313	5.95604059686507e-81	7.34685656326815e-79	2.7535
CGB8	3.65079668160741	1.03071714266013e-80	1.26287061452371e-78	3.8178
LOC101929723	2.94680304912472	6.48500873273725e-80	7.84041850495704e-78	5.8977
H19	2.93821889444782	6.82433357157912e-80	8.19638379491766e-78	7.0315
NAV2	5.41470515336761	9.83410300293325e-79	1.15826699626806e-76	1.9244
CD55	5.87893216003745	2.78497765612171e-78	3.21788304368088e-76	1.8533
ZAK	7.6486752673467	5.12595118724856e-78	5.88549464618929e-76	1.6388
FBN1	4.2375771437497	5.69432627988409e-78	6.49722628534774e-76	2.6073
MYL9	5.02029401512854	6.68210604466713e-78	7.57692720195299e-76	2.6786
CCBE1	4.38624135909452	2.04187124468026e-77	2.28689579404189e-75	2.5395
GREB1L	4.26463681969121	2.69187599902787e-77	2.99651757550322e-75	2.5132
ADGRL2	6.19916670457655	5.46630874104534e-77	6.04805650766811e-75	1.7048
SGK1	4.58893188401296	3.6491035005798e-76	3.96535913729672e-74	2.3161
WDR66	3.75596516210423	4.19531917781846e-76	4.53193768699726e-74	3.1221
EPDR1	4.65740079395607	6.77901371927842e-75	7.15362280110675e-73	2.4911
RBMS3	3.32121840739635	1.98582005812791e-74	2.08351327478064e-72	3.771
FAT4	5.23804751276894	5.17751717703096e-74	5.3704973627203e-72	1.9734
PTGIS	6.12103292800089	6.63472783677983e-73	6.7666810831426e-71	1.9892
CD24	8.47651717479908	1.32780479991132e-72	1.33189035314182e-70	1.7965
EFNB3	2.99010028836575	1.42432256901123e-72	1.42089796829885e-70	4.3925
SPOCK2	5.21823560074091	1.79266642093552e-71	1.76902260435669e-69	2.0227
AOX1	4.46914983268528	2.1261048858963e-71	2.08678337617865e-69	2.2293
KCNMA1	3.43082903768257	3.91369677197225e-71	3.82077263471259e-69	3.6891
SLC29A3	5.76096132810363	9.51695040661948e-71	9.24156630974709e-69	1.9112
PHACTR2	6.05135506657861	6.91283375796086e-70	6.67728534843034e-68	1.7058
PTPRM	5.69458233251504	1.04978303491766e-69	9.98168702367538e-68	1.7264
GLI2	4.77598462935292	1.13730484615892e-69	1.07578431458431e-67	2.0612
NFASC	2.23647074495748	1.95301820771016e-69	1.83785053608024e-67	10.3343
FAM134B	4.33669158789445	2.3792568104363e-69	2.22747242724744e-67	2.613
CAMK1D	4.83931614274551	3.18947311774853e-69	2.97076638967434e-67	2.2849
RASGRP1	3.56127168682736	3.28311767142724e-69	3.04246681266882e-67	3.4239
MALAT1	8.65738042786428	3.66869301119986e-69	3.3826090713366e-67	1.6734
TUBB6	6.88984456311986	2.38158923027461e-68	2.18483884361273e-66	1.503
SLC16A12	3.31853421910262	1.4819438963805e-67	1.35271838861612e-65	4.2315
ERBB2IP	8.7360643606147	2.33221914666657e-67	2.11825834535049e-65	1.4714
CYBRD1	7.65613663891742	2.80674078843125e-67	2.53662672443568e-65	1.5149
RHOBTB3	8.03982157371741	7.51674857039546e-67	6.75988974882461e-65	1.5032
APBB2	6.1798817728193	1.90728216838428e-66	1.69850454956212e-64	1.6058
CDH23	4.37996920378227	2.61354733052813e-66	2.30497198387061e-64	2.2547
MRC2	3.33628074049765	1.08323808438781e-65	9.37231965335727e-64	3.1349
GLS	7.62767941604801	2.90448725579453e-65	2.50114713876344e-63	1.9502
OLFML2A	4.51578132293142	3.57253635141099e-65	3.06198233011075e-63	2.1814
CLIC3	4.33746316183828	5.89947297888698e-65	5.03274666834396e-63	3.0677
MAP1A	4.36331712212518	6.26851736608693e-65	5.32270014117596e-63	2.2895
ANXA8L1	7.55175972236999	2.0902216996839e-64	1.75041685089125e-62	1.5148
BMPR2	6.65867102017067	2.18324237263099e-64	1.8199667924544e-62	1.6082
TNS1	4.10916882547886	2.93217061280645e-64	2.43316848669975e-62	2.3902
ADTRP	4.32293266152544	8.23719828234855e-64	6.77379692984482e-62	2.1882
GPRIN2	6.09849850080141	1.66683005193262e-63	1.35242886347031e-61	1.6675
CDK14	6.49579016840164	2.53301501623413e-63	2.046138147627e-61	1.5763
UBE2J1	7.10080431965521	8.87439471801607e-63	7.07471397258085e-61	1.4205
ABLIM1	7.51604375543437	4.41734607832035e-62	3.49104199159378e-60	1.4718
ADAMTSL4	5.75949479297973	1.02232495914175e-61	8.01011349961019e-60	1.7701
NEDD9	6.87171433828922	1.77774368170889e-61	1.38694395954177e-59	1.434
CACNG8	4.60911927685523	2.36384821087338e-61	1.82086130538837e-59	2.6601
C1orf198	6.121236339636	3.21479933866283e-61	2.46594019859784e-59	1.5738
ID4	4.54517187675741	1.29342690916956e-60	9.83866735574977e-59	2.0173
NPPB	2.21607229181859	1.50650774957826e-60	1.14119524797928e-58	6.2794
UBL3	6.6039609940146	2.09512609108437e-60	1.57401736291507e-58	1.8293
TIMP2	8.10839314044978	6.72550355357255e-60	4.99108914122035e-58	1.4675
PPM1H	5.47270507038305	7.62241602476152e-60	5.63379866186422e-58	1.8164
KCNK1	6.70947415600992	1.48229691345021e-59	1.09116179241722e-57	1.457
GNG12	8.81435911842612	1.70230852767586e-59	1.248086123745e-57	1.5468
NEGR1	3.62289179781053	1.88069543129063e-59	1.37335903174567e-57	2.606
FILIP1L	5.69557964625522	2.44364163814964e-59	1.77733552773147e-57	2.3419
TIAM2	4.06410303079212	6.13170222559353e-59	4.42451999329784e-57	2.4207
ANXA8	7.45966260429759	6.26818294628532e-59	4.50519479792853e-57	1.3729
RAP1GAP2	5.4075151306336	1.00109866183452e-58	7.16708124331414e-57	1.7592
MMP14	5.34377094632616	1.94813936338544e-58	1.38926688351424e-56	1.626
TNS3	7.73326193991098	3.49434972214128e-58	2.46304434468769e-56	1.3696
DOCK2	2.61017555781713	1.04235878660959e-57	7.29092030971062e-56	4.049
MORN3	3.33154232511192	2.06132927424154e-57	1.43086035097162e-55	3.1149
GLP2R	3.12831977253666	1.70214249057866e-56	1.17261559652845e-54	2.9952
LACTB	5.36068500215879	2.36481752207544e-56	1.6230116046244e-54	1.7356
DNAJC6	5.27530210370857	1.11457579827247e-55	7.62085984017314e-54	1.7002
NDST1	8.1382736797242	2.5525373912583e-55	1.73230939088518e-53	1.4553
MRAS	3.02723582217177	5.21687210084747e-55	3.52737841011376e-53	3.1868
NPY4R	3.70641584387234	6.95386117322288e-55	4.68449039034527e-53	2.525
HSPA2	5.23084381854317	8.27633956074917e-55	5.55488437577341e-53	1.6634
YPEL5	5.61844812429585	8.45097005686551e-55	5.65131536110391e-53	1.5126
ITSN1	6.80132695093149	2.15588413131167e-54	1.43641681391335e-52	1.4556
PGM2L1	4.50426711958304	3.14090760074972e-54	2.08510578761043e-52	1.8615
PTPRG	6.50870491533583	3.52073040741543e-54	2.32878457673102e-52	1.4318
COL27A1	3.04084461991805	5.72243242619232e-54	3.77143416507462e-52	3.1741
SLC7A7	3.21036831647968	6.28808101911287e-54	4.12932399586059e-52	3.6069
PDE5A	3.86537401865177	1.44980837031755e-53	9.4866314009022e-52	2.3661
THBS1	9.41786538123741	1.54169629022061e-53	1.00160880691343e-51	1.3473
LINC00842	4.34583234323723	8.930423426713e-53	5.74062711542509e-51	1.9622
FRMD6	6.95899208329255	1.25387276799177e-52	8.03182500086239e-51	1.5819
PDLIM1	7.68908217051472	1.56079741711666e-52	9.96290826814046e-51	1.2832
KLF8	6.83422042430266	1.77657646406094e-52	1.13007595567584e-50	1.3087
APOE	4.29077065497681	2.40958633993852e-52	1.52212485196947e-50	2.2138
AHRR	3.6401264026272	2.70114643969928e-52	1.70041825528104e-50	2.5316
FAM63B	6.1235710185479	3.68246265596162e-52	2.310207499905e-50	1.5394
FRMD4A	5.65960071200915	4.80637432393104e-52	3.00497156361935e-50	1.6865
GPRC5A	8.94929843820128	9.10444379766957e-52	5.65342605341006e-50	1.6637
TSPAN9	4.40268346783383	1.79268514080796e-51	1.10192794379092e-49	1.8968
GAB2	4.4677350961026	2.11469080195931e-51	1.29549648592514e-49	2.0522
CCDC144B	4.93795132573945	2.82156510306475e-51	1.72275894720903e-49	1.6169
CTIF	4.80438747656129	4.21811724565148e-51	2.54986584227197e-49	1.6598
MXRA7	3.48596530529534	4.71977693648486e-51	2.84370454628606e-49	2.4324
COL6A2	5.2950956166863	6.64148816623376e-51	3.98838841982775e-49	1.6044
SLC12A8	5.48869216488041	8.23477452759012e-51	4.92898504182575e-49	1.6003
HMCN1	3.23205141474814	8.82077208660972e-51	5.26248415729239e-49	2.9075
TACC1	6.14063286247737	9.23617029535314e-51	5.49236237498263e-49	1.38
FERMT2	5.11429476704995	1.18140595535427e-50	6.97985343719987e-49	1.62
TUFT1	6.32748359098245	2.26367426313579e-50	1.32879862854685e-48	1.3746
SLC15A2	2.89396194715149	2.43747050279161e-50	1.4262327403514e-48	3.1505
NEXN	4.84168010724029	6.17055059897187e-50	3.58756597881626e-48	1.6169
PALM	2.46224687294742	8.832063729327e-50	5.1024732734998e-48	3.9409
DYNC2H1	5.12631443739769	1.1049125375991e-49	6.34317084478278e-48	1.638
SEMA3C	6.9911861168682	2.1322242989571e-49	1.22024723516492e-47	1.5872
THBS3	4.56911306958847	4.39975120504048e-49	2.50223856695386e-47	1.7741
KCNS1	2.11247364767118	7.19551159857374e-49	4.04188491518653e-47	5.0245
DLC1	4.01944471329583	8.67306938268757e-49	4.85691885430504e-47	2.1291
RAPGEF2	5.6925191498788	8.96915604797752e-49	5.0073673642776e-47	1.3961
TUBA1A	4.55252261173041	2.50980596044103e-48	1.39267530741068e-46	1.9161
MSI2	4.71567401952012	2.81438067467508e-48	1.5569495029354e-46	1.6444
RAB3B	4.45857531577881	7.10444707553066e-48	3.90658993406288e-46	1.7954
GABBR2	2.84744823238287	8.11437043277925e-48	4.44852692555009e-46	2.9909
SEZ6L2	5.8750091342695	8.15611517851349e-48	4.45802511074677e-46	1.3601
MTUS1	5.38110044557317	1.60373739836727e-47	8.71363986446216e-46	1.4327
KLK7	7.26457751668671	2.09810118156167e-47	1.13658561337062e-45	1.2717
C4orf19	4.04140826964169	2.15482676250756e-47	1.1638614608384e-45	2.011
CH17-360D5.1	2.95562244066243	5.2756167120261e-47	2.82438881802781e-45	3.0399
UCP2	3.65554052344104	9.39412508046576e-47	5.01459495523342e-45	2.1912
TRPC1	3.14064942836078	1.02285506486044e-46	5.4440938962368e-45	2.5905
FCGRT	2.63597719968819	1.67185083650807e-46	8.82118753505527e-45	3.3409
EMB	5.65219304697199	2.33300921220588e-46	1.22741833366082e-44	1.4968
TNC	3.54553419078192	2.68505328015993e-46	1.40857277823562e-44	2.2949
MBNL2	6.83161938868539	2.75636544414569e-46	1.43772021566639e-44	1.2609
OPTN	5.02308748351884	3.54551007360099e-46	1.83883045180852e-44	1.8828
NABP1	4.89509219444847	3.75625204554377e-46	1.94261012304382e-44	1.5602
MCOLN3	4.2734326391508	4.13303643674265e-46	2.13143257596536e-44	1.7832
CYTH3	7.46841246202904	5.07134678968067e-46	2.60795794344818e-44	1.2039
LEPROT	7.25826150776806	8.07429908367284e-46	4.14057314807672e-44	1.2371
MYEF2	3.02610539483134	1.05645215260711e-45	5.38731578156296e-44	2.747
MMP24	2.62172945956095	1.82336768781143e-45	9.27225640910458e-44	3.168
WNT11	2.77126271123382	2.11922069060575e-45	1.07468035910274e-43	3.3487
CRISP3	2.84469532303242	4.63355236144975e-45	2.33030666420459e-43	3.5449
EFEMP2	3.61593502998986	6.35884322531768e-45	3.1892044483901e-43	2.3743
TCHH	2.49453616531695	1.10837874255511e-44	5.51350472045943e-43	5.3117
LHFP	3.38745136172701	1.9750646161929e-44	9.71880852647375e-43	2.479
MAP9	5.56428683574134	2.15791028219153e-44	1.05900027181958e-42	1.3981
ANO6	7.12488861680415	3.7013750429349e-44	1.80674606373849e-42	1.1976
RINL	3.52771789113511	3.78077753615584e-44	1.84058332533496e-42	2.1704
JMY	4.9135990489194	3.84834459131391e-44	1.86849411859114e-42	1.5732
RASAL2	7.10588050360492	7.1344388498176e-44	3.43657824913642e-42	1.2577
ZDHHC17	5.6787070979613	1.64869713109337e-43	7.83818094407305e-42	1.4011
HIVEP2	5.3220067653689	2.75105254934164e-43	1.30111956841402e-41	1.3646
CSPG4	2.98028196969159	2.76047122345418e-43	1.30220058541032e-41	2.8908
NEO1	4.06392541323832	3.27160127512443e-43	1.53933899171834e-41	1.8135
TOX	2.67411623572654	3.29330692931173e-43	1.54556841392069e-41	2.9977
SYNPO	2.62234933556078	3.78718252445015e-43	1.77278985041954e-41	3.0285
CALCOCO1	5.10234884768893	4.14049683805226e-43	1.93322021164916e-41	1.6594
NXPE3	5.76167653638184	4.2623820020491e-43	1.98505218952572e-41	1.3626
APH1B	3.25700976030015	5.17545490854819e-43	2.39804834544304e-41	2.3446
ARL4A	5.42440330580816	8.45277260781846e-43	3.88699790247692e-41	1.3354
PXDC1	5.51573097308585	1.43985968432898e-42	6.58798957321051e-41	1.3609
PRPS1	8.21895069143791	1.71301645098997e-42	7.79871030655185e-41	1.1793
PAWR	8.27528017567599	2.72514265157057e-42	1.23756726982767e-40	1.5282
GRAMD3	4.517927960641	5.16587949818232e-42	2.33436376531724e-40	1.7781
PRKCG	2.93573246781227	6.7177439750044e-42	3.02066832531232e-40	2.6757
DMXL1	5.74925213779716	1.05354609732595e-41	4.71410234136828e-40	1.2849
FGD4	5.82303322656169	3.82766555856403e-41	1.68787107336099e-39	1.3784
LRIG1	2.53279612747262	5.23580335399424e-41	2.29220206308199e-39	3.1625
RGS7	4.39870356492755	6.80626728155923e-41	2.96551826950227e-39	1.6316
ANXA6	5.18570609604868	6.91668765094114e-41	3.00645356560908e-39	1.4054
PDGFC	5.78628840741432	9.27784412233461e-41	4.00416837582366e-39	1.2757
HSPB8	3.87748820038818	1.15092853010917e-40	4.94384735192304e-39	1.8934
TSPAN2	5.83717423056696	1.2538447053797e-40	5.37328378906379e-39	1.224
MYO5A	5.30041034909771	1.27442865209481e-40	5.44870479452993e-39	1.3833
KIRREL3	3.02341240576662	1.64151084333762e-40	6.98541304335002e-39	2.6217
AFAP1L2	6.38362712974251	1.83091128929854e-40	7.75524744720048e-39	1.1728
LOC102724488	2.43144445134247	3.15436570881063e-40	1.33301158287146e-38	3.072
FOXN3	3.44549947041328	4.77529931071377e-40	2.01334559391202e-38	2.0961
CLEC7A	2.9344347774539	5.37834190433074e-40	2.26237349782171e-38	2.5226
ITGAM	1.92955890224381	7.04963423475319e-40	2.93831330113366e-38	4.2942
LAMC1	8.38006999672036	1.01231294159209e-39	4.20974602772329e-38	1.1245
PDGFRB	1.62017316202259	1.09071580653755e-39	4.52547903730671e-38	5.351
HSD17B14	3.49743030471755	1.404932365248e-39	5.78971676297233e-38	2.0863
MTCL1	5.52991386528421	1.42124697653577e-39	5.84375783865697e-38	1.2777
ARHGAP42	4.86288357642371	1.42798718898709e-39	5.85827733081985e-38	1.4485
HDAC5	4.11883465369424	1.82319016394691e-39	7.44612072326954e-38	1.6899
INPP4B	5.7709870615761	1.97815506012675e-39	8.06098187001652e-38	1.2352
SKIL	7.9941718040776	2.28256528115657e-39	9.28073758859564e-38	1.2958
ZNF292	6.06526323005644	3.01343314218574e-39	1.21980566394108e-37	1.1693
EEF1A2	6.36960775719345	3.13677515515847e-39	1.26692405381799e-37	1.2041
HSPG2	7.2391234604597	4.59618906387647e-39	1.8441324736292e-37	1.3442
TNFRSF19	2.09765803423952	5.76199338749257e-39	2.29674566118044e-37	3.7644
SOS2	4.95111443401644	6.40722047119742e-39	2.54837073904532e-37	1.4708
FNDC3B	6.68953397032546	7.18576352423659e-39	2.84644433865585e-37	1.2117
KLHL5	7.67589880845987	7.70063565757755e-39	3.04291784772155e-37	1.121
SCD5	6.42516706438911	1.02956517029685e-38	4.05080641140931e-37	1.1517
NTN4	6.2026564326457	1.16111616227082e-38	4.55856702331527e-37	1.2056
WNT5A	8.03974887876661	1.65657821837818e-38	6.46207093049405e-37	1.1916
ABAT	4.65914756780961	2.50396454005901e-38	9.68482556002486e-37	1.4568
C12orf75	2.41969881812998	2.56429503387557e-38	9.89720298909778e-37	3.0938
PLBD1	5.26320244200026	2.68627107975817e-38	1.03461107240644e-36	1.4401
ARHGAP31	2.2386654938465	3.30148769282434e-38	1.2688833541095e-36	3.309
AHNAK2	5.81934213664077	3.31915753454223e-38	1.27299453677737e-36	1.6356
MYLK	2.93211920457185	4.41990920790449e-38	1.68807243722812e-36	2.4719
MAN2A1	6.65525268415672	4.51698396067529e-38	1.72154612079516e-36	1.235
GABARAPL1	6.99692299717855	4.57073961982936e-38	1.73840463540843e-36	1.4112
CYLD	5.09487221159457	6.09751916817328e-38	2.30946701108239e-36	1.3466
SASH1	5.33871123911993	6.27731728151964e-38	2.37264398118887e-36	1.3081
MET	9.6629723898121	7.51515222239093e-38	2.8346408878506e-36	1.1313
EHD2	5.34898524629043	9.71653767940679e-38	3.64619197845838e-36	1.4713
KDM6A	4.83263983229921	9.72664052097518e-38	3.64619197845838e-36	1.4196
TNNC1	3.19415124890322	1.3083603118779e-37	4.8745767048251e-36	2.6284
CADM4	6.8434958113357	1.32631778605673e-37	4.93141700656855e-36	1.1377
EDN2	2.13797364883951	1.38469318377119e-37	5.13799974856236e-36	4.0123
NOTUM	1.48825342672954	1.92456300461011e-37	7.12673878542842e-36	7.2905
TM7SF2	4.29861360947492	2.12206551338869e-37	7.84219190534899e-36	1.7054
MYH10	3.69636901067663	2.13276763745157e-37	7.865819391781e-36	1.9042
LOC645553	3.78763554140126	3.43411894341417e-37	1.25637826514968e-35	1.8858
LUZP1	6.63118199704951	1.25097980974296e-36	4.47801713856225e-35	1.1409
ARID5B	3.65545589086751	1.53145444187151e-36	5.4605922442981e-35	1.9582
LIMS2	1.74436719396494	1.61714005242042e-36	5.75487500915929e-35	4.9952
LOC100996664	2.79029187751426	1.8482042438188e-36	6.55161488837982e-35	3.1313
FBXO2	5.29509322078211	2.22191759303527e-36	7.86110999582401e-35	1.4011
DDX60L	7.03079722873027	3.33560227435576e-36	1.17557442317835e-34	1.0736
SNX18	4.84335398406192	3.70881005795236e-36	1.30458644350633e-34	1.4836
ADAM19	4.82438045682012	5.1747107873364e-36	1.80976092209987e-34	1.3792
UGCG	7.17180204146099	5.59674353463181e-36	1.95361663419194e-34	1.1353
ALDH1A3	10.027260504866	5.99029869628375e-36	2.08700177479687e-34	1.085
SNAP23	6.27035741146256	6.86316760781501e-36	2.38655214949087e-34	1.2372
GLCCI1	4.92346311847022	8.20060523563858e-36	2.8462024559281e-34	1.4149
SIK1	3.57004460779997	8.65677860583919e-36	2.99882638004175e-34	1.8999
STARD13	4.61578933264567	8.91418521271004e-36	3.08214706900065e-34	1.4718
ZBTB38	5.11148271500177	9.96799193260429e-36	3.43999358642011e-34	1.3404
DGKI	2.09148911989941	1.28378936861657e-35	4.41372103831716e-34	3.4117
HNRNPLL	5.98630887779059	1.47530733083911e-35	5.04367240295856e-34	1.1155
HIPK2	6.64163526043082	1.58446089401787e-35	5.40671366003556e-34	1.0667
RPS6KA6	4.48479941509106	1.84628379409684e-35	6.26501058457842e-34	1.4902
LRP1	6.48566549122332	2.32001549347538e-35	7.85792260647247e-34	1.3197
CREBZF	7.126886085589	2.48165540762979e-35	8.38983354105361e-34	1.0989
EPHB2	6.23221964169054	3.41482444348809e-35	1.15020359852986e-33	1.2146
RNR2	14.285755724654	3.98353617666467e-35	1.33928980554678e-33	1.4104
BCAM	6.77467542315227	4.18452836780738e-35	1.40427849049065e-33	1.0839
GNAI1	5.74273289063998	5.33837923013751e-35	1.78493500412803e-33	1.6371
PTPN14	6.77137259342976	5.58698698508508e-35	1.86464413893443e-33	1.0968
SSC4D	3.05673810021198	8.7716523576533e-35	2.89575561376706e-33	2.6222
