logCPM	PValue	FDR	log2FoldChange
ADAM8	4.10855184259414	9.44099212976105e-42	1.33608335132494e-39	1.6496
OXTR	3.35769818239336	1.60155796998455e-41	2.249080176926e-39	2.1562
ANKRD1	5.05687622210971	3.28531063768118e-41	4.5095211279329e-39	1.8012
AKAP11	6.32775466198997	7.28829762563085e-41	9.85593788544569e-39	1.2384
FAM198B	3.76053107488198	1.62080514879474e-40	2.12873516520839e-38	2.1072
TSPAN9	4.14903831730282	1.28365860131249e-37	1.54174154115531e-35	1.5864
SUPT20H	5.79410883464469	3.37859616583225e-37	3.97933236151185e-35	1.1278
PDP1	5.89422583791804	4.34490777746344e-37	5.02029344211219e-35	1.2248
IL27RA	4.03916201024337	1.28488476416568e-36	1.46605351591304e-34	1.6558
UFM1	6.54400394123024	3.19882973773713e-36	3.60480467235364e-34	1.0181
MINA	5.91076034563541	3.64371137291555e-36	4.08095673766541e-34	1.0912
ADGRG6	6.07346339665322	6.82369734686786e-36	7.50442281713372e-34	1.0522
HKDC1	8.35957317089505	7.93946340566755e-36	8.67921221160879e-34	0.9741
GFPT2	5.04481295852556	1.59280127093193e-35	1.72060236699014e-33	1.1946
ICAM1	4.49252807170552	2.40422241416414e-35	2.56675347327372e-33	1.3616
HSPH1	9.03889815741501	1.04950194068103e-34	1.10749753925277e-32	0.9635
SACS	4.10831511815647	1.53748490147796e-34	1.5857810373662e-32	1.5096
LHFP	3.0928816062082	2.13407295969309e-34	2.17651597498084e-32	2.1403
ITGAM	1.67362511887043	2.30000522805616e-34	2.30708216721941e-32	4.0427
TOMM70A	8.12891575833224	3.37909074243059e-34	3.37096615266737e-32	0.9472
N4BP2L2	5.80342487283139	4.02708673787141e-34	3.97397272900435e-32	1.0842
EXOSC8	6.65806463123129	4.66792264433728e-34	4.58159117177535e-32	1.0153
DSE	6.22018831286643	8.80926483346086e-34	8.55435844679051e-32	0.988
LACC1	3.70660243213454	1.39149602431826e-33	1.33000792774629e-31	1.7568
NPM3	5.62233334587934	3.29501994669702e-33	3.13301479931775e-31	1.0458
HLA-DQB1	2.38376011697041	3.89575701653838e-33	3.68502280279403e-31	2.6764
LINC00942	6.58033755890193	6.06729069169802e-33	5.70950818905356e-31	1.1555
PROCR	4.22889492494433	1.17667912805071e-32	1.09042914526364e-30	1.6924
LINC01446	3.80779552066255	1.98533647797249e-32	1.83052034049828e-30	1.6831
SLC2A3	4.85912308420489	2.25396029184523e-32	2.06775372301138e-30	1.2135
FGD6	5.59326183592788	3.06740232219188e-32	2.79992483969675e-30	1.0302
BTAF1	5.99443029732591	4.3066283979822e-32	3.89216871453283e-30	1.128
CACNG6	3.91449337249918	5.87186689398144e-32	5.28063064120813e-30	1.5134
MARVELD1	6.06357865280274	1.29649582892771e-31	1.15457696843436e-29	1.2059
UGDH	7.45338475574807	1.8494999615e-31	1.63113387908908e-29	1.0014
UAP1	6.21738831861932	2.23793908057725e-31	1.96422191610665e-29	0.9516
CDH2	4.7946586413692	2.34852390319956e-31	2.04165011318148e-29	1.2277
AGPAT9	6.11560529803916	7.25202708092635e-31	6.18658908361642e-29	0.9505
RFC3	6.40169262991825	9.12568674882334e-31	7.74876917611716e-29	1.048
PANX1	5.93108428582094	9.20394316337017e-31	7.77903640696694e-29	1.0037
ABL2	5.986522314407	2.16361842057856e-30	1.77923503991361e-28	1.015
MRPS31	5.21548504263142	2.30908724626324e-30	1.8903451465373e-28	1.1118
CHORDC1	7.52564616842167	3.3689643146402e-30	2.74570591643176e-28	1.1174
FGF2	3.30553719596136	6.97553414480046e-30	5.53675440641205e-28	1.7687
DDX21	9.00438897104584	1.2460530502224e-29	9.63895952748308e-28	0.9424
SRGN	6.75417236417136	2.86103633311893e-29	2.16726470113773e-27	0.9567
USPL1	5.17813569846674	6.7998768845332e-29	5.08764559032943e-27	1.1051
ETS1	6.12295241587716	1.16332137406643e-28	8.56354637296646e-27	0.9532
TRMT10C	6.75111707225667	2.08933786813089e-28	1.51963952671704e-26	0.9701
GSDMD	1.9069482237786	2.7039337539321e-28	1.95110729690848e-26	3.1556
NOC3L	5.91080199948235	5.69793060510029e-28	4.0475261138798e-26	1.0225
TP53I3	4.45199438701702	6.67911276183086e-28	4.72611947984435e-26	1.1995
ALG5	5.02318587646228	1.00682130866934e-27	7.06943454271828e-26	1.0512
SH3KBP1	7.60995131295448	1.22941904815073e-27	8.56651684848843e-26	1.0663
NOLC1	7.96151628949911	2.92553887535987e-27	2.03074668093421e-25	0.9363
CTSC	7.72763453384614	1.12407354076124e-26	7.65712185079748e-25	0.828
PROSER2	5.98021516005702	1.15170865030616e-26	7.81620562081384e-25	0.8925
FAT3	3.14575447335012	1.23602516224701e-26	8.35736124517832e-25	1.8038
DNMBP	5.37279083333033	1.28943643104997e-26	8.65439392840006e-25	1.0337
CDYL2	2.38271665161217	1.95587283739086e-26	1.30315381457692e-24	2.2363
C10orf2	5.00899297616521	2.93303327866083e-26	1.94005273678378e-24	1.0841
NUFIP1	4.87483523147491	4.30668500736274e-26	2.82815976598612e-24	1.1071
NAA16	4.58143458341267	6.10820843765346e-26	3.96837911878298e-24	1.1861
NEURL1	2.48102516537128	6.52290848405916e-26	4.22277366258808e-24	2.1567
NOL11	7.06229876892924	9.04653101346738e-26	5.7948586028723e-24	0.8148
PRNP	8.34457795335487	1.19466624487872e-25	7.62581362465243e-24	0.8822
TMEM126B	5.78154353735038	1.35137091044321e-25	8.56619004897612e-24	0.8981
SEC14L1	6.74901074574011	1.49769029542441e-25	9.46084222604428e-24	0.8212
CPM	2.70428744802126	1.69493347906979e-25	1.05968169842117e-23	2.0538
KLHL5	7.45989167715078	1.97895297353685e-25	1.2330295387334e-23	0.8193
LRCH1	4.38459118487342	1.99627572487674e-25	1.23959216439965e-23	1.1547
BRCA2	5.92089416825849	3.28599398662602e-25	2.0198352262574e-23	1.0356
NUPR1	2.23815399444641	3.7658979061383e-25	2.29936196101132e-23	2.3164
ELF1	5.69354883682496	3.76593572711648e-25	2.29936196101132e-23	0.9901
CARD11	6.46621194142636	4.35757002137389e-25	2.65172661034006e-23	0.823
SEC23IP	5.89426470538966	5.51217005245036e-25	3.32112793655227e-23	0.8735
CACNG8	3.72286339869317	8.20358178229091e-25	4.89426761495107e-23	1.5685
CCDC144B	4.57256501920599	3.16851745765949e-24	1.83633189546132e-22	1.1296
ARL13B	5.65666778398826	3.30816502103352e-24	1.91119812101227e-22	1.2328
KIRREL	6.44245037036232	4.41021269374083e-24	2.52391357169068e-22	0.874
CDCA7	6.85634551503309	4.93188298633036e-24	2.81363924370147e-22	0.8849
SLC25A15	4.67169636997262	6.3170522439506e-24	3.5814939678746e-22	1.0512
ERBB2IP	8.24285679265744	7.72945249366778e-24	4.34181183767382e-22	0.7745
PTRH2	5.55910642725747	9.61564213871423e-24	5.38475959767997e-22	0.8898
DDIAS	5.31802212638076	1.13090884362498e-23	6.27534098760414e-22	0.9641
ZBTB11	6.02762904301003	1.15119933175009e-23	6.36857424255444e-22	0.8948
PPRC1	5.8783143470393	1.65208905063755e-23	9.08449930977079e-22	0.8424
TRIM8	6.26619609714155	2.21921974819682e-23	1.20937539471884e-21	0.8189
MIR100HG	4.08521231406478	2.4267189949444e-23	1.31460480628205e-21	1.2805
FAS	3.88402880800581	2.8940912231831e-23	1.56315175652162e-21	1.3359
FAM107B	7.99411016355416	3.1105075166523e-23	1.67015956541189e-21	0.8186
ZNF469	4.85381986158657	4.56208172154848e-23	2.42814472036703e-21	0.9812
NT5C2	6.3531091112647	4.7089967699803e-23	2.49905363467327e-21	0.807
DDIT4	7.29360559628216	5.00572346750009e-23	2.64882572819367e-21	0.7908
TMEM45A	4.99919523814819	5.17810228576799e-23	2.73212240835204e-21	0.9715
MIR205HG	6.90247791493808	5.40905732358273e-23	2.84575649853966e-21	0.7889
RRP12	5.87460769036693	5.47025179555999e-23	2.86968151665929e-21	0.8441
NRCAM	6.91209529712908	7.72565690046809e-23	3.9841692761284e-21	0.8149
ANKRD22	3.43057939673449	9.79577209682792e-23	5.02335998313737e-21	1.4611
BNIP3	5.97350465270636	1.25117354590394e-22	6.36251371978338e-21	0.9915
FOXN2	4.63646371798451	1.40623150415643e-22	7.13115620552218e-21	1.0715
NR0B1	5.61032562640567	1.91833543656974e-22	9.64769469146479e-21	0.868
AZIN1	8.00611395531115	2.41070900926172e-22	1.19917993659624e-20	0.8108
TPBG	6.16434769289492	4.41293904897224e-22	2.17736798048749e-20	0.8527
HELZ	6.21983687738943	8.880928764878e-22	4.31197434924502e-20	0.8401
WAPAL	6.34594252546913	1.36610534804623e-21	6.52333670500215e-20	0.7819
ZC3H13	7.63763926046514	1.36855716368088e-21	6.52333670500215e-20	0.9164
TIMP2	7.61010181885217	1.62125088031902e-21	7.66776064018239e-20	0.7613
PLCXD2	2.31731362683549	2.06687389498816e-21	9.72496129559378e-20	2.1271
IGFN1	5.07529560261295	2.37029394493518e-21	1.11239296294953e-19	1.3033
PDCD11	5.69113537888351	3.04965065826149e-21	1.4238982715402e-19	0.8347
GYG2	1.99583583474481	3.30796828131513e-21	1.53664806472491e-19	2.2709
ABI3BP	2.40522858059392	4.50769572672282e-21	2.08864195906223e-19	1.9345
CUTC	3.86231063039796	4.78435213909407e-21	2.21121854813421e-19	1.3438
ABCC2	8.01083112539512	5.09248938038133e-21	2.34768904364246e-19	0.7604
MTMR4	5.83454152604102	5.73717011239946e-21	2.62500695669084e-19	0.8571
ASPHD1	3.35411549296645	7.47284601952794e-21	3.4021016691397e-19	1.6486
PSMD12	7.65766954219227	7.98550074862185e-21	3.62645029021991e-19	0.7711
GSTM3	6.03732021193354	8.62944017492562e-21	3.90915781224422e-19	0.8925
CCT6A	10.452354615831	9.44623211671677e-21	4.25803490179707e-19	0.7368
PDP2	5.32509737484284	1.58156659419961e-20	6.99106047063152e-19	0.8388
MCMBP	6.82134385312738	2.52717029684655e-20	1.10903896488535e-18	0.8069
LRIG1	1.9313825581188	2.60938045985121e-20	1.1423704958044e-18	2.475
HDAC9	4.16079937089323	2.65305611641146e-20	1.1587127383064e-18	1.1088
LUCAT1	4.3831747454061	2.71754362306565e-20	1.18404478240302e-18	1.0544
LINC00883	3.71724583420161	3.20929308307772e-20	1.39497272677778e-18	1.2485
JRKL	5.48313920371451	3.22345621785131e-20	1.39780087204498e-18	0.8494
CPOX	6.0621989225483	3.92294148738819e-20	1.69709051643978e-18	0.9479
VMP1	6.94433752007482	4.07480643217508e-20	1.74574043806442e-18	0.7206
TBC1D23	6.59645991757375	4.08321191418442e-20	1.74574043806442e-18	0.7378
DNAJB6	7.9315312440582	4.65817521361288e-20	1.98690763317095e-18	0.6966
ABHD10	6.55019833798802	4.78154106516071e-20	2.03477421178494e-18	0.7557
PCNP	8.7588568015048	5.01596123104937e-20	2.12956716823342e-18	0.7801
OAT	7.39881070387868	5.73142255623902e-20	2.42205671728471e-18	0.7633
CCDC47	7.9247199634301	5.99897872790688e-20	2.5234413745776e-18	0.8455
IL6ST	7.30872276764237	6.92897562962481e-20	2.89463110055905e-18	0.85
CLEC7A	2.40836069603855	7.07008269660254e-20	2.94683629473005e-18	1.8901
TMEM156	4.69119536261871	8.15435876900342e-20	3.38331758379378e-18	0.9379
FTSJ3	7.00623717567272	1.17133149075041e-19	4.78385407050102e-18	0.8415
AKT3	3.17432153263024	1.29616899212094e-19	5.28188864289283e-18	2.0949
TAF1D	6.27785746901184	1.3939690529148e-19	5.65517756222504e-18	0.9403
SMC3	7.27453229978035	1.55005534730901e-19	6.27445907327567e-18	0.7905
ARNTL2	7.77649367303332	2.2744129577123e-19	9.14574514449246e-18	0.7052
SGMS1	5.67476021480637	2.47340341504458e-19	9.92405554836346e-18	0.999
GTF2F2	6.60250834306124	2.87221294456477e-19	1.13742124763502e-17	0.7688
KIAA0226L	0.262178333579284	2.92990673331926e-19	1.15775708492373e-17	6.0052
USP32	5.83218732450942	3.18047750961439e-19	1.25135339257587e-17	0.8111
GJC1	6.42285247245184	3.66203339130412e-19	1.42546016186883e-17	0.7291
PICALM	7.47551385500593	4.56340036865952e-19	1.76877785839168e-17	0.7698
PAK1IP1	6.2100646372847	6.51199091405438e-19	2.50279802372583e-17	0.7223
RASAL2	6.76313184283888	8.15237448227343e-19	3.12012051464117e-17	0.7679
CHUK	5.05770830886185	8.46189349695207e-19	3.22387506101245e-17	0.8353
COL4A6	5.67718077395337	1.12855622254395e-18	4.25680214850463e-17	0.7775
TM9SF3	7.98420212697431	1.67861407929159e-18	6.30551000649122e-17	0.6737
ZNF492	0.902737948648794	2.31917146114813e-18	8.64057024382045e-17	3.4235
NRG1	2.65733854693692	2.34053627164967e-18	8.70240940432514e-17	1.8071
VSIG10L	2.65173871826482	2.58760190963093e-18	9.60147570370371e-17	1.6995
WDR3	6.62676584927737	2.66791624934378e-18	9.87940751481137e-17	0.7016
TFG	8.50147738815151	3.14849762382841e-18	1.15419623736168e-16	0.6794
PDS5B	6.19146229662033	5.21765565468264e-18	1.88995082602949e-16	0.7114
GPALPP1	5.7013239976441	5.42076008371131e-18	1.9596316057076e-16	0.7773
ASNS	5.8770149905497	6.36396156572485e-18	2.29605696331764e-16	0.7318
CSF1	4.73451945464669	6.96364919108528e-18	2.49761060181636e-16	1.0135
CDK6	7.24230606422664	9.18804878038437e-18	3.2761136432558e-16	0.6771
GNA13	6.17489667205334	1.23363146368509e-17	4.34771737471717e-16	0.8519
HYOU1	7.64213519918133	1.58698566455755e-17	5.57154044080051e-16	0.6789
KIAA0754	4.8245617743661	1.64026891502368e-17	5.74755265118469e-16	0.8529
CREBZF	6.85038281896835	1.64884374083392e-17	5.76653090664061e-16	0.6985
FOSL1	7.01957278026405	1.78276793758662e-17	6.22298498443239e-16	0.9267
ZNF121	4.64356979623026	1.97217800000708e-17	6.87100793284909e-16	0.8891
CCDC86	6.28810893757841	2.08559154286e-17	7.25229699170516e-16	0.7128
LCOR	5.50846947115545	2.43996326709938e-17	8.43635784169815e-16	0.8224
XPO4	5.84545569039943	2.4652910012197e-17	8.50781711120355e-16	0.7872
HMGB1	9.92260483077942	2.53981875125887e-17	8.73200209472354e-16	0.7802
BCCIP	6.81845883784696	3.38100965957395e-17	1.16022015686432e-15	0.8599
KCNF1	1.64782714902434	3.3909060298961e-17	1.16143302967698e-15	2.3693
HK2	5.87177751909915	3.45492354490965e-17	1.18114389954814e-15	0.8487
WBP4	4.83126317246526	3.64007219654894e-17	1.23979772425741e-15	0.9038
RHBDF2	4.89816990882467	3.75144949109376e-17	1.27535310818264e-15	0.8667
TNIP1	6.81646903433995	4.48070475748266e-17	1.52044137644244e-15	0.7024
RNF169	5.90921644959813	4.81552631111731e-17	1.63102501550571e-15	0.7755
CEP295	6.39077623857718	4.83093405619042e-17	1.63321355795949e-15	0.6689
ATP13A3	8.96706502755791	4.88929479904296e-17	1.64988846305598e-15	0.7841
NXPE3	5.3585084766267	5.06582828148866e-17	1.70316318797158e-15	0.7875
UBASH3B	7.38834890606915	6.21167795271444e-17	2.07693026931786e-15	0.6387
CHST15	5.14898032438217	7.39131942229527e-17	2.46683596660736e-15	0.7917
NGF	2.90450756824577	1.26783516547206e-16	4.16287747857156e-15	1.4584
STK17A	6.10882468284876	1.3817751318608e-16	4.528848618896e-15	0.7146
KIAA1524	7.46281892230206	1.44936347517632e-16	4.73337738869749e-15	0.6874
CTSL	6.65021095732794	1.47813988977592e-16	4.81014649335994e-15	0.7733
PRRG1	5.73452703668961	1.67791067340816e-16	5.44084143050433e-15	0.708
ZC3HAV1L	5.91854587745283	1.71768156110013e-16	5.55992811692269e-15	0.7425
KBTBD6	4.06959219229066	2.04127559246496e-16	6.5840154091944e-15	1.1261
KATNAL1	4.28544220290151	2.045079316219e-16	6.58465044036931e-15	0.9176
IGF2BP1	6.17162960671047	2.06398775258161e-16	6.62217230424074e-15	0.6867
PAPL	3.50775509139934	2.09931310399822e-16	6.72369474150728e-15	1.2161
PDZD8	4.9627988186507	2.10800606065101e-16	6.73971254697809e-15	0.8438
NEDD4L	6.6180801561334	2.16677134223028e-16	6.91548559855874e-15	0.6611
EED	6.00912591408342	2.17995413749178e-16	6.94541758011344e-15	0.6812
KCNQ5	1.60764252020424	2.58197970519292e-16	8.16925849185477e-15	2.3172
SLK	7.08887377267744	2.60358766286176e-16	8.22337307494883e-15	0.6521
S100A9	2.46505042748069	2.86810340093942e-16	9.04319441926599e-15	1.8365
MTAP	6.03401884946402	3.00258482261283e-16	9.45089457269306e-15	0.6789
SLC16A1	7.49469205858037	3.19496954738122e-16	1.00218838585896e-14	0.6552
NSUN3	4.09942075517236	3.62488143515234e-16	1.1312108629084e-14	0.9588
TOX2	4.00267479781808	3.67097518019497e-16	1.14364032234879e-14	1.0544
MRPS7	6.1919087357158	5.47035011648029e-16	1.69265613095702e-14	0.6819
CD47	6.33463941223855	5.99880046910115e-16	1.8530304799308e-14	0.662
OGFRL1	6.07478765292074	6.00964438910465e-16	1.85324439134281e-14	0.7099
RTN4RL1	0.4795438425274	6.87981848663756e-16	2.10734842771905e-14	4.1175
VWA8	5.3851184365614	7.05867134295051e-16	2.15851095539203e-14	0.7545
FUT9	5.41585977485214	7.34122456258417e-16	2.24116046178155e-14	0.7261
HELLS	5.48743659410166	7.41319840409439e-16	2.25935475901748e-14	0.7086
AKR1C1	9.89350426597382	8.08759242129785e-16	2.46078478738689e-14	0.8056
CD274	3.15921144916751	9.89339071001228e-16	2.99029372188716e-14	1.2617
C16orf52	4.54951610682768	9.95489297030481e-16	3.00390952175016e-14	0.8983
PUS7L	5.08679229704692	1.09309122930935e-15	3.29298242281707e-14	0.8697
LRP12	5.71961815638302	1.16636404060993e-15	3.50216150088402e-14	0.7533
STXBP6	4.77756675154539	1.24020687475603e-15	3.71167486976164e-14	0.8009
MARS	7.16414456262992	1.25091194175285e-15	3.73758566426187e-14	0.6315
AFAP1	6.89837674317907	1.41657578750344e-15	4.20504188238418e-14	0.6143
PPM1H	4.73683256281234	1.77564556143422e-15	5.23680767179861e-14	0.7972
TRAF2	5.27451655193018	1.77849515584747e-15	5.23680767179861e-14	0.7605
BBX	7.43971592146657	1.79726029046697e-15	5.28354007451932e-14	0.6445
RFXAP	3.47714144828812	1.83885489470946e-15	5.39712780672282e-14	1.3026
SPANXB1	5.19164379705282	2.20397093960232e-15	6.4377109557408e-14	1.0218
SLC25A37	5.76308771721111	2.46932032840855e-15	7.15554157387721e-14	0.6731
CD44	10.0139410483707	3.04295983482133e-15	8.76218844550444e-14	0.6382
ENOX1	1.49461384653646	3.08041806706347e-15	8.85608066650561e-14	2.2414
ERLIN1	6.27055542462011	3.12675969269041e-15	8.97517687889248e-14	0.7177
RSF1	7.1355012599312	3.15505983454993e-15	9.04219345989694e-14	0.6517
SLC16A3	8.08585196379091	3.34351996903564e-15	9.53739071167415e-14	0.6944
CEP97	5.43213417414582	3.56606705857263e-15	1.01405171684271e-13	0.7149
RPS6KB1	6.15178975690676	4.08452093087243e-15	1.15787288996905e-13	0.7495
MLKL	4.86106037973784	4.20376853576546e-15	1.18615144341475e-13	0.8846
LOXL2	6.13691479129097	4.51396106092816e-15	1.26975151199236e-13	0.6407
ZFPM2	2.78154032196765	6.6526497290741e-15	1.84295559110739e-13	1.4222
ITGAX	0.730027173770453	8.68080666673967e-15	2.39753111207261e-13	3.087
SLC27A5	2.85204534252831	8.81714842789087e-15	2.43150848488785e-13	1.3348
FIGN	3.8180884212161	8.96680092253526e-15	2.46904853155058e-13	0.9854
UBL3	5.8858795559582	9.72505933172291e-15	2.67380546927611e-13	0.8456
DYNLL2	7.1915522644726	1.13719033598637e-14	3.10786628349808e-13	0.6644
BIRC2	5.92890415852739	1.15969933452013e-14	3.16464440224207e-13	0.6535
SYT7	2.97865454154399	1.42411129693114e-14	3.8516408647074e-13	1.2701
LRP6	6.7188909392609	1.42764056590864e-14	3.85547428568463e-13	0.6408
XRCC2	5.94491204447806	1.55403142954173e-14	4.18442445099024e-13	0.7114
AARS	7.81145220460443	1.66213127608026e-14	4.46233361413548e-13	0.6105
ESD	6.7285687491871	1.71107328351415e-14	4.58698294623118e-13	0.622
NARS2	5.65275089053131	1.86489659863426e-14	4.99201646695998e-13	0.7003
ATP10D	5.62637047436561	1.90676109883305e-14	5.09660770428933e-13	0.7329
PALM	1.24792683837977	2.39488275891876e-14	6.3272040009871e-13	2.5593
ARHGAP18	5.5227503210459	2.41528011309255e-14	6.37187192841295e-13	0.6696
OLFML3	0.84185864176215	2.67822533093022e-14	7.04519908378416e-13	3.3327
LOC102724594	4.4808142138238	2.72068577310631e-14	7.14659560774516e-13	2.1685
RELB	2.31424043834901	2.87600622405748e-14	7.54373126815995e-13	1.6619
APOBEC3B	4.67255596658189	2.88138622350312e-14	7.54699955470201e-13	0.7777
CWF19L1	4.95777692022467	2.9100778883219e-14	7.61122950275138e-13	0.7799
SAP18	7.16120913523618	2.95557316918807e-14	7.70312238311791e-13	0.599
TAF5	4.10249013174206	2.95787072226427e-14	7.70312238311791e-13	0.9137
DNAJC15	5.93360218045326	3.07669838171993e-14	7.97843830350554e-13	0.6971
MRPS17	6.56073589529674	3.15007395025495e-14	8.14557365946946e-13	0.6256
FGFR4	3.25107784776878	3.38291037092591e-14	8.7352774726483e-13	1.2446
ASPH	9.67760529870102	3.41954780209375e-14	8.81741026483383e-13	0.612
GREM1	0.152255917733717	3.59330768043594e-14	9.25238716700121e-13	4.4729
LIPA	6.28399637300616	3.63245459005235e-14	9.34001281633742e-13	0.6324
RBM12B	5.92921459391818	3.89870243939853e-14	9.98242801313599e-13	0.8218
ERCC6	4.91065623188003	4.27117429058034e-14	1.09055325662706e-12	0.7747
SNORA40	4.03682903946581	4.3978365856185e-14	1.12132548473535e-12	1.001
MED13	6.73420990106199	4.51938794730671e-14	1.15071054903809e-12	0.7122
DKK1	7.16063224176451	4.90728512156951e-14	1.24773533676007e-12	0.6419
SLC38A2	8.38244653520209	4.93375778258776e-14	1.25272158663313e-12	0.6154
CBL	6.26134539710739	4.96631181264316e-14	1.25923595071686e-12	0.709
SGCE	4.91346408867383	5.81477762182943e-14	1.46218430115865e-12	0.7765
CDC6	6.64318099586793	7.22507569278234e-14	1.80686276503335e-12	0.6132
PABPC4L	1.79847189526826	8.38870574874039e-14	2.09213404575143e-12	1.872
TGM2	9.39877525844832	9.88851481960516e-14	2.45278161068902e-12	0.5866
JMJD6	4.94345999533951	1.07447400736472e-13	2.65794003773041e-12	0.8073
NFIX	4.52300531975267	1.15158601691342e-13	2.84245085097934e-12	0.9064
LOC100506178	3.04556657477085	1.44733501049803e-13	3.50431670446314e-12	1.2061
NUP153	7.73127376907389	1.57978833357444e-13	3.80985677909313e-12	0.6083
EXOSC1	4.55421754858178	1.63057712792979e-13	3.92715251286098e-12	0.8036
EXPH5	6.09803814931456	1.67680938905307e-13	4.02787265875695e-12	0.6162
FOXQ1	6.88038583727699	1.76823740018732e-13	4.23634409157738e-12	0.5817
DCAF7	7.06855458206227	1.85624087219099e-13	4.43554101606266e-12	0.6046
SLC1A5	7.34838729129428	1.92347137605563e-13	4.58418974429132e-12	0.6193
ANKRD49	4.41700882044825	2.02391136788291e-13	4.81727847875755e-12	0.8479
MYEOV	6.50993537578733	2.43034907782587e-13	5.75201082291776e-12	0.6518
SORBS1	2.61177536230266	2.43237968629081e-13	5.75201082291776e-12	1.3552
EHD2	4.88897187328645	2.48728753016525e-13	5.87045270448356e-12	0.8209
APOBEC3G	2.65448767054991	2.48889701647145e-13	5.87045270448356e-12	1.4468
TXLNG	6.31669903137121	2.5189616633789e-13	5.93369859698648e-12	0.5907
BTBD11	4.78733075086809	2.60105751380898e-13	6.11918891393e-12	0.7214
ECD	5.82367546066996	2.9788562015374e-13	6.99897024649508e-12	0.6315
DNAH17	2.57937890626983	3.07755613892877e-13	7.2215764617331e-12	1.4661
