logCPM	PValue	FDR	log2FoldChange
LTBP2	7.42822526102379	8.11048365767441e-41	3.51698312718537e-39	-1.1395
GNG11	2.87906583173414	8.74088445278871e-41	3.78136461066613e-39	-2.7335
PYGB	6.67450227533119	1.12637841220598e-40	4.84980289934724e-39	-1.2548
IRAK1	8.34086529033052	1.47773792561393e-40	6.30317373131024e-39	-1.1754
PADI1	3.81765636924073	1.82591994960419e-40	7.75209176743582e-39	-2.1138
SLC27A4	4.37007811879719	5.8007066012165e-40	2.43442987843238e-38	-1.6451
UGDH	6.42196800402868	5.83739974055311e-40	2.44421031338389e-38	-1.1712
TOR4A	5.08373674566552	5.94089224836516e-40	2.48185191959164e-38	-1.4169
KIF2C	7.00447922208652	1.12066074785436e-39	4.63917973080026e-38	-1.1274
CUEDC1	5.28413441208048	1.30108610972055e-39	5.37389774186841e-38	-1.3396
SLC9A3R2	5.05939574882754	1.45144484167592e-39	5.94116076897658e-38	-1.4082
ACYP1	4.76027544296232	2.36191166641116e-39	9.58201319600049e-38	-1.4721
FKBP4	8.60718852344316	3.73479837717636e-39	1.5051319905901e-37	-1.1318
IMPDH2	6.71039996645482	4.58748274272283e-39	1.84413247404435e-37	-1.14
LIMK1	6.85447934610857	4.78228476822113e-39	1.91459190194397e-37	-1.1538
FCF1	7.92437379137325	5.65779798013912e-39	2.26014791959343e-37	-1.1335
DUSP7	3.66125141527826	7.18783326005319e-39	2.84644433829785e-37	-2.0354
FOSL1	5.97598456170002	8.99148722347261e-39	3.54532593416233e-37	-1.3947
CCT6A	9.60305254017761	1.4324879003084e-38	5.61190967983481e-37	-1.1131
RPL32	8.85144883191925	1.44755921047817e-38	5.65880962451595e-37	-1.0988
RFT1	4.66541836345995	1.89449668410895e-38	7.37439903306887e-37	-1.4686
TOMM70A	7.15095386485162	2.37113868549856e-38	9.21010805158762e-37	-1.1057
PRR15	5.13743270721257	2.48943903153269e-38	9.64908682795346e-37	-1.4212
TUBB4B	8.88490309485417	4.29503501387563e-38	1.64381885143215e-36	-1.0883
SLC48A1	5.30621176315739	5.25029687228384e-38	1.99271142828303e-36	-1.2932
BRIX1	7.50199273460348	8.98325823628585e-38	3.38140953322958e-36	-1.0753
ZNF354C	2.44704086143963	1.00298904816286e-37	3.75216558673384e-36	-3.3482
MLPH	6.32866378952702	1.29770712374723e-37	4.84477326198967e-36	-1.1838
STEAP1	3.02951085255662	2.56904521550399e-37	9.45574384158081e-36	-2.6549
LRRC8A	6.35553267499905	2.63463148185819e-37	9.67763226012135e-36	-1.1449
SLC12A7	4.31792425783627	2.88152784288768e-37	1.05632876103931e-35	-1.8569
TMC5	4.96734649156242	3.69970896768745e-37	1.35083773828204e-35	-1.3509
THEM6	4.70923338922595	3.87199525891495e-37	1.41092106680142e-35	-1.6128
DUSP5	3.06248177225791	5.17802360449145e-37	1.88306770764135e-35	-2.3768
NBEAL2	5.25484056044624	5.92908889810572e-37	2.15191743387312e-35	-1.4818
NES	4.65406948156901	6.16264409016158e-37	2.23224663710297e-35	-1.5079
TMEM205	4.82867417250253	6.34374236543767e-37	2.29329426977089e-35	-1.5124
ITGB4	7.27489936021515	7.75181434086523e-37	2.79678107918647e-35	-1.0726
PSCA	4.78847522361797	1.00572165587936e-36	3.62139142992774e-35	-1.4372
UBE2N	6.58335976441047	1.07091508819681e-36	3.8485483956931e-35	-1.0967
LAMA4	5.79259972645305	1.09919615257431e-36	3.94242140695414e-35	-1.248
EXOSC7	4.99365626229822	1.43593492499592e-36	5.13002504710872e-35	-1.3799
STK40	5.48642023064471	1.71712016128566e-36	6.09878320319671e-35	-1.2407
PIK3R3	5.15779852654841	2.65653821395296e-36	9.38061153460837e-35	-1.2902
LYPD3	5.63127411342464	4.23287126734879e-36	1.48606342032153e-34	-1.2006
PTGES2	5.65936245342504	4.67140574416997e-36	1.63687491872489e-34	-1.2719
OSBPL3	6.52724187591105	1.23249951101449e-35	4.24537944775105e-34	-1.0798
GALNT12	5.50000046570354	1.34267906840537e-35	4.60750922421212e-34	-1.2425
ACOT7	5.73077606702759	1.44923112672148e-35	4.96382053460175e-34	-1.1573
SERPINB1	6.20784814063958	1.61569271707947e-35	5.50300116473932e-34	-1.1032
ALG3	5.9102700547492	1.62082021405273e-35	5.51018507034387e-34	-1.1394
TSPYL5	5.13561620317548	3.34273161621854e-35	1.12800200343227e-33	-1.4375
ZDHHC3	6.4154976733908	4.20390106222371e-35	1.40819115214598e-33	-1.0871
TMPRSS4	3.33408620412523	5.62038048732808e-35	1.87236617110696e-33	-2.1138
NOP56	7.57741943608752	6.1464893765733e-35	2.04390364405687e-33	-1.0952
ADIRF	3.82819490187712	7.24906244587373e-35	2.40616152748856e-33	-1.7744
TGFBR2	5.6781157217375	7.48437728627148e-35	2.47976028562926e-33	-1.1602
ALAS1	6.06421254943198	8.66129931029373e-35	2.86450507624497e-33	-1.1264
HMGA1	10.3204028982038	9.8467749301836e-35	3.24481449684895e-33	-1.5124
EPHX3	2.51153391349591	1.31713041624827e-34	4.32473612932166e-33	-2.8312
S100A14	7.20333077849045	1.40047497794167e-34	4.59013845553019e-33	-1.2423
TMED10	9.06618059015998	1.56873190514601e-34	5.1323959964777e-33	-1.0769
PGF	2.09119220623887	1.97372515469436e-34	6.42287458540112e-33	-3.593
RABEPK	5.0120575055715	2.03025445121668e-34	6.59507566929035e-33	-1.3226
UBAC1	4.11905197535331	2.0352362488499e-34	6.59951562326886e-33	-1.6088
REEP6	3.9745412019069	2.60031943211687e-34	8.41692048807192e-33	-1.7599
PSPH	6.0188631120533	3.13854439853116e-34	1.01231919681245e-32	-1.2213
PSMB2	8.35765202800743	4.20905722167956e-34	1.35282656054546e-32	-1.0718
DPH2	4.99784377764878	6.01699316255647e-34	1.9237517894156e-32	-1.353
RIN1	3.85673780560588	6.52487011847737e-34	2.08248302242872e-32	-1.7072
NPAS2	4.81139168157961	8.00096287758242e-34	2.54469648594329e-32	-1.3943
CDC20	7.12704484884327	8.3275987018594e-34	2.63481181804411e-32	-1.2901
TMED8	6.64821371171641	8.50213786912433e-34	2.6853811235075e-32	-1.0373
PCSK5	2.39397503463884	1.05449337976393e-33	3.31910881740868e-32	-2.9374
RHOBTB2	4.51819527760173	1.09948862694314e-33	3.45477872176832e-32	-1.5777
IER5L	4.71400306244356	1.2611917804065e-33	3.95606823764622e-32	-1.4696
DMBT1	1.41894809325914	1.50327127420062e-33	4.70732768127041e-32	-6.0906
SDCCAG3	5.48817583649695	1.60301328915615e-33	5.01106346007443e-32	-1.1573
CHCHD2	8.96785498340055	1.63249785642235e-33	5.09280426010642e-32	-1.1156
NWD1	1.82811817558853	2.70678683492184e-33	8.38966051924163e-32	-4.135
TATDN2	5.30305298715756	2.87632301188015e-33	8.90002591608203e-32	-1.3039
SNHG7	4.38381106111056	3.12688800494076e-33	9.65896233810464e-32	-1.5438
GALNT14	1.55604115902431	3.26768928816876e-33	1.00768472372988e-31	-5.2921
DGKG	4.05544264404004	3.80159189545279e-33	1.16838150914791e-31	-1.5971
PPIH	6.07851243868202	5.99689870694823e-33	1.83075890959945e-31	-1.1351
PTDSS1	6.35619005433686	6.32889244242423e-33	1.92888581684302e-31	-1.1167
IMPDH1	6.13987974823223	9.0319071628414e-33	2.74353572653632e-31	-1.1566
LINC00152	4.93564593904637	2.2953621821694e-32	6.88080985183654e-31	-1.5609
ISCA2	5.4393911288192	5.36262627525784e-32	1.58414409839979e-30	-1.2509
LSM10	4.32766963435863	8.48996318437762e-32	2.47592280980827e-30	-1.6062
NOTCH3	6.32049270113842	9.57883751147728e-32	2.78901527287926e-30	-1.1732
IRF2BPL	5.50948373348052	1.51527265377383e-31	4.37702809609099e-30	-1.4053
MRPS2	5.55880012967837	1.97525640653818e-31	5.6967268495673e-30	-1.1346
SHISA5	6.22259525020503	2.83267434866773e-31	8.14382722980758e-30	-1.0337
BCL2L1	6.5736076033572	3.99368727426911e-31	1.14636407042542e-29	-1.012
HES1	4.5558572989131	4.2287745774e-31	1.21193891185266e-29	-1.4973
RPL24	10.2697611323439	4.64788664831289e-31	1.32580966643125e-29	-1.0985
NRP2	5.13472040899912	5.85559362939915e-31	1.66770229794557e-29	-1.1804
NOG	3.04065942952257	6.58396932987112e-31	1.87222654339762e-29	-2.1573
GPR87	3.76557122716765	6.88430647263051e-31	1.95458629804576e-29	-1.7477
UBE2C	6.8051098933776	8.05773389553362e-31	2.28065100770328e-29	-1.0156
TNS4	4.36618360388323	9.0556034285874e-31	2.55516377422398e-29	-1.4419
ENTPD6	5.42745232231666	1.00522229803968e-30	2.83199664706981e-29	-1.1486
GPD1L	3.26519187682227	1.14630574450176e-30	3.21953194948063e-29	-1.9511
SLC20A1	6.5531630857323	1.4514977626518e-30	4.0455791076292e-29	-1.1829
NME1	6.70072826570978	1.74973394651396e-30	4.85458099203022e-29	-1.009
ODC1	7.16833588409573	2.05629666544478e-30	5.6878412006606e-29	-0.9709
GPX1	6.76194843310918	2.3688943387392e-30	6.522855965011e-29	-1.4234
FOS	2.49343272858523	3.19767827631805e-30	8.75214611880993e-29	-2.6931
BCL9L	6.31045891727972	3.27752583195675e-30	8.95726221380277e-29	-1.0033
ID1	5.40711220313425	3.74371826354515e-30	1.02007941222806e-28	-1.2669
RPL39L	5.61748159171234	4.81244751499421e-30	1.30738157490676e-28	-1.1871
ARPC4	5.70985045125302	6.00534531039978e-30	1.62661103837772e-28	-1.1586
FBXL13	2.51765695127325	8.1590504998854e-30	2.20017172711828e-28	-2.8537
LIPG	4.61112574804129	8.79426400089107e-30	2.3679658348122e-28	-1.3428
HSPD1	9.87502801343714	1.14649124921556e-29	3.0779918008352e-28	-1.0505
TECPR2	4.62422437482593	1.21874768208359e-29	3.26238382465075e-28	-1.309
EPB41L4B	3.06648745082727	1.70385208761231e-29	4.52115170224569e-28	-2.1814
TRIM16	6.94491861367085	1.76532263174971e-29	4.67746443617166e-28	-0.9802
PVRL1	4.23519337608867	1.80679872516057e-29	4.78042282993207e-28	-1.4882
ITGA3	7.59607393411766	2.69718632192358e-29	7.10531507836029e-28	-1.002
PHF19	5.58488052791221	2.76582562353801e-29	7.27563581892073e-28	-1.1115
PLK1	7.67215763339029	3.37078753757976e-29	8.82885183444133e-28	-0.9553
CCT5	10.2632321648467	3.74070466516842e-29	9.75575776675923e-28	-0.9677
BSPRY	4.24055919554664	4.22835693516714e-29	1.10118237101871e-27	-1.5019
DCTPP1	6.49061366354748	4.39336474800699e-29	1.14252516865549e-27	-1.2366
ATG16L1	5.74975414668166	4.4853553004459e-29	1.16478871073884e-27	-1.0952
ARHGAP4	4.21122421564284	4.56777820155193e-29	1.18450793817517e-27	-1.606
PLEK2	5.08913685036493	5.48248170388871e-29	1.41567448353879e-27	-1.1687
AOC1	1.40678527639518	6.47580080533352e-29	1.65809564519171e-27	-6.0613
OAF	4.15235453317915	6.76440919326763e-29	1.72956658588647e-27	-1.6047
NETO2	7.13847629244008	7.22429572686996e-29	1.8445698292271e-27	-0.9939
GLB1L2	4.25027707911787	1.03194550048388e-28	2.62750307626691e-27	-1.5718
HS3ST1	2.96883043780006	1.14345239638189e-28	2.90331946430429e-27	-2.2021
HN1	7.390514919331	1.37144062574279e-28	3.46773131074244e-27	-1.1155
MRPS17	5.79851852930861	2.17349658958099e-28	5.48815404417574e-27	-1.0811
CTDSPL	6.48932421017018	2.40003964316372e-28	6.05181266928134e-27	-1.003
TRAPPC3	6.62303282757127	4.47447937363556e-28	1.11745684603407e-26	-0.9453
WDR72	1.06030678111781	5.2958177312772e-28	1.31896928379531e-26	-8.9707
MRRF	5.73272972967591	5.59758112788311e-28	1.39222671758357e-26	-1.0301
CMTM7	4.31862799979352	5.72365830465289e-28	1.42164770081283e-26	-1.3459
NR2F6	5.80593667253896	5.95352827968426e-28	1.47473015297036e-26	-1.0115
GTF3A	6.70421680727394	6.20174855018365e-28	1.53413443810505e-26	-0.9651
AK4	4.6740625676448	7.05440549668197e-28	1.73564995616477e-26	-1.4944
HSPA8	10.4563837781249	7.20860021668856e-28	1.77120061313414e-26	-0.998
TRIP13	7.11735835724291	7.42170085676907e-28	1.81866538041847e-26	-0.9258
CHST6	1.91248185254183	8.01822443757752e-28	1.95958106201359e-26	-3.9671
TRERF1	4.25772662351142	8.3551222584958e-28	2.03646344393991e-26	-1.3634
WDR34	6.73757714442289	9.72407020974798e-28	2.35753819055988e-26	-1.2151
THOP1	5.39614752030657	1.13319760562821e-27	2.74372088704889e-26	-1.0863
ZMPSTE24	7.16229974090127	1.15421918570576e-27	2.79091727870787e-26	-0.9354
SPRY2	3.00619015876125	1.26747048079537e-27	3.06070649436513e-26	-2.1685
SPP1	7.40057124402023	1.27624873572644e-27	3.07783314655507e-26	-1.2853
PKIB	2.48791576381978	1.40381972904479e-27	3.3765656091491e-26	-2.4176
ALKBH1	4.49290141921259	1.45588522761433e-27	3.49718956780621e-26	-1.3248
LRRC59	7.4470087793403	1.76178555645147e-27	4.20983731918561e-26	-0.9337
TACC3	7.00138776491984	1.87756918172608e-27	4.4747915119571e-26	-0.9112
AIFM1	6.47188560750187	2.18606433611364e-27	5.19645709897013e-26	-0.9593
CDC42EP4	5.28665953923102	2.45728829294395e-27	5.82600715272529e-26	-1.1931
LRP8	6.34173944750425	2.73278654229049e-27	6.47078483995527e-26	-0.9468
RPL29	8.6010775630036	3.24398961377518e-27	7.67127906594297e-26	-1.1486
ACP6	4.62472869903103	4.0417077156661e-27	9.52069884609036e-26	-1.2499
EPHA2	6.01063000619082	4.75825775162045e-27	1.11941692672143e-25	-0.9783
ALYREF	6.91537438706545	4.86667172072734e-27	1.14344863492404e-25	-0.9362
MAFF	4.21096413838724	5.07260541755328e-27	1.18877387038322e-25	-1.4854
INSR	1.4019815624806	5.20977855331555e-27	1.21935534960678e-25	-5.1136
NOL12	4.77116303326642	5.94386489424837e-27	1.3876112213478e-25	-1.3018
POP7	5.22282483589739	1.10960473245444e-26	2.55125239240407e-25	-1.0921
BRK1	6.64320289522521	1.11875965769188e-26	2.56906620261925e-25	-0.9488
C1QBP	7.39188251877435	1.14482034101048e-26	2.62560805847831e-25	-0.9516
LSM4	7.54930166518285	1.19160922469811e-26	2.72606741930935e-25	-0.911
CLMP	2.29237020009427	1.44768513227751e-26	3.30361747185727e-25	-2.9261
FAR2	3.68880185487761	1.49009847820839e-26	3.39615952786172e-25	-1.6125
RPSA	9.5740337952766	1.70302134094192e-26	3.86695990052683e-25	-0.9329
MAL2	7.9528205568679	1.801502094241e-26	4.08042459459847e-25	-0.9247
IL1R2	2.51584047291144	2.02812971614568e-26	4.58804660445546e-25	-2.3033
MST1R	4.28584100274603	2.76993135509443e-26	6.23524868293514e-25	-1.6096
SS18L2	4.41255739119439	2.8631899573574e-26	6.43724086964492e-25	-1.3775
PUS1	4.70768646795429	3.34908961117305e-26	7.49601357905149e-25	-1.2158
CDC25A	4.44549812268074	3.35054068827016e-26	7.49601357905149e-25	-1.2453
LCN2	7.09984406276918	3.38879469108028e-26	7.56306062107109e-25	-1.0404
RPS8	9.68244115390792	3.52064649555315e-26	7.83816127107539e-25	-0.9745
ADRM1	7.218377702812	3.65381944833592e-26	8.11485740253291e-25	-0.9075
UTP14A	6.24104170504946	3.9203277556158e-26	8.69617296555554e-25	-0.9989
NUP188	6.98131355666928	4.7593962106793e-26	1.05318226935953e-24	-0.9416
