logCPM	PValue	FDR	log2FoldChange
LY6K	5.18042220715368	6.93339989718805e-57	1.26576148523065e-54	-1.7432
VSIG1	2.85055930651175	3.20029510627305e-55	5.46024181870288e-53	-3.5513
SPTB	4.67936137955999	5.07554715754294e-55	8.5008430190921e-53	-1.8968
OAS2	3.15421956719615	1.06381551668172e-52	1.70359790110013e-50	-3.2461
ABCC3	6.14315148029388	5.69252700287866e-51	8.6602310803794e-49	-1.5409
POF1B	2.32183111928383	3.26772456598271e-50	4.85004712817727e-48	-3.7656
IFI6	5.83856437505791	4.15680946799232e-50	6.1198962619087e-48	-2.8293
INA	1.69307874476557	1.33248216571091e-49	1.91541688324554e-47	-6.6075
MX1	4.83150941399066	4.82077802110255e-47	6.28629453951773e-45	-1.7631
SESN3	2.47540770407372	5.88145301089395e-47	7.61502171396312e-45	-3.4255
RPE65	4.84233130733869	6.94377940277883e-47	8.92715751951623e-45	-1.9709
FABP5	5.98427831655723	1.49597988215619e-46	1.88349025714782e-44	-2.0626
SPRR1B	2.8155296216067	1.72350135035075e-46	2.14042453414988e-44	-3.7852
NAALADL2-AS2	1.75229878053122	4.88328379548515e-46	5.94328193135846e-44	-4.979
TMEM156	5.25526315757463	3.2307774612107e-44	3.70950146741274e-42	-1.4859
KRT4	3.44119588322032	5.51310705166977e-44	6.29045514595521e-42	-2.5056
HPDL	3.43865911550206	5.60532196069254e-44	6.35594768412441e-42	-2.1591
STEAP1	4.56134341550004	1.21479802461326e-43	1.35227760593535e-41	-1.6505
CXCL5	5.45494986715413	1.28863706619355e-43	1.425779289723e-41	-1.6217
CEACAM5	2.62403932234411	3.52599633272735e-43	3.87774632832955e-41	-3.5508
ARHGDIB	7.73003739668299	3.71904145350452e-43	4.06555813025021e-41	-1.3232
PLIN2	4.78888868310643	3.92279238616031e-43	4.2627677262942e-41	-1.5108
KRT16P2	1.42957601848509	5.87401561421369e-43	6.34532716290444e-41	-5.654
LOC100505817	5.64360686950616	4.2769959392004e-42	4.51334322925101e-40	-1.6157
HAS3	3.9675654215941	9.20687639242888e-42	9.49608674690291e-40	-1.8678
PGM5P2	3.27395652797884	4.01576678800344e-41	4.02812299350499e-39	-2.2218
AHNAK2	6.83012267121872	7.4506748110257e-41	7.35240645135596e-39	-1.3896
SDHAP3	3.39749962421395	8.31675945764169e-41	8.11929201383458e-39	-2.134
LINC01508	3.15937674780752	3.77484926201449e-40	3.6080444045726e-38	-2.2602
OXTR	4.16759801926287	7.05213377223618e-40	6.67066083657739e-38	-1.8631
TNC	8.74542986184409	8.26698651045571e-40	7.73959516589125e-38	-1.2937
CD274	4.57759214811911	3.21330431927093e-39	2.96273149760657e-37	-1.7402
LRCH2	2.45777020132655	5.86546012761286e-39	5.35399200448502e-37	-3.2907
MYB	2.68905986535686	3.90044987316605e-38	3.45663169342328e-36	-2.627
RPS17	7.30802427625295	7.22651253377707e-38	6.34265446233819e-36	-2.8422
AGMAT	1.78696070195613	1.2738626487652e-37	1.10741126265988e-35	-4.0537
POLA1	6.63438830652391	2.50399151187313e-37	2.15626740758282e-35	-1.2535
FMO5	1.97405222609233	6.19843737969258e-37	5.23882744461425e-35	-3.5316
ZNF367	5.13806459718254	1.37554595859933e-36	1.13116968559412e-34	-1.3244
NDUFAF2	6.05452917068293	1.4541007604605e-36	1.19040643421376e-34	-1.3821
NEB	3.98110670851093	2.5852421252863e-36	2.0976080106323e-34	-1.9018
SHC3	3.13139777819344	2.62153293416826e-36	2.11764182505203e-34	-2.2123
SLCO5A1	2.14752886693081	4.15915929215911e-36	3.33024614200248e-34	-3.6837
CFLAR	7.05173709825841	4.22138550554692e-36	3.36531064581941e-34	-1.1639
RARRES3	5.86601467445248	2.49110699244217e-35	1.91888815417824e-33	-1.2886
TOMM5	7.00352739568318	6.12747949386817e-35	4.64162927967043e-33	-1.2402
NIP7	7.09786790483857	2.7183303314636e-34	2.00104187625805e-32	-1.1469
ABCA12	5.26240686560733	3.81973001586884e-34	2.78931964678806e-32	-1.2712
POLE3	7.29702426900186	9.02207588721655e-34	6.51015879039626e-32	-1.5209
HAVCR1	4.86786875255921	9.9727679547609e-34	7.16782881031949e-32	-1.3563
MITF	5.72771721035824	1.43831272989005e-33	1.02569676550284e-31	-1.1844
ASRGL1	4.27023677104533	3.16186886646246e-33	2.2460341644412e-31	-1.6855
NMNAT2	3.86521954726702	3.72758085144793e-33	2.63762465209432e-31	-1.6606
TEX10	5.4287958587338	3.86137769720252e-33	2.72174946873086e-31	-1.2341
ATAD3B	5.01992611397362	1.05004024070439e-32	7.26118736147703e-31	-1.2688
COL4A3BP	6.94293649693305	1.44960557229052e-32	9.94887192772022e-31	-1.1643
TRIM14	5.75998365396979	3.25730780924416e-32	2.18622835902799e-30	-1.1569
JAG1	4.72006704955947	1.1906875932846e-31	7.76328310821562e-30	-1.3308
FA2H	4.1476048891094	2.59291678986459e-31	1.68456544184228e-29	-1.7264
MAMLD1	3.88634689912676	2.76797067941817e-31	1.78558560860276e-29	-1.5544
LOC100130476	1.8459891326876	4.41588368516955e-31	2.82864465110369e-29	-3.1961
IFI44	6.4815975869727	1.05559498969844e-30	6.64515245928783e-29	-1.0924
HAUS7	4.49930657665651	1.94233810174812e-30	1.21853348403827e-28	-1.3177
TTLL11	4.09884763602898	5.26105442952544e-30	3.25579015814971e-28	-1.4374
PLK2	5.80518464257959	6.77387148482141e-30	4.17783100766553e-28	-1.175
FRMD3	1.90318823645924	9.91447118364957e-30	6.01324205743211e-28	-3.4746
E2F4	6.45207970188623	1.20366450131781e-29	7.27619176690658e-28	-1.0818
MTSS1L	6.20982293463883	1.31707982401933e-29	7.93551460966892e-28	-1.2584
CDCA4	6.01769161584126	1.4131508948814e-29	8.46066742390636e-28	-1.2792
OAS3	5.48271277092666	2.12411347140521e-29	1.26312102716526e-27	-1.295
BTBD11	4.91152587978004	4.50902001893665e-29	2.62992554203538e-27	-1.2128
CTNNAL1	7.3187123045406	7.13885781708224e-29	4.12427178191941e-27	-1.0262
PPWD1	5.87398545566658	1.52535998815182e-28	8.67506914133945e-27	-1.1859
ZSWIM5	0.84192604937891	2.34436630604302e-28	1.32094911367659e-26	-4.7683
MRPL50	5.1408912719834	3.35704885349086e-28	1.86848426430881e-26	-1.2468
EHD2	5.34059450899852	4.1191308127489e-28	2.27875309447103e-26	-1.3544
LUCAT1	4.24189689057297	6.83963194615516e-28	3.72729315847787e-26	-1.5608
SAMD4A	5.8267910790339	8.72644574313531e-28	4.72729950999045e-26	-1.0848
POLR1E	5.49003957691465	1.07957585368335e-27	5.81378666219564e-26	-1.0708
SFTA1P	2.45288195649736	1.21649692331952e-27	6.53187289180032e-26	-2.4841
TSPAN8	1.49439659562895	1.25700996939076e-27	6.72961114404627e-26	-3.7909
CBWD1	5.80253272490606	1.92267918982945e-27	1.02333618919902e-25	-1.1028
PTAR1	6.24223014875983	4.215121702901e-27	2.19860748023316e-25	-1.2978
DOCK11	1.04290315970779	8.53908163978012e-27	4.3912528004458e-25	-4.2294
SDC2	1.98243025263581	9.35142089361743e-27	4.79549269196291e-25	-2.7227
DNAJC12	1.47134522607745	9.88432523745431e-27	5.04045367416106e-25	-3.7197
TSPAN12	2.55665675875749	1.10902980870529e-26	5.62871308171636e-25	-2.3344
DPP4	5.99944020552283	2.41833039195596e-26	1.20956272974104e-24	-1.1908
CPM	6.06352461044835	3.80184715573083e-26	1.88093554674857e-24	-1.06
RNF183	0.972429974008205	4.57542802401077e-26	2.24540360232098e-24	-4.0082
ZNF280C	4.30716058145031	6.6669630384257e-26	3.24565539278666e-24	-1.2485
S100A2	5.38760146012662	7.85821318092749e-26	3.79522592145535e-24	-1.6006
CDCA7	6.36679910185548	8.03127205615571e-26	3.86857262947701e-24	-0.9882
SYK	4.02564961164069	8.1969307990469e-26	3.93797812282632e-24	-1.4332
DIAPH2	3.13008778398851	8.23459506682232e-26	3.945689436743e-24	-1.876
TOX3	5.23505370062377	8.91068407509214e-26	4.25846723756236e-24	-1.1029
AGPAT9	5.60565036578747	1.14353715437544e-25	5.42244527020209e-24	-1.0783
MAGI3	5.39732758778158	1.29680336445702e-25	6.11742693062724e-24	-1.09
CX3CL1	3.48464676566025	2.43776907802134e-25	1.13530388490708e-23	-1.5138
ANGPTL4	1.3127435033006	2.60628712730836e-25	1.20456652648459e-23	-3.3112
TTC9	4.68009716664386	3.1298636347794e-25	1.4320498876324e-23	-1.2286
SOCS2	3.92549306236407	4.28204078575696e-25	1.95432341461947e-23	-1.4775
NAV3	4.58119963207209	4.53922335806712e-25	2.0665352026153e-23	-1.1595
CPNE7	4.56786175653075	6.37123828394999e-25	2.87193397806891e-23	-1.2437
COL4A5	3.74616985902281	8.16165187138372e-25	3.66992897940841e-23	-1.568
ISCA1	5.45677203028138	8.44289208518013e-25	3.77778034085903e-23	-1.0193
LIMCH1	5.17960018383318	1.07649838969625e-24	4.80502557513318e-23	-1.1816
NOL6	6.33583378199888	1.43294483282766e-24	6.34947593885965e-23	-1.0543
NME5	0.570180945307264	2.69570794447108e-24	1.17453088864592e-22	-8.9063
EGFR	10.8736881178178	3.96447393897056e-24	1.71100322056375e-22	-1.071
KIAA0020	6.44458732889358	4.03844361991059e-24	1.73881666804452e-22	-1.0908
NANS	5.93886671905983	5.24649716637398e-24	2.23785168853559e-22	-1.0202
NOP2	6.81222983027803	6.92860051629399e-24	2.90778232242444e-22	-1.1384
NDUFB1	6.5904950266331	1.42402534301973e-23	5.86839879507184e-22	-0.9583
PCED1B	6.04025777025738	1.51707633985861e-23	6.23778055415738e-22	-1.032
APOOL	3.15016186047621	1.89238584875229e-23	7.72872394962456e-22	-1.818
MRPS2	5.92638338574944	1.97267225365794e-23	8.03863943365609e-22	-0.9461
PKIA	2.33655246959498	2.31393841514792e-23	9.38739104598678e-22	-2.3538
ST6GALNAC1	1.91120556428086	2.49712472228348e-23	1.01080951064318e-21	-3.3029
LPP	8.18998499310205	3.22280903457774e-23	1.29879915530356e-21	-1.0519
DKC1	8.51112515884226	5.98750399205561e-23	2.39185717459447e-21	-0.9877
FOSL1	7.51869919621414	7.55774568854654e-23	3.005973971462e-21	-1.4726
HELLS	5.58442474968548	1.09627040168428e-22	4.33192910241304e-21	-0.955
KLF10	7.43163587766688	1.29530931023131e-22	5.09637214818595e-21	-0.9319
TEX40	1.43818875102526	1.51182709329311e-22	5.93546568067934e-21	-2.974
FAM206A	4.7493208824364	1.61493610820116e-22	6.32666815264385e-21	-1.1526
RNF145	7.02417371775783	1.63835700175062e-22	6.39315767866753e-21	-1.0013
S100A6	9.35745174260407	1.88976297869395e-22	7.35597290811017e-21	-0.9876
BCL2L15	3.88710647696137	3.30349637624127e-22	1.28043800094821e-20	-1.31
NEO1	2.1771072515767	3.69389488995299e-22	1.42269504453548e-20	-2.6269
SOX21	0.337541329616774	3.75346308177624e-22	1.44259414780857e-20	-5.7288
PRPF4	6.12073447219344	4.31493299075648e-22	1.6479794284362e-20	-0.9208
EFR3B	0.772213528927481	7.39045429892035e-22	2.79917289794792e-20	-3.7809
ZNF704	1.064857458956	8.58049164737253e-22	3.24317713280399e-20	-3.7078
NPC2	6.83622893374157	9.26686455909492e-22	3.48098517265096e-20	-0.937
IRF9	5.17338052796103	1.27856852078184e-21	4.7635810031415e-20	-0.9674
LONRF3	3.71405730978258	1.6597655362162e-21	6.13374081562003e-20	-1.3599
CBWD5	4.32217190587503	1.77441892969378e-21	6.54420040009893e-20	-1.1252
PDLIM2	3.06095955362749	2.3761693994134e-21	8.67586971113821e-20	-1.6244
PLLP	3.01995388025166	2.60761888812945e-21	9.50193421590644e-20	-1.6736
RERG	1.60960161135685	2.99811250053379e-21	1.08598297241557e-19	-2.913
SOX21-AS1	0.51602343681716	3.28650028495602e-21	1.18808612281499e-19	-4.1764
MB21D2	4.46284495276589	3.41865469628281e-21	1.23341818449286e-19	-1.2182
BSPRY	4.86492796113919	3.99686073665892e-21	1.43353024771012e-19	-1.0526
CKS2	7.14347848072439	5.54455946269511e-21	1.98473485394043e-19	-0.9919
SKIV2L2	6.99588087801777	7.71627527920189e-21	2.72472575429612e-19	-0.8752
LPCAT1	5.00600623630863	8.65333586756786e-21	3.02056022176518e-19	-1.9177
SDCCAG3	6.17234418167351	9.60649724920621e-21	3.33414855097925e-19	-0.8945
LCP1	8.31704447717208	1.0013219711789e-20	3.46871611116546e-19	-0.8691
RAB38	4.09259120833064	1.0908775257082e-20	3.77179168737291e-19	-1.1714
TMEM38B	4.99412863096236	1.29752628160535e-20	4.46936599943156e-19	-0.9998
NCEH1	6.85253307399841	1.33193865759114e-20	4.57926028869752e-19	-0.8721
DNAJA1	8.35578749532647	1.38884725205575e-20	4.765938991265e-19	-1.1091
PSPC1	6.16664434673181	1.41328054564763e-20	4.84068473571166e-19	-0.8742
S100A10	8.7859275798929	1.48273668288135e-20	5.05959642666953e-19	-1.068
DDC	2.11827417277242	1.51008731317699e-20	5.13373444867024e-19	-2.3378
KIAA1644	2.23036914450075	1.59467163735451e-20	5.41121290177396e-19	-2.1224
TMPRSS4	4.38376388450595	1.72806981172273e-20	5.85299489476996e-19	-1.2409
UBAP2	6.0828999820343	2.03428911503862e-20	6.86469169762384e-19	-1.0936
HSDL2	5.93638434841702	2.46552276127981e-20	8.28924190238014e-19	-0.8758
TNFAIP3	4.46635605454607	2.85303066642787e-20	9.53936407441522e-19	-1.0839
FAM83A	5.24614839820279	3.63219196372809e-20	1.20343550798221e-18	-1.1566
MRPS17	7.71531020060675	3.85029664379657e-20	1.27338796248461e-18	-0.9523
VPS13A	6.02629639950425	3.94862906658201e-20	1.30354741843619e-18	-0.8689
DGKH	5.42010835226497	4.40847391483866e-20	1.45272743301976e-18	-1.0034
NFIA	3.8015104934976	5.69328950452121e-20	1.85601237847392e-18	-1.2754
NOB1	6.86617050675084	6.40777387569713e-20	2.08150035364283e-18	-0.8566
ANP32B	8.38200759954938	6.5529829915239e-20	2.12488912066182e-18	-1.1309
SC5D	6.28806266266125	6.74290961588102e-20	2.18259854516886e-18	-0.9243
SLCO2A1	4.60202203333792	6.84991850752202e-20	2.21331172165172e-18	-1.1893
TXNRD1	9.51868872861714	7.03893074467302e-20	2.26636189902558e-18	-0.9183
DTX3	2.12673973299816	7.0518590928312e-20	2.26652710561138e-18	-2.1078
CTSV	5.09805520569808	9.94365708320993e-20	3.18476146861545e-18	-0.9396
NECAP1	5.13993499387888	1.04854598825027e-19	3.34654817508689e-18	-0.9519
CADPS2	2.22336808335296	1.05244964975477e-19	3.35314499230768e-18	-2.0311
KCNQ3	6.02123813213486	1.05732789991035e-19	3.3628184914222e-18	-0.924
MRPL11	6.16782066532951	1.16931980845136e-19	3.67420007282066e-18	-0.8804
UIMC1	4.93999465277732	1.21409756172981e-19	3.80834451665626e-18	-0.9762
EIF5	8.6801835791214	1.69405307491683e-19	5.29565632460302e-18	-0.8831
NFX1	5.58193727015581	1.78588420046928e-19	5.57317982286619e-18	-0.9182
CCND1	8.63706457685435	1.91935998948907e-19	5.97949419251067e-18	-0.8856
DDN	1.5028624263106	2.00167665844509e-19	6.22531670810454e-18	-2.5458
COL27A1	1.36364343997158	2.12588530191327e-19	6.5891616420592e-18	-3.3267
EPB41L4B	5.26506193209641	2.17458167319689e-19	6.71728646800041e-18	-0.9021
NAA35	5.82051245757465	2.34841367397099e-19	7.24200000540782e-18	-0.8716
FAM120A	8.11608512931358	2.45337628561291e-19	7.50231783419587e-18	-0.8817
PNP	6.87456976854426	2.95432675974262e-19	8.97407476303848e-18	-0.8823
CINP	5.78656821028707	3.09415593274754e-19	9.36764688362173e-18	-0.973
HERC5	2.17096018944696	3.45541003319375e-19	1.04440340341035e-17	-2.0221
CHMP2B	6.76815114588751	4.10415045793005e-19	1.2343553667211e-17	-0.8535
CHURC1	6.28132582990302	4.28032250495699e-19	1.2852231521463e-17	-0.9322
NOP16	6.41678485582172	4.36493631261296e-19	1.30847746014881e-17	-0.8776
PRTFDC1	5.74024605422428	5.50198628951266e-19	1.6412461062311e-17	-0.9119
ECH1	5.71279865791509	6.69923068828811e-19	1.98219052585718e-17	-0.9542
CDC26	4.03397244773604	7.5756470530457e-19	2.23066149355487e-17	-1.1555
VRK1	6.14537182645779	7.71568212496882e-19	2.26458991757927e-17	-0.8379
B4GALNT3	4.18268552069295	8.12489083623514e-19	2.37705139593443e-17	-1.2224
CDK6	7.09340481884418	8.14032758181908e-19	2.37775712533903e-17	-0.8873
SHB	5.07677190198794	8.72583098304623e-19	2.54470879275546e-17	-0.9313
CLSPN	5.9683175321053	1.02794376985549e-18	2.97403192749317e-17	-0.9364
TUBB4B	9.12939029775644	1.06390807113731e-18	3.07321293460171e-17	-0.9364
DIMT1	5.78216270227405	1.08208398276267e-18	3.12077807098187e-17	-0.861
SFN	6.46077130449586	1.11686228568738e-18	3.21599966679949e-17	-1.0408
UBAP1	6.26446387490664	1.20254491587875e-18	3.45183333086201e-17	-0.8653
RGS3	5.57900546277187	1.21286218841897e-18	3.47598306307326e-17	-0.9453
SLIRP	7.69291738580394	1.37716068079951e-18	3.93449849588043e-17	-0.8801
GNG4	3.40455980754036	1.43159742016451e-18	4.07726092083046e-17	-1.4577
CDC6	6.41394715870395	1.54174017563699e-18	4.36372227076416e-17	-0.8762
EIF2S1	7.96288774867831	1.98499825190312e-18	5.58092466448734e-17	-0.9639
CDCA5	5.79871617547071	2.57719444399891e-18	7.18309339994568e-17	-0.9099
DEPDC1B	5.83895119317922	2.72316384276872e-18	7.57836571853443e-17	-0.8946
NAA10	6.60714969192067	2.97837959263639e-18	8.22591495358092e-17	-0.9115
POLR3G	5.48673090547527	3.57793319772941e-18	9.82236818913507e-17	-0.9822
SFXN1	6.32368394046739	3.7476535902347e-18	1.02728474389376e-16	-0.9094
MSANTD3	4.70440818784982	4.66835665943967e-18	1.26635243944622e-16	-1.256
DHODH	4.25461100712068	5.27155736554548e-18	1.42574150022812e-16	-1.0905
AEN	4.56460352195422	5.62306128467654e-18	1.51855927238247e-16	-0.978
HPGD	7.04173424302144	6.31158215973844e-18	1.69947262401453e-16	-0.9725
PEG10	8.62242140873986	7.60296995199998e-18	2.0411738153487e-16	-0.8145
LAS1L	6.80202779211775	8.21988210337177e-18	2.2003250392838e-16	-0.8431
CCDC84	4.11212303043331	8.73330419393589e-18	2.33433676961191e-16	-1.0805
NCBP1	6.70409593802266	8.90463965392802e-18	2.376653531025e-16	-0.8246
REXO4	5.67547516688242	9.0890080374825e-18	2.41878907773004e-16	-0.9131
GRPEL1	6.46780797598728	9.39897250601822e-18	2.4976367113518e-16	-0.8129
NUP93	6.70245809731207	9.93777781236539e-18	2.63315053327348e-16	-0.8123
TIMM8A	5.58489144917486	1.01707113367007e-17	2.69096385743199e-16	-0.8691
ZNF462	5.12712340743459	1.29730247284096e-17	3.41754025168608e-16	-0.9731
SLC6A6	5.65452516358179	1.3572682075049e-17	3.56522135197257e-16	-0.846
SUPT16H	8.80361298987439	1.72563551771491e-17	4.47488664934708e-16	-0.8506
CWC27	5.8336457503089	1.87544516101994e-17	4.85647189497588e-16	-0.8228
LINC00342	3.2622561128906	1.96006701354516e-17	5.0612423478473e-16	-1.3634
PPTC7	6.4032710865578	2.04738313784418e-17	5.27924104018127e-16	-0.842
PSMD8	6.92006746759328	2.29632068521594e-17	5.89615055264447e-16	-0.928
POLE2	4.34650352061906	2.52031828844022e-17	6.45314595704974e-16	-1.024
SIK3	5.03198445719288	2.55427332652011e-17	6.53092630937691e-16	-0.9796
RRM2	7.84422499054941	2.80556852166901e-17	7.15341605189796e-16	-0.8303
CPSF2	7.57600318680209	2.88744471685468e-17	7.34167002101658e-16	-0.7848
MAPKAPK3	6.78978276089451	2.93018050068714e-17	7.43996873721063e-16	-0.8596
INIP	4.81570158907422	3.18179696817496e-17	8.05643348834979e-16	-0.9076
RANBP1	8.00455487153091	3.18984586228389e-17	8.06562687837323e-16	-0.8384
CENPK	5.95116265660194	3.68731587195715e-17	9.29774013238255e-16	-0.8004
BATF3	2.67481638426855	3.73124671798602e-17	9.39036161053796e-16	-1.6287
ETS1	7.9756342399567	4.49043176452578e-17	1.12451745258138e-15	-0.8575
ZC3H8	5.22457007586812	4.82191280622456e-17	1.20422490000596e-15	-0.9881
CDKN3	6.59492764231896	5.04933870105416e-17	1.25758154606337e-15	-0.7919
MGLL	7.17953312464194	5.09951548799998e-17	1.26834815734234e-15	-0.7907
PPP1R12B	4.85416447836582	5.14360593240591e-17	1.2775737401633e-15	-0.889
POLA2	5.23338088023234	6.58288128409901e-17	1.6218229517208e-15	-0.8608
BCCIP	6.8303081194589	6.82871298251907e-17	1.67785981438584e-15	-0.8934
ANXA3	7.88214570210344	7.23849090761034e-17	1.77377033569576e-15	-0.7806
KLF4	4.1756877134342	7.28123626560907e-17	1.78185320730508e-15	-1.1583
LPAR1	2.27597439926133	7.63691840036922e-17	1.86389815932006e-15	-1.8439
FLJ32255	2.95502087288051	8.6300794095454e-17	2.103481037392e-15	-1.4954
PARP9	6.65142740682949	8.66928045660227e-17	2.11021845354308e-15	-0.7807
FAM120AOS	5.68971455057621	9.05178173570876e-17	2.20039051088015e-15	-0.8345
APRT	6.77537042333326	9.6901926850639e-17	2.34310142594075e-15	-0.8137
C12orf4	5.13499752300334	9.95475159568709e-17	2.40388816310666e-15	-0.857
PARP2	6.03762027493688	1.11616014118465e-16	2.68820838225158e-15	-0.7845
PLEK2	4.91199016578435	1.16097649160696e-16	2.78512310522689e-15	-0.9205
CSF2	1.34278617819409	1.31324566987401e-16	3.13803834413874e-15	-3.2124
WDR43	7.82838613206934	1.43514913099456e-16	3.42037631010922e-15	-0.7618
ANKRD18A	3.96751766478254	1.55950176805515e-16	3.71189886279202e-15	-1.0889
IPO11	5.07593504146949	1.89125133919692e-16	4.46658272294683e-15	-0.8433
FKBP4	8.20786337972005	2.02640973089556e-16	4.76728557309657e-15	-0.8171
MIR100HG	4.78575643249727	2.5273284223734e-16	5.91524457421139e-15	-1.0349
EIF3J	7.28041576476109	2.64055380872841e-16	6.16444377648925e-15	-0.8823
DYRK1A	5.17402422310973	2.74479175405436e-16	6.39960641915917e-15	-0.8378
KYNU	2.91329674737734	3.17417285702475e-16	7.36311304674e-15	-1.4402
BCL2A1	2.32578312577332	3.24893341549029e-16	7.52697061334907e-15	-2.1753
GALNT18	4.66715972535351	3.44895349680051e-16	7.97013861235317e-15	-0.9885
YBEY	3.90308866156647	3.50612086438821e-16	8.09200284453492e-15	-1.1235
CCDC88C	5.086887267634	3.70659126256857e-16	8.52235895333146e-15	-0.9604
XRCC3	5.15293489001484	3.79426297129656e-16	8.69109972446548e-15	-0.9385
DYNC1LI2	8.00814985725238	3.8839641000644e-16	8.8742989500345e-15	-0.7514
DDX51	4.41857228865195	3.91360126497071e-16	8.93083808666316e-15	-0.9757
ETFB	5.96641376663528	3.98653910570577e-16	9.08592483317909e-15	-0.8239
MLKL	4.21937920045934	4.10785549168149e-16	9.3391045898054e-15	-1.0958
MT2A	8.06515512617655	4.28702557596895e-16	9.7222284366322e-15	-1.0221
FANCA	4.75959660342181	4.36077422813292e-16	9.86496831583576e-15	-0.909
TERC	-0.00053658671889267	5.92790479178573e-16	1.33111721868192e-14	-5.3424
NOL8	6.39843185790463	7.05375319297728e-16	1.58004071522691e-14	-0.7937
EGLN3	4.86874827508334	7.15262416679444e-16	1.6002243479044e-14	-0.8743
NETO2	7.37146001775898	7.24685866375716e-16	1.61932254303e-14	-0.7431
GRK5	3.65021774329365	7.74713710055122e-16	1.72688321010578e-14	-1.2614
EIF2B2	5.01681970402139	7.80654014636767e-16	1.73800240136693e-14	-0.8985
HAGLR	-0.0696005656064315	7.91170945477563e-16	1.75927122784877e-14	-4.7282
CHAC2	4.29484906332214	8.16621294475007e-16	1.81145058954261e-14	-1.0158
STEAP2	4.09178363556864	8.52607791001603e-16	1.88669185848791e-14	-1.1255
LINC00467	4.34502567851959	8.7304292176696e-16	1.92738426474179e-14	-1.0146
DGKD	5.93982908245478	8.73108450340413e-16	1.92738426474179e-14	-0.79
NAT10	6.14176882568983	9.01606131523136e-16	1.98549113836989e-14	-0.7943
VLDLR	3.42303645332323	9.22866602130546e-16	2.02498229429029e-14	-1.1916
EMD	5.72759447244014	9.46222550413205e-16	2.07373816090558e-14	-0.7786
Mar-01_1	4.48966012375377	9.57579073441526e-16	2.09360042691599e-14	-1.0611
ARID3B	3.70831781998937	9.74762568757989e-16	2.12862026976625e-14	-1.1
CHM	4.97082975268004	1.16591124874775e-15	2.53090080346479e-14	-0.8359
ZADH2	5.18669783005125	1.2874790159268e-15	2.78156413192422e-14	-0.8146
LRRC8A	6.27293783470197	1.30205147487208e-15	2.80972242615421e-14	-0.8163
FJX1	4.90245295906296	1.40948556118669e-15	3.02368606404515e-14	-0.9564
PAPD5	6.00273840271702	1.46771258616211e-15	3.14490152264971e-14	-0.7529
ERBB2IP	8.19938967951738	1.50262085054575e-15	3.21215998215027e-14	-0.747
CCDC58	5.54702450698916	1.69616943477295e-15	3.60900573440733e-14	-0.8017
