Description	subcategory	GeneRatio	p.adjust	qvalue	geneID	Count
hsa04141	Protein processing in endoplasmic reticulum	Folding, sorting and degradation	64/2058	6.4074593375225e-05	5.36465577781347e-05	23480/3320/1965/10484/824/3301/3312/10808/7326/1603/51009/4287/6747/6400/3337/3326/7322/9532/573/9373/51128/10525/7327/56893/10130/55968/29978/10483/56886/2923/64374/51726/9601/3703/8454/22824/258010/6184/5886/51360/6500/6396/811/10113/10802/10294/6745/581/9871/7415/165324/55768/51465/29927/58505/7466/6748/54431/9978/29979/84061/56681/200185/51619	64
hsa03018	RNA degradation	Folding, sorting and degradation	35/2058	0.000122878305625533	0.00010288006174017	2026/3313/51010/10200/118460/87178/11157/5214/3329/23404/2023/11340/170506/10950/5393/28960/23658/131870/4849/23016/167227/5394/29883/8761/51691/27257/1656/2027/22894/115752/54512/51013/5213/27258/25904	35
hsa01232	Nucleotide metabolism	Global and overview maps	37/2058	0.000148689657504614	0.000124490658186784	4907/7378/3251/1503/978/4860/4830/7298/3615/132/1854/115024/7371/1841/204/6240/7083/79077/7498/158/3614/8833/955/5167/5169/131870/953/51292/272/203/22978/1633/6241/29922/957/10201/56474	37
hsa00240	Pyrimidine metabolism	Nucleotide metabolism	27/2058	0.000568934468440304	0.000476341311359089	4907/7378/790/1503/978/4830/7298/1854/115024/7371/1841/6240/1723/7083/7372/79077/955/5167/5169/953/22978/1633/6241/29922/957/10201/56474	27
hsa05222	Small cell lung cancer	Cancer: specific types	38/2058	0.000576750166110631	0.0004828850169772	3918/3914/3655/3673/9134/595/1030/1869/5743/2335/3909/1019/4792/7187/7157/1163/4149/1164/4790/598/1147/207/3675/4609/7188/1026/51426/1871/1643/10319/898/3688/54205/581/6502/3908/331/208	38
hsa05014	Amyotrophic lateral sclerosis	Neurodegenerative disease	114/2058	0.000668698275320645	0.00055986872133626	146754/84617/3084/1965/7277/5216/10189/4927/10376/1767/10452/10280/5687/23511/81929/84790/5694/5709/9688/5700/5693/220988/7802/29107/5706/55706/10383/57122/5708/9631/23165/6432/7157/5684/5718/23279/3831/6428/5717/23225/23636/4218/129401/9861/9782/4726/598/4928/53371/3178/5704/5705/5702/55860/56893/4712/60/79902/79023/23435/55746/27089/29978/5707/440738/10482/9972/55967/7416/2475/60673/2521/8480/5534/84134/71/4686/5719/11047/6396/4704/1537/127602/4731/493869/4707/5713/348995/10762/5714/54205/581/7415/22863/7175/100101267/140775/5688/4724/4705/29979/5903/9883/4722/3799/4728/7133/6390/7280/10121/3181/5603/10381/30849	114
hsa05166	Human T-cell leukemia virus 1 infection	Infectious disease: viral	75/2058	0.000668698275320645	0.00055986872133626	8061/6513/2113/9134/595/7042/1030/5902/1869/2874/1111/6416/991/1437/1019/4792/3689/3932/2648/890/51434/7015/2224/7048/5901/4773/7514/7157/292/5567/3127/8829/701/4790/598/64682/1147/207/51433/8697/55697/1029/4609/4085/7416/545/9184/1387/9700/5534/109/1026/1871/10488/811/898/996/7417/10524/6722/581/29945/7419/9519/90993/9232/331/6929/2005/208/25906/3725/7850/8498/1031	75
hsa00100	Steroid biosynthesis	Lipid metabolism	13/2058	0.000726082473665459	0.000607913734966379	2222/1595/1717/50814/10682/4047/6309/6713/3930/1718/6307/51478/120227	13
hsa00900	Terpenoid backbone biosynthesis	Metabolism of terpenoids and polyketides	14/2058	0.00100370701959862	0.000840355338720518	3156/10269/39/2224/23463/23590/4598/3157/116150/3422/79947/2342/4597/57107	14
hsa03083	Polycomb repressive complex	Chromosome	34/2058	0.00108895908338878	0.000911732768133788	9212/6322/2146/7528/23429/10389/7322/4149/3054/10600/7874/23512/7027/54881/26147/1387/83746/5931/3607/8726/11091/171023/6500/84108/3720/3066/648/84759/23269/121536/23466/404281/51619/84678	34
hsa01200	Carbon metabolism	Global and overview maps	44/2058	0.00115313094429372	0.000965460763309776	5723/3099/2026/5631/230/22934/283871/1743/5214/39/5223/5230/5160/2023/1431/48/7167/4967/5315/2203/5226/5096/226/3419/2653/2806/1737/2821/2746/2805/2597/2027/2271/6120/1738/3421/5162/7086/10873/4199/5213/6390/83440/3098	44
