Description	subcategory	GeneRatio	p.adjust	qvalue	geneID	Count
hsa04664	Fc epsilon RI signaling pathway	Immune system	32/2118	5.52565229898183e-05	3.10100311030377e-05	4067/5606/7410/123745/6655/5603/6300/2534/5321/5880/5881/283748/5608/5290/255189/241/5879/6654/5595/10451/5293/6850/5600/240/2885/10000/1432/1437/5599/5291/5604/8503	32
hsa04550	Signaling pathways regulating pluripotency of stem cells	Cellular community - eukaryotes	55/2118	7.59356942085856e-05	4.26152083378988e-05	6774/8324/3625/2261/6498/91/2260/4088/3397/54361/3718/93/8321/3198/7476/5603/3717/6300/3976/3977/3624/5290/3716/8322/9869/7474/5080/5595/6657/5293/1857/5600/80712/83729/8312/659/4093/2885/2535/10336/10000/3399/1432/658/3720/5291/5604/90/5013/130399/80326/7483/8503/3626/7855	55
hsa05211	Renal cell carcinoma	Cancer: specific types	32/2118	7.73714869728254e-05	4.3420977066503e-05	7422/56924/2889/9915/7039/5058/6655/1026/2034/2549/5290/673/5879/7030/6654/5595/6513/4233/5293/5155/10298/54583/2885/201163/7428/10000/3091/5291/5604/7040/1399/8503	32
hsa04062	Chemokine signaling pathway	Immune system	69/2118	8.68641460385827e-05	4.87482694285994e-05	6364/3576/6372/6374/2919/2921/56477/2185/6774/5330/2920/4792/58191/112/2770/4067/6773/6714/54331/3718/7410/5058/3551/6655/3717/6772/5880/5881/5290/673/6376/2309/25759/5879/59345/6373/5580/6654/5595/10451/2776/5293/10681/2885/2826/10235/6375/53358/10000/5747/113/196883/6361/399694/23236/408/2792/5970/643/7074/10344/5291/5604/6777/4790/6464/1399/2783/8503	69
hsa04810	Regulation of actin cytoskeleton	Cell motility	80/2118	8.68641460385827e-05	4.87482694285994e-05	3678/2261/3696/2260/56924/3694/85477/2335/6714/2934/7410/50649/5500/5058/1902/8976/6655/54961/727/3672/3687/5880/57121/5881/2245/5217/5290/673/3689/79784/10627/2768/3683/80310/3685/89846/5879/6654/6237/5595/10451/3693/10092/10398/5293/5155/3691/3675/28964/200576/6548/1950/9965/10298/10163/1730/79837/8822/10152/3688/23365/103910/4636/10000/5747/733/624/3674/3676/653857/10672/7074/22808/85464/5291/5604/1399/8394/8874/8503	80
hsa04928	Parathyroid hormone synthesis, secretion and action	Endocrine system	46/2118	9.04209306240597e-05	5.07443414695922e-05	1591/6446/4324/5330/10568/5337/112/64764/2260/2770/4041/4322/4323/2353/9826/4209/65268/6256/1026/6667/1594/3710/3727/673/860/2768/2625/65266/5595/2776/5143/4929/113/196883/142680/8521/65125/23236/408/10672/5582/5604/3709/148327/5144/27347	46
hsa04710	Circadian rhythm	Environmental adaptation	19/2118	0.000129769610080106	7.28268705136347e-05	5187/5562/1628/8553/5564/4862/6097/9572/6095/1453/8864/5563/1454/79365/9975/5565/4783/1408/8945	19
hsa04060	Cytokine-cytokine receptor interaction	Signaling molecules and interaction	97/2118	0.000162644310386104	9.12761942103115e-05	6364/3576/6372/6374/3552/2919/3553/2921/9518/7133/650/51561/56477/2920/3455/3588/3625/3569/9180/58191/8743/91/3566/8795/53833/1440/3556/3554/10148/93/3459/958/651/1435/768211/8718/94/27189/7132/29949/284340/3976/3601/3977/56300/3624/27242/8793/8794/3561/3460/8797/6376/3574/3575/4804/10673/1896/3604/6373/2057/10913/8784/8740/355/58985/26525/3594/23765/83729/8764/1438/4055/659/3454/3560/2826/132014/6375/3623/84957/658/84818/6361/8771/3590/1437/51554/55504/643/10344/90/7040/3587/130399/4982/3626	97
hsa04137	Mitophagy - animal	Transport and catabolism	42/2118	0.000198653209783164	0.000111484434430109	23710/4077/664/10133/8408/6714/7942/29110/6667/9451/23770/79671/57154/79065/10241/5869/2309/84749/7030/55626/285973/6237/8878/79735/25820/64786/55288/7157/11337/5868/65018/3091/665/5599/81631/5970/7186/22808/11345/10075/51622/22879	42
hsa04012	ErbB signaling pathway	Signal transduction	36/2118	0.000221887944634341	0.000124523797231467	6776/868/56924/6714/4690/2065/7039/5058/6655/1026/1027/2549/5290/673/25759/6654/5595/5293/2069/1950/10298/2885/53358/10000/5747/399694/5599/8440/5582/2064/5291/5604/6777/6464/1399/8503	36
hsa04666	Fc gamma R-mediated phagocytosis	Immune system	40/2118	0.000223395914814929	0.000125370072018086	5337/4067/8853/85477/2934/7410/5058/123745/10810/7408/5321/5880/3636/283748/55616/5290/255189/8398/1785/5879/5580/5595/10451/4082/10092/5293/274/6850/10163/4651/2212/10000/8877/653857/5582/5291/5604/1399/8394/8503	40
hsa05212	Pancreatic cancer	Cancer: specific types	33/2118	0.000252873583329078	0.000141912977145091	6774/5900/7422/5337/4088/7039/3551/1026/6772/5880/842/5881/5290/673/3716/1647/5879/5595/5293/578/1950/7157/10000/5899/1643/5599/5970/2064/5291/5604/7040/4790/8503	33
hsa00564	Glycerophospholipid metabolism	Lipid metabolism	41/2118	0.000263310199925153	0.000147770019675878	56261/5337/142891/10555/9663/9926/10390/1606/23761/9489/56894/123745/43/23646/254531/154141/5321/64600/1609/283748/255189/51365/8398/64900/55224/55500/375775/3931/56994/56985/79143/259230/8526/23659/151056/150763/10423/1608/1120/1607/10434	41
hsa05221	Acute myeloid leukemia	Cancer: specific types	30/2118	0.000277799791476124	0.000155901596915161	597/6774/3815/6776/1848/5292/5371/3551/6655/83439/8864/1050/929/5290/673/3728/6934/6654/5595/5293/2885/11040/10000/1437/5970/5291/5604/6777/4790/8503	30
hsa04070	Phosphatidylinositol signaling system	Signal transduction	39/2118	0.000388778671229602	0.000218183085628626	5330/5287/1606/9110/8897/3710/56623/1609/3636/80271/5290/3628/3612/4952/3707/253430/5293/55361/200576/5333/117283/79837/3633/51196/8526/10423/5728/23236/51447/5582/5291/8867/5286/3709/1608/1607/8394/8503/3632	39
hsa05140	Leishmaniasis	Infectious disease: parasitic	33/2118	0.000440432365888934	0.000247171204882308	718/3552/3553/5743/4792/2353/3459/5777/5603/3717/6300/6772/3123/1535/3460/3689/3716/5595/4843/5600/51135/3688/2212/6885/1432/3676/5970/7040/4790/23118/3117/10454/7189	33
hsa04659	Th17 cell differentiation	Immune system	42/2118	0.000489997222934661	0.000274987065805892	3553/51561/6774/4792/6776/3569/3566/4794/3556/4088/196/3554/10148/3718/2353/6097/3459/6256/3551/5603/3717/6300/6772/6095/3123/3561/3460/6778/3716/2625/5595/5600/3594/3560/3091/1432/5599/5970/6777/7040/4790/3117	42
hsa05142	Chagas disease	Infectious disease: parasitic	40/2118	0.000573673869562801	0.000321946506504226	718/3576/3553/5522/5330/4792/3569/2770/2353/3459/3551/5603/7132/6300/3460/1636/2769/5290/5595/2776/5293/4843/355/5600/51135/10333/841/5520/10000/1432/624/5599/23236/5970/5291/7040/4790/811/8503/7189	40
hsa05224	Breast cancer	Cancer: specific types	53/2118	0.000627542162154809	0.000352177460939298	3815/8324/4791/2260/4041/54567/4851/54361/2353/4853/8321/8202/7476/6655/1026/6667/83439/8648/5290/673/1647/8322/25759/7474/6934/10023/6654/5595/3280/5293/1857/578/1950/9965/7157/8312/8822/2885/23401/2535/53358/10000/1643/5728/399694/2064/5291/5604/6464/80326/7483/8503/7855	53
hsa04330	Notch signaling pathway	Signal transduction	27/2118	0.000775962224895839	0.000435470989248385	54567/23220/4851/4853/5663/5986/6868/113878/84441/7090/23385/3280/3516/1840/151636/1857/4242/8650/83737/9612/83464/3955/9541/55851/55534/7091/6310	27
hsa04622	RIG-I-like receptor signaling pathway	Immune system	30/2118	0.000893809969175049	0.000501607293485163	3576/9636/4792/843/9641/64135/79132/57169/29110/9755/3551/3665/5603/6300/79671/10010/4214/103/55593/64343/5600/841/6885/26007/1432/5599/5970/7186/4790/7189	30
hsa05202	Transcriptional misregulation in cancer	Cancer: overview	67/2118	0.00102232630141297	0.000573730822876991	3576/330/1051/64332/597/3486/604/6692/1848/3569/5966/2120/7113/1649/4193/9915/26471/2118/5371/2530/958/6256/85414/1026/2119/6667/51513/8842/8864/1027/1050/929/2115/5218/3206/8938/860/3728/4291/4804/1647/3207/7030/7849/329/4233/2005/578/26039/5327/51274/4299/6495/2308/4094/7157/221037/3560/4318/1643/5747/4300/904/1437/7403/5970/4790	67
hsa01522	Endocrine resistance	Drug resistance: antineoplastic	38/2118	0.00102895801956814	0.000577452551555001	112/54567/6714/4193/4851/2353/4853/8202/6655/1026/5603/6667/638/6300/1027/5290/673/25759/6654/5595/5293/5600/7157/2885/4318/53358/10000/5747/1432/113/196883/399694/5599/2064/5291/5604/6464/8503	38
hsa04750	Inflammatory mediator regulation of TRP channels	Sensory system	38/2118	0.00102895801956814	0.000577452551555001	3553/5330/112/5606/3556/6714/3554/5500/59341/123745/5603/6300/3710/5321/283748/5608/5290/41/255189/5029/8398/5580/2776/5293/51393/5600/1432/113/196883/239/624/5599/23236/5582/5291/3269/3709/8503	38
hsa05215	Prostate cancer	Cancer: specific types	40/2118	0.00107484723662267	0.00060320563863247	6692/4792/64764/2260/7113/7184/4193/4824/7039/3551/6655/1026/2119/83439/1027/842/5290/673/80310/6934/6654/5595/5293/5155/5327/1950/2308/7157/2885/4318/10000/5728/5970/2064/5291/5604/4790/148327/2911/8503	40
hsa05223	Non-small cell lung cancer	Cancer: specific types	30/2118	0.00112280373070326	0.000630118884210839	6774/6776/3718/7039/83593/6256/6655/1026/842/5290/673/2309/1647/6654/5595/4233/5293/578/1950/7157/2885/10000/2272/1643/5582/2064/5291/5604/6777/8503	30
hsa04650	Natural killer cell mediated cytotoxicity	Immune system	48/2118	0.00114171131718454	0.000640729845833884	3383/2185/3455/8743/8795/637/3105/7410/3459/5777/5058/6655/3106/2534/5880/6452/5881/3460/8797/5290/673/3689/3683/3107/80328/25759/5879/6654/5595/10451/5293/6850/80329/355/7462/3454/2885/53358/3133/399694/1437/353091/135250/5582/5291/5604/6464/8503	48
hsa05235	PD-L1 expression and PD-1 checkpoint pathway in cancer	Cancer: overview	35/2118	0.00127037660508827	0.000712936969335142	10125/6774/4792/4794/5606/116071/2353/3459/5777/3551/5603/3717/6300/6772/29126/3460/5608/5290/3716/55509/5595/5293/5600/1950/10538/10000/3091/1432/5728/5970/5291/5604/4790/8503/7189	35
hsa05220	Chronic myeloid leukemia	Cancer: specific types	31/2118	0.00133380339515871	0.00074853216473339	4792/6776/4088/4193/3551/6655/1026/1027/5290/673/1647/25759/6654/5595/5293/578/7157/2885/53358/10000/1643/399694/5970/5291/5604/6777/7040/4790/6464/1399/8503	31
hsa05210	Colorectal cancer	Cancer: specific types	34/2118	0.00134998789454303	0.000757614926408195	5900/27113/4088/2353/7039/6655/1026/83439/5880/842/5881/5290/673/1647/6934/5879/6654/5595/5293/578/2069/10018/1950/7157/8312/2885/10000/5899/1643/5599/5291/5604/7040/8503	34
hsa04141	Protein processing in endoplasmic reticulum	Folding, sorting and degradation	58/2118	0.00142078794946481	0.00079734800743513	10970/9695/9871/27248/4217/7494/9601/5034/51360/1649/7184/26270/11253/2081/55741/10956/9632/201595/3309/2923/9451/4780/84447/10802/10130/80267/6185/3300/10525/5611/823/7841/80331/57134/6238/9709/79139/578/1650/23471/7991/25956/51465/23645/6745/23190/23480/26232/5599/7186/7466/10484/811/55432/58505/3998/22872/23193	58
hsa00600	Sphingolipid metabolism	Lipid metabolism	24/2118	0.00146406469741002	0.000821634973519954	2581/130367/142891/9334/55331/5660/3073/81537/79603/410/427/2720/91012/55304/9514/10715/6609/7357/259230/8877/29956/2583/123099/57704	24
hsa05120	Epithelial cell signaling in Helicobacter pylori infection	Infectious disease: bacterial	29/2118	0.00146691725699032	0.000823235833590806	3576/2919/2921/2920/4792/10312/4067/6714/5058/3551/5603/6300/102/6868/10392/5879/535/245973/4233/28964/5600/51606/1432/533/5599/50848/5970/537/4790	29
hsa04218	Cellular senescence	Cell growth and death	54/2118	0.00146691725699032	0.000823235833590806	3576/3552/3486/3569/4776/5606/4088/4193/3105/5500/83593/59341/896/7248/1026/5603/5934/6300/3710/3106/10758/5608/823/5290/2309/1647/3107/677/90550/6237/8878/5595/204851/5293/5600/2308/7157/5883/8945/11200/10000/1875/1432/5728/3133/776/5970/22808/5291/5604/7040/4790/3709/8503	54
hsa04662	B cell receptor signaling pathway	Immune system	35/2118	0.00150029660518243	0.000841968366324129	8519/118788/4792/4067/4794/27071/2353/7410/84433/5777/3551/6655/933/29760/55024/975/5880/3636/5881/5290/25780/5879/6654/5595/10451/5293/6850/2885/10000/5970/5291/5604/4790/971/8503	35
