logCPM	PValue	FDR	log2FoldChange
GPR87	4.35074979897996	1.22528642123781e-07	4.89685396368596e-07	-0.6679
CNTLN	3.85978530372526	1.24528399380197e-07	4.97242007673856e-07	-0.9396
CEP83	4.70882367564963	1.24708893161461e-07	4.97853827587062e-07	-0.6234
ZBTB11-AS1	1.79167545764539	1.24989872490626e-07	4.98866443416895e-07	-1.7068
PCDHGA11	0.490288945445262	1.25030836292821e-07	4.98920862811308e-07	-2.7155
TIFA	3.60102192820838	1.26050939102592e-07	5.02881543762439e-07	-0.8906
BYSL	4.80518698715273	1.26402127994514e-07	5.04172437987296e-07	-0.6107
LARP1B	5.44154645449601	1.27642629516336e-07	5.08897978696273e-07	-0.5901
LAGE3	4.1957169290161	1.29564104860505e-07	5.16220492870663e-07	-0.7975
SPC24	4.4890422274802	1.30299426102837e-07	5.18905366418801e-07	-0.691
STAM	4.41996162758323	1.30323241949507e-07	5.18905366418801e-07	-0.7323
RPL35	10.6903559200738	1.32190489586553e-07	5.25995984719294e-07	-0.5923
STAMBPL1	3.54884379162493	1.32481097637074e-07	5.27037463164615e-07	-0.8187
CDT1	5.17675377868486	1.36787120535875e-07	5.43457164853739e-07	-0.5474
MIPEP	3.87335959893101	1.36892254852134e-07	5.43756528411785e-07	-0.7964
AGGF1	5.5297886146007	1.3765421039066e-07	5.46664186402412e-07	-0.529
CPNE3	6.07010747175055	1.39369388871678e-07	5.52994471471715e-07	-0.5345
TTC5	4.50498697377549	1.41801996313577e-07	5.62402182207399e-07	-0.7315
EXOSC1	4.46040435609497	1.44174954223288e-07	5.71689392767235e-07	-0.7071
GZF1	4.74043730019093	1.45308044874055e-07	5.76057256725459e-07	-0.612
SART1	6.77798609261742	1.46331215299158e-07	5.79987552431923e-07	-0.8279
ACP1	7.43404555527894	1.50149444945255e-07	5.94604830134615e-07	-0.5049
FUBP1	8.08061132646287	1.50568621111923e-07	5.96135490570216e-07	-0.5711
ZNF708	3.83394505340286	1.56554904996308e-07	6.18896999916112e-07	-0.7676
G6PD	6.53520839257096	1.56987499796806e-07	6.20472785514288e-07	-0.5192
COA4	6.1526158147938	1.57898198853679e-07	6.23802103067033e-07	-0.5179
TGM5	0.454586279543313	1.60524980801804e-07	6.33905267038231e-07	-2.4275
SMARCA4	7.7044041238733	1.66760231693195e-07	6.5795867512232e-07	-0.643
PPP1R13B	5.25732413895686	1.69697570438741e-07	6.69114221583079e-07	-0.7163
URM1	5.38128598131842	1.70444485109987e-07	6.71914169762022e-07	-0.7101
S100A10	8.96096883663428	1.72372119013566e-07	6.78926732408124e-07	-0.6049
RPL23AP53	3.01085867757083	1.7536223600263e-07	6.90108424329385e-07	-1.0273
ASF1A	4.46325084458663	1.75918499233265e-07	6.92148302155708e-07	-0.6642
DGUOK-AS1	0.419744392871842	1.77353548763493e-07	6.97644125452776e-07	-2.2701
NREP	3.28861183220388	1.77994920076622e-07	6.99826392626974e-07	-0.933
PCDHB14	2.96117522558434	1.8007556215339e-07	7.07741542017714e-07	-0.9929
GXYLT1	5.51702064641554	1.80198075311744e-07	7.07918240346719e-07	-0.5476
UFC1	5.99627988051429	1.82505979933157e-07	7.16830716363968e-07	-0.5345
BAZ1A	8.04422200048555	1.83406429986104e-07	7.20212472752489e-07	-0.5988
STC2	7.02017374070396	1.85504838985479e-07	7.28139398090498e-07	-0.4922
LINC01094	-0.717223830391715	1.87236627661228e-07	7.3462107770973e-07	-4.0294
LYST	5.29346459237868	1.87840833365524e-07	7.36833316270094e-07	-0.6099
SNX2	6.53410995199539	1.8976920951153e-07	7.44237741964014e-07	-0.5348
RGS5	2.31183379332967	1.91376369946189e-07	7.50379512400691e-07	-1.2084
TJP1	3.52654941930043	1.91573294324714e-07	7.50829124343492e-07	-0.8286
CCDC109B	4.21740512358464	1.94423909182298e-07	7.61674439062667e-07	-0.7169
PRPF40A	8.25564833792614	1.98269639416445e-07	7.76407236633768e-07	-0.5381
FANCG	4.28398666703934	2.01475645289527e-07	7.88623366296229e-07	-0.6657
UROS	4.40203728712571	2.05421363025472e-07	8.03723189754183e-07	-0.6514
KHDRBS3	3.59008774473308	2.06339498883138e-07	8.07142466597506e-07	-0.8314
FUBP3	7.16694245294164	2.06481954109615e-07	8.07353727613006e-07	-0.5338
HMGN5	4.82488385264695	2.0689039608375e-07	8.08777531243026e-07	-0.9825
MSTO1	4.36346608837833	2.07472443125558e-07	8.10705676733772e-07	-0.9359
MYH10	7.15851181317298	2.08550982329272e-07	8.1449979012121e-07	-0.5359
DAP3	7.16933379106762	2.0857726330065e-07	8.1449979012121e-07	-0.5087
VSIG1	3.5097862575809	2.12693651099898e-07	8.30219220543027e-07	-0.8662
ICK	4.78154993328004	2.1477990379036e-07	8.3818339538196e-07	-0.7117
CD320	5.61018037525545	2.14936010138749e-07	8.38613336416544e-07	-0.5603
GTF2H2B	2.91737583238961	2.16485942519338e-07	8.44480206545521e-07	-1.2271
ACAA1	4.88042787349338	2.1763375819073e-07	8.48413813694206e-07	-0.593
TFB2M	5.14853995407456	2.2560565804756e-07	8.78740536231333e-07	-0.5499
MKKS	5.4383148614489	2.27350180017166e-07	8.85157791937168e-07	-0.5416
LOC101928794	1.17213560015373	2.30352109225282e-07	8.96271974854379e-07	-1.907
ARF6	7.76828497633011	2.32041410147081e-07	9.02460158424608e-07	-0.4896
UQCRHL	4.89068637091464	2.3393302853396e-07	9.09235973795183e-07	-0.6877
PPIL1	5.61033296784855	2.36988085020367e-07	9.20522229815282e-07	-0.5405
TADA2A	2.68155092792545	2.38959323721445e-07	9.2798158133561e-07	-1.6252
BAX	4.78982994016615	2.40645139056352e-07	9.34329574354053e-07	-0.7201
PCDHB2	3.28416433648469	2.43782051875401e-07	9.46106534659294e-07	-0.8773
POLR2D	5.77635796993065	2.44812878603905e-07	9.49703338672522e-07	-0.6854
LRRIQ1	1.30669446438901	2.46294316319228e-07	9.55247299495184e-07	-2.0909
ORMDL2	5.22232883673855	2.46680912409767e-07	9.56543487033285e-07	-0.5547
ARL4A	4.30459980012406	2.51418027356982e-07	9.7449840922061e-07	-0.686
BHLHB9	3.6283997700777	2.52639222897324e-07	9.78608456018152e-07	-0.8259
ZCCHC17	5.34044687835045	2.53389751916636e-07	9.81307448237188e-07	-0.6494
GEMIN4	5.89607264739358	2.53963740094477e-07	9.82904820683649e-07	-0.5822
RAB38	4.30906539148977	2.60450750749144e-07	1.00758400205051e-06	-0.6592
UBE2V2	6.56231210426639	2.60599271711379e-07	1.00773147730628e-06	-0.5152
APOA1BP	5.82182861019812	2.61368604927068e-07	1.01049242938343e-06	-0.5475
SLC25A32	4.72449554612237	2.62251935368769e-07	1.01369285032654e-06	-0.669
C11orf58	7.17731254190075	2.64041440444554e-07	1.01994386717701e-06	-0.5015
MRPL36	4.92147373962015	2.65610153439557e-07	1.02515411441703e-06	-0.5942
AP1G1	7.44717319058348	2.69324268998654e-07	1.03926946836598e-06	-0.4978
SAR1B	5.64724641074738	2.72927852219811e-07	1.05228529464094e-06	-0.6448
MND1	4.46369456119729	2.77084420692422e-07	1.0669591192071e-06	-0.6882
CAPN2	9.47368123385158	2.79091436879296e-07	1.07446083333371e-06	-0.5173
ZNF551	4.30506410718567	2.86354179421656e-07	1.10195655554843e-06	-0.7093
RIC8A	5.74904242122978	2.89693042260945e-07	1.11433547819549e-06	-0.4962
PSMA3	7.6946788307882	2.90696961592243e-07	1.11796160329218e-06	-0.7011
MCOLN1	2.83413744608719	2.91506272887512e-07	1.12060191994829e-06	-1.1496
GALNT1	5.59179741128901	2.93691958838231e-07	1.12876640011595e-06	-0.518
SETD7	6.87685375500767	3.0407303294698e-07	1.16694498412446e-06	-0.4972
DIDO1	6.50622334089886	3.04704017640778e-07	1.16891425578895e-06	-0.4803
B3GNT6	1.17201462461554	3.05263106841265e-07	1.17077379800297e-06	-1.6957
DNA2	4.7495172514826	3.06493648282934e-07	1.1749995890494e-06	-0.6097
LSM7	5.99096895675605	3.08958212530452e-07	1.18370223042097e-06	-1.2224
KIF1C	7.67133091354136	3.14214224266784e-07	1.20358683974285e-06	-0.5606
CTNNAL1	7.52320328290583	3.15588954156728e-07	1.20859910784251e-06	-0.5057
NUBPL	4.50561156787727	3.18714362148168e-07	1.22031237319148e-06	-0.7039
MSH6	6.82905045759704	3.26406079746702e-07	1.24897702616973e-06	-0.5074
ARHGDIA	7.0344333180813	3.28053516317597e-07	1.25449203893885e-06	-0.5149
NCAPD3	6.66894710364719	3.33668947430924e-07	1.27543138699727e-06	-0.4934
TRIM28	8.19991640657333	3.37515522895558e-07	1.28986464014681e-06	-0.5136
CCT5	9.20019314684682	3.40653948379843e-07	1.30131376472534e-06	-0.527
KRT10	4.80597730507516	3.4835008203813e-07	1.32904474350849e-06	-0.6385
ANXA1	9.97377345317913	3.52241927068413e-07	1.34333165250907e-06	-0.5414
ESYT2	8.11376554604374	3.5367779818123e-07	1.34852587376703e-06	-0.5191
ACTG1	11.4770271854931	3.56525150773424e-07	1.35853123617609e-06	-0.6125
UFSP2	4.19994244167834	3.58929561789306e-07	1.36712248696548e-06	-0.7309
METAP1	6.8779428361563	3.70350302177366e-07	1.40944655337711e-06	-0.497
ATP6V1D	6.13745555421095	3.73677355625379e-07	1.42181196421362e-06	-0.5102
ACIN1	8.09847418361186	3.75209015092045e-07	1.42674771495946e-06	-0.602
GMPR2	5.65791888774147	3.76787558527026e-07	1.43245182600362e-06	-0.5862
MAP7D3	5.94735466932789	3.79649356181987e-07	1.44303115687245e-06	-0.6506
SHMT1	5.87505807067954	3.86218573110575e-07	1.46738944239473e-06	-0.5271
DEPDC1-AS1	-0.16881902500288	3.89398325809374e-07	1.47911512818753e-06	-3.742
EOMES	-1.02183421937306	3.89466828505558e-07	1.47911512818753e-06	-6.7158
RIPK1	4.56508495773838	3.89830021015777e-07	1.47987874062467e-06	-0.6154
MRPL48	4.90400133268209	3.92216742317855e-07	1.48862969807791e-06	-0.6407
ZNF107	6.27154733710081	3.92877045003807e-07	1.49082588517761e-06	-0.5112
ALG1	3.27791877264396	3.93472547914702e-07	1.49277531893824e-06	-0.8893
SLC4A2	6.67020050666305	3.9502989786157e-07	1.49806103351907e-06	-0.5124
NRD1	8.15823099020451	3.95850443749795e-07	1.50086099711241e-06	-0.5314
NAA35	5.98527762198064	4.0115252120068e-07	1.51970127143383e-06	-0.4873
NFATC3	5.48913769714669	4.08505578821401e-07	1.54627365684501e-06	-0.5042
JPX	3.26489265355081	4.11449257563145e-07	1.55709321021409e-06	-0.8642
ELMOD2	5.06717301308085	4.14600283187948e-07	1.5686928020475e-06	-0.5609
PIN4	6.05650950127615	4.19310732207472e-07	1.58618664052623e-06	-0.5414
LOC105369146	-1.07071617946738	4.31350321726174e-07	1.63037918704618e-06	-6.6529
ZNF347	4.31659128433763	4.39055081743258e-07	1.65881406711608e-06	-0.6751
USP16	5.86373622335383	4.39736062892525e-07	1.66065115123561e-06	-0.4928
SLC10A3	4.10075780989441	4.436065096422e-07	1.67462374690405e-06	-0.715
FAM122A	4.36437400383421	4.46171224536562e-07	1.6836093168953e-06	-0.7074
EIF4G1	9.37286546312337	4.51097981158561e-07	1.7015927306332e-06	-0.5408
ATG12	5.40207134849111	4.61095483334413e-07	1.73812908192299e-06	-0.5473
RPS25	9.71752509352076	4.63993992061792e-07	1.74869412037161e-06	-0.5792
ZIK1	4.73179698358403	4.64815424237369e-07	1.75142835601185e-06	-0.6524
ARPC1A	7.56313724715822	4.68617180939343e-07	1.76502481023904e-06	-0.509
NUFIP1	3.97030984287181	4.71052400081735e-07	1.77383098512627e-06	-0.751
ESF1	6.50288551654819	4.7230794158015e-07	1.77747898851728e-06	-0.5172
ARMC1	5.4405948786107	4.72313243497882e-07	1.77747898851728e-06	-0.5412
LOC101928020	0.287113234521203	4.72736542945965e-07	1.7787053437802e-06	-2.1996
POLD2	6.77620212630759	4.81879687530296e-07	1.81236002792606e-06	-0.6001
NAA30	5.44886798339915	4.84374299465327e-07	1.82136708775263e-06	-0.4986
STXBP5	4.39057776134371	4.88336613994651e-07	1.8351324053286e-06	-0.6568
NOVA1	2.45147696022997	4.95151278156768e-07	1.85997566543826e-06	-1.1558
PAWR	7.49297832880503	5.02981256074672e-07	1.88783425388553e-06	-0.4771
APLN	-0.641549704770114	5.03092130503009e-07	1.88786226813215e-06	-3.556
RANGAP1	6.74817379890842	5.05083253331266e-07	1.89416595579614e-06	-0.5037
PCYT2	3.4592768369453	5.06256529351797e-07	1.89817605254598e-06	-0.8095
RFX2	2.55933881668836	5.0756715171795e-07	1.90269936791846e-06	-1.0627
DBNL	6.04118044799102	5.11552392356368e-07	1.91685149319743e-06	-0.6425
ATAD2	6.85837841608541	5.12875417363408e-07	1.92141465614331e-06	-0.4741
COX5A	6.33962980674734	5.1306856228165e-07	1.92174388038855e-06	-0.4985
NUP43	5.87679153329995	5.19431873895962e-07	1.9439984550478e-06	-0.5702
NFS1	5.49004907323757	5.19436046435318e-07	1.9439984550478e-06	-0.5092
SRP9	7.62833038998173	5.19714852351835e-07	1.94464323519883e-06	-0.58
NIPAL1	4.87535184341637	5.35565492528882e-07	2.00231079901849e-06	-0.5561
RUSC1	4.38630942614107	5.54479719205267e-07	2.07090461411853e-06	-0.634
ITPA	5.52710222229409	5.62309533994222e-07	2.09843067305775e-06	-0.5214
CCNJL	2.93814197654456	5.62657867836546e-07	2.09930145825138e-06	-0.9458
MTMR2	6.16701800805615	5.66425056004407e-07	2.11249352858354e-06	-0.5374
PDCL3	5.23259045373549	5.67333916996731e-07	2.11509531710687e-06	-0.6531
NUP107	6.97715471933753	5.67354391316409e-07	2.11509531710687e-06	-0.5104
FAM208B	6.20892036947812	5.71033409434076e-07	2.12837605606952e-06	-0.5141
PLRG1	6.32302325063387	5.81380350687919e-07	2.1651733337737e-06	-0.5185
LPCAT2	-0.798120221815585	5.84338861992519e-07	2.17530388754801e-06	-3.9193
LOXL3	1.71571262985283	5.8903459720693e-07	2.19144397933762e-06	-1.3957
USP38	4.77153605372092	5.90121134214282e-07	2.19416027449137e-06	-0.5641
DCTN4	5.69533586460018	5.90125271020632e-07	2.19416027449137e-06	-0.4958
CCT8	8.51005137064692	5.92456986611832e-07	2.20229334262324e-06	-0.5237
SH3BP4	5.32844409839424	5.95141868059429e-07	2.21146141731996e-06	-0.5007
CEP135	3.96921933769953	5.96397236850295e-07	2.21567520470879e-06	-0.7211
DLD	7.05749306508744	6.05402111611111e-07	2.24684304728043e-06	-0.4953
PIF1	3.53561344421984	6.09198084224753e-07	2.26047159057055e-06	-0.8037
PMM2	5.42373734947628	6.1023613706506e-07	2.26340327473786e-06	-0.585
VPS33A	5.17230785107874	6.11806758707999e-07	2.26876786247679e-06	-0.5692
DTNBP1	3.05975750204048	6.1625174701143e-07	2.28293260824689e-06	-0.9536
SPRED2	5.73144237174996	6.21598273510528e-07	2.30180488462641e-06	-0.5244
GPHN	4.85603896448424	6.21832259555627e-07	2.30220436634507e-06	-0.5638
WDR34	5.54628219084743	6.33728421957403e-07	2.34529618310447e-06	-0.5408
CMTM4	6.86246197989646	6.39973659040938e-07	2.36792847982395e-06	-0.5187
BLM	4.53280966676794	6.55031764961634e-07	2.42315296882261e-06	-0.6145
UQCRFS1	5.8027086510396	6.55703644871596e-07	2.42514703014098e-06	-0.593
CADM1	3.99150861848673	6.60839743911221e-07	2.44315317230523e-06	-0.7202
LRRC8C	3.56258028932472	6.62495389475176e-07	2.44877826083394e-06	-0.8946
IL6R	5.2833858232193	6.63340737382256e-07	2.45140657928147e-06	-0.5188
RPS24	10.1142767058658	6.79810398857432e-07	2.51074623539172e-06	-0.5591
BTBD6	4.51124861178804	6.82201722439617e-07	2.51855907883876e-06	-0.6617
LINC00987	2.38658995760806	6.85429862606015e-07	2.52894251651888e-06	-1.1296
BICD1	4.72896022276299	6.92754681013552e-07	2.55493524375422e-06	-0.6588
SEC23IP	6.08527829926873	7.0386164272493e-07	2.59485019175814e-06	-0.4999
TRA2A	6.76960558004222	7.05163060237905e-07	2.59912312289586e-06	-0.4787
XPO5	6.14269746035675	7.1152150634066e-07	2.62202999995056e-06	-0.4792
CCDC112	3.58144346429392	7.17593416142879e-07	2.64333845946416e-06	-0.8244
KIAA1468	5.2901667773698	7.1903669067656e-07	2.64812060217698e-06	-0.5365
INO80C	3.20075104555454	7.40161338935906e-07	2.72317319702013e-06	-0.8702
WDR41	3.94134182634534	7.53718799828882e-07	2.77081965559325e-06	-0.7502
ADRM1	6.76548463390574	7.60271098296438e-07	2.79378203915052e-06	-0.4834
ARPP19	7.31540082353357	7.65005951908846e-07	2.80948474311967e-06	-0.4854
MYH3	2.106525510705	7.66506582292545e-07	2.81442963924632e-06	-1.2219
MON1A	2.62238129145712	7.73968426696224e-07	2.84011409000327e-06	-1.0213
NRF1	3.79696405520291	7.80620665286557e-07	2.86394912891306e-06	-0.7202
SNAPIN	4.65476044871878	7.99497579513033e-07	2.93084895815059e-06	-0.6679
NDUFS6	7.44019255032481	8.10448200546015e-07	2.96920376262654e-06	-0.6229
HNRNPDL	8.41887174219833	8.18379814059917e-07	2.99585760687344e-06	-0.4878
NABP2	4.68410650129007	8.24792307415367e-07	3.01812154022348e-06	-0.6081
COG4	6.11410516426786	8.31846989520344e-07	3.04271661804917e-06	-0.5212
DSG1-AS1	-1.12163192481417	8.34733870028061e-07	3.05266456955775e-06	-6.5835
STK31	3.4240969516217	8.39671196317247e-07	3.07010561986134e-06	-0.8092
GLMN	4.91393323461952	8.47347548068655e-07	3.09693229980808e-06	-0.6667
MRFAP1	8.54620563950248	8.51353950428096e-07	3.11095230564758e-06	-0.4779
EXOSC8	5.43559019779548	8.63840005875212e-07	3.15405262945157e-06	-0.5344
ZNF121	4.18573808025948	8.66971633733548e-07	3.16485385831627e-06	-0.7087
AAR2	4.86065458335861	8.69803231242811e-07	3.17273449744878e-06	-0.5567
LINC00665	3.70638740526114	8.75683608265964e-07	3.19346383390001e-06	-0.822
EIF5A	10.0089187614657	8.79821243344021e-07	3.20791224655251e-06	-0.6786
ZNF300	4.44675502927665	8.91879420533146e-07	3.25057909787445e-06	-0.6317
SSR3	7.51920675715832	8.93101691866058e-07	3.25438412908318e-06	-0.4897
TONSL	4.86731454079721	9.02636625322542e-07	3.28716022978024e-06	-0.646
UNC13B	4.31801741098976	9.07101228317007e-07	3.30276027605809e-06	-0.63
ING2	4.34196683583798	9.08354117592417e-07	3.30600334345438e-06	-0.6347
ATP5H	6.89358014490506	9.5186244404887e-07	3.45814940866789e-06	-0.459
TOX4	6.33642340241273	9.52734816020847e-07	3.46063008381945e-06	-0.4827
FAM114A2	3.77078839005229	9.56616902606718e-07	3.47403981977088e-06	-0.8069
PSMD13	6.11069399648244	9.57276910767391e-07	3.47574528300905e-06	-0.5083
CSTF2	5.8555704645999	9.58596461121339e-07	3.47915248394258e-06	-0.5235
LINC01128	2.21436266500686	9.62888130268358e-07	3.49403412963211e-06	-1.1622
KPNA1	6.72726365885275	9.65879561330733e-07	3.50349637823443e-06	-0.4781
MIS18BP1	6.86237903603642	9.84020209328898e-07	3.56646276384919e-06	-0.4744
CRCP	5.89083765639327	9.87275905191785e-07	3.57755238689584e-06	-0.4747
LSM1	4.93344009367881	9.93229847601354e-07	3.59841319662836e-06	-0.5461
ANKRD13C	6.82034167345068	9.95655678101592e-07	3.60648612290132e-06	-0.4761
SLC38A7	4.50782072661158	9.97303987305697e-07	3.61174005004023e-06	-0.6615
TSHZ1	2.67916202530925	1.000251188319e-06	3.62169490161676e-06	-0.9891
ARHGDIB	8.04211752975377	1.00397109720972e-06	3.63372251202629e-06	-0.4669
TOM1L1	5.42203332106013	1.00510451342387e-06	3.63638287694534e-06	-0.5061
NID2	-0.401771604923502	1.00912828498383e-06	3.64949405124106e-06	-3.1084
C9orf156	2.98308350509151	1.00969459854915e-06	3.65022006931588e-06	-1.0075
THOC1	5.33823223062788	1.0097289302172e-06	3.65022006931588e-06	-0.571
IVL	-0.340387870452887	1.03738745409667e-06	3.74575659849462e-06	-3.5214
RPL9	9.98978252745866	1.06656055930394e-06	3.8472889884712e-06	-0.8405
NDUFA12	6.6514532359634	1.08683971253652e-06	3.91966530858686e-06	-0.4693
KRR1	5.25716325253122	1.131776378933e-06	4.0785056403081e-06	-0.6085
ZC3H7A	5.99928983728589	1.13429860857823e-06	4.08517565559364e-06	-0.4844
CHCHD7	5.58841928306745	1.18638122658715e-06	4.26769963991627e-06	-0.4879
RAD54L	5.31316016585491	1.19747270840236e-06	4.30674975661811e-06	-0.5258
C6orf52	1.13974658233291	1.20119626695925e-06	4.3184401436802e-06	-1.7053
AK1	5.08792822977903	1.20930717888617e-06	4.34588816097359e-06	-0.7117
MORN2	4.49160772393795	1.2192894479122e-06	4.3783139577272e-06	-0.6647
SCAMP4	4.50458921669965	1.22357187917499e-06	4.39196386673588e-06	-0.6151
MYL6	8.90983136780661	1.23514179543492e-06	4.4326220989699e-06	-0.5891
DCUN1D5	6.16507271717581	1.26073447514546e-06	4.5200252510321e-06	-0.472
C9orf114	5.02844038001705	1.27398609421225e-06	4.56663855015487e-06	-0.5895
SPRTN	4.15489909530321	1.27752582475096e-06	4.57842784779222e-06	-0.6917
CSDE1	9.22423265762601	1.28231848549448e-06	4.59470191779928e-06	-0.4873
SIK3	5.20894695474759	1.29147425939576e-06	4.62660009409911e-06	-0.5633
STK11	4.90845954913029	1.29471049511123e-06	4.63728365680806e-06	-0.6075
FGFR2	-0.225492594648832	1.29927434273538e-06	4.65271722263184e-06	-2.5818
FAM172A	3.75337975101831	1.30708881759333e-06	4.67886538313408e-06	-0.7434
ANKRD52	6.62070987168536	1.30850588264894e-06	4.68301968116822e-06	-0.4752
C19orf24	3.67299179275965	1.3157946414486e-06	4.70633757333184e-06	-0.8276
USP7	6.76753204427267	1.32457736409391e-06	4.73682357666963e-06	-0.4609
KLF10	7.62273781128803	1.33532696723249e-06	4.77357509300002e-06	-0.4608
PSMD4	7.16392099241256	1.34265110216211e-06	4.79863714194822e-06	-0.4534
LNP1	1.92924125893742	1.34473543068727e-06	4.80420548388e-06	-1.3812
ZNF596	0.875351893846668	1.3518303597403e-06	4.82860791379747e-06	-1.7328
RBM15B	5.71814535216698	1.35942453937623e-06	4.85383422469243e-06	-0.5211
MPDU1	5.96901652614561	1.37224700767884e-06	4.89865885259775e-06	-0.4891
SSU72	6.52955123132186	1.37483446991684e-06	4.90693608656926e-06	-0.457
WAPAL	6.24904966212491	1.38538404548401e-06	4.94362219201642e-06	-0.4593
SFXN2	1.9127822953797	1.40128827002836e-06	4.99842099602143e-06	-1.2211
POGLUT1	3.2211437677566	1.42860039535114e-06	5.09087035282654e-06	-0.8123
RPS6KB1	6.25859814673585	1.44127768564747e-06	5.13504399476585e-06	-0.4813
APEH	6.1436788586461	1.44363246332401e-06	5.14142689240015e-06	-0.4568
JTB	6.31482222987179	1.44690325996369e-06	5.15207058979854e-06	-0.4855
TRMU	4.0529205120297	1.44886440315042e-06	5.15804768797078e-06	-0.6685
SLC39A14	6.24042595817137	1.45124136809764e-06	5.16550251822782e-06	-0.4807
ADAM12	0.28741730959031	1.4536931850915e-06	5.17322081618528e-06	-2.1992
ZSWIM6	5.13982515222773	1.50427676004883e-06	5.34801879872472e-06	-0.5187
BCLAF1	7.61887856749728	1.51456630112997e-06	5.38355186787943e-06	-0.4962
AIDA	5.48647318364422	1.52532130379682e-06	5.4186156299114e-06	-0.5271
STIM2	4.55054759388652	1.53395406230186e-06	5.44716307360099e-06	-0.7905
LONRF3	3.97479641937314	1.54358768415452e-06	5.48030664370381e-06	-0.7166
CPLX1	2.30677178891886	1.54864494842671e-06	5.49505581700255e-06	-1.3668
CNOT3	3.17746207467185	1.57018383686706e-06	5.56715403492816e-06	-1.1848
FTO	5.35485556488572	1.59739934922611e-06	5.65595859570826e-06	-0.4907
SLC39A4	4.11884104995382	1.60236002222137e-06	5.67242283608172e-06	-0.9809
LOC102724434	-0.144107836576773	1.63578096044623e-06	5.78512538045455e-06	-2.4949
SOCS6	4.74802501281957	1.64532891435689e-06	5.81776576806109e-06	-0.5669
ATP5S	4.09635081527853	1.64630814403368e-06	5.81999202512873e-06	-0.7149
ENY2	5.6353373811937	1.64659612235922e-06	5.81999202512873e-06	-0.4662
CNIH1	6.28249991871952	1.64993151837879e-06	5.8295238628843e-06	-0.4616
TOX	0.849734067410719	1.68361367514729e-06	5.9450776118934e-06	-1.8331
MAP4K5	7.05086563406382	1.6879123682498e-06	5.95680034694924e-06	-0.4614
SNHG17	3.86977084823902	1.69100726114369e-06	5.96541614675153e-06	-0.7472
RPL28	10.4111630143612	1.6927048769141e-06	5.97025120420089e-06	-0.5661
SNX12	6.53737211210251	1.69663042339159e-06	5.98294089423159e-06	-0.516
SCPEP1	4.37231586263176	1.69959740380142e-06	5.99224608030103e-06	-0.6007
CCDC132	5.38343170005429	1.70239622622795e-06	6.00095491523796e-06	-0.529
GUSBP1	2.83961105830027	1.71541498476443e-06	6.04451186293368e-06	-0.923
FAM50A	6.59889524681318	1.72862704509249e-06	6.08871605927233e-06	-0.5728
KIAA0141	4.60062839183967	1.73310284485311e-06	6.10094977547983e-06	-0.5656
CHRNA5	3.23858171851649	1.75929232337293e-06	6.18956266245832e-06	-0.9211
DCLK1	-1.17438984866612	1.7711874628458e-06	6.23021162268071e-06	-6.5107
ALG5	3.95436954758992	1.78675640624408e-06	6.28255488297224e-06	-0.8339
TMPRSS11E	2.35436173429521	1.82212621045743e-06	6.40322157807716e-06	-1.491
GHITM	7.45355652865938	1.82949401638302e-06	6.42663897692676e-06	-0.4754
CTU2	4.33057450154956	1.83042981287849e-06	6.42868923892069e-06	-0.6514
ZNF860	3.01050923613174	1.84467211721455e-06	6.47746377608556e-06	-0.9166
ISCA2	5.03751029301086	1.85841504822453e-06	6.52321190547721e-06	-0.5102
TUSC2	4.60669017615831	1.88789440024923e-06	6.6254133354383e-06	-0.5617
DCUN1D4	5.35904980541288	1.89111004436075e-06	6.63542282718621e-06	-0.5987
MEX3B	0.452635883580708	1.91092183530932e-06	6.70364892878688e-06	-1.9014
TNRC6A	6.19073913226995	1.9194497774168e-06	6.7322718802154e-06	-0.457
CDC26	4.25369163335165	1.92369938231376e-06	6.74588089195544e-06	-0.6376
FAM98B	5.8133836999181	1.94323561743987e-06	6.81046447148824e-06	-0.4917
BAIAP2	5.15568002764685	1.94622147238375e-06	6.81961980803029e-06	-0.5282
C11orf24	4.52946072913117	1.95197370467523e-06	6.83715118045874e-06	-0.7095
UCK2	6.45689994855816	1.95652266861472e-06	6.85177015887788e-06	-0.4625
SF3A1	6.15274329997655	1.9615233238613e-06	6.86664809212118e-06	-0.4652
RPSAP52	0.504294233828006	1.96957717374296e-06	6.89352010810037e-06	-1.8832
LMNA	8.46587978584352	1.9718572692114e-06	6.8988551756848e-06	-0.471
FAM101B	1.66420141030245	1.99175455109738e-06	6.96446486972491e-06	-1.4215
FOXN3	4.90898401079383	2.00512072482317e-06	7.00717533544637e-06	-0.5741
SFTPA1	-1.07119125785137	2.01986468074342e-06	7.05464886390892e-06	-6.6473
PNPT1	6.58990561730367	2.10462879714788e-06	7.34227084286867e-06	-0.4592
IBSP	0.418577267688175	2.10720411544092e-06	7.34985065561511e-06	-2.3731
IFT22	4.28515832005347	2.1416013479958e-06	7.46840003992577e-06	-0.6343
KIF2A	6.67878127873024	2.18195089670954e-06	7.6047528771152e-06	-0.4861
RNF212	5.30848117283928	2.24921622298782e-06	7.83321086739139e-06	-0.5389
ZNF239	3.59647848670578	2.27877970245776e-06	7.93163055253934e-06	-0.744
OCIAD2	6.65951856987208	2.29065631623426e-06	7.97144904864139e-06	-0.4943
MTA1	6.43678991838702	2.29252258456254e-06	7.9764231568084e-06	-0.473
