logCPM	PValue	FDR	log2FoldChange
CD24	8.39945990052195	6.45391502021677e-70	1.68318103727253e-67	1.7866
VTCN1	3.86461811792809	2.14435617088257e-69	5.51371355713128e-67	3.6691
FYN	4.5565043777216	7.90555003979122e-69	2.00449613231151e-66	2.4547
SHROOM2	4.45304410577539	1.24806424731649e-67	3.07900822959592e-65	2.3945
FSTL1	5.75074300528722	2.22295011077917e-64	5.33976016084008e-62	1.7385
LAMA4	2.6349831189911	1.67408361545434e-63	3.86861651692841e-61	7.859
OXCT1	5.05885896914075	2.93632946113434e-63	6.70070383030857e-61	1.9486
PDE5A	4.82554283955502	6.93562174436783e-63	1.54410622640462e-60	2.2014
PARP6	3.04109298984202	9.42684629289923e-61	2.02466477556669e-58	4.4821
EPB41L3	2.76514829106915	3.42512229476156e-60	7.18724512795022e-58	5.3814
MCAM	5.82767765445168	3.90553068921204e-60	8.10220093889262e-58	1.7214
HMGN4	5.69954997251185	2.12704980159494e-59	4.31460235310192e-57	1.7355
TSPAN31	7.29276874453183	6.10871764930186e-59	1.22550274072148e-56	1.636
RNASET2	4.84718261027889	6.44573206909319e-59	1.27905744188441e-56	1.8973
P3H2	3.89384821196816	3.01134064745492e-58	5.84840796382309e-56	2.6073
ANOS1	4.12192507688479	4.34133165581604e-58	8.34266849563975e-56	2.3998
MAP2	3.03372482246079	2.14685004910658e-57	4.04050458726699e-55	3.9261
CDK19	5.1845554568986	2.99252926590741e-57	5.57465451820466e-55	1.7575
WWC3	5.38285520480919	5.99452784945152e-57	1.1054151557534e-54	1.6942
SPP1	2.99516825873232	7.54896695285344e-57	1.36449446229002e-54	4.2581
GABARAPL1	4.40285347592621	1.51824480695736e-56	2.71736050939348e-54	2.075
PHGDH	5.8782165754443	6.87098692432434e-56	1.2178324008783e-53	1.607
NLGN2	5.12345177800594	9.14324306928784e-56	1.60499082185499e-53	1.7562
NTN1	4.97185139761304	2.21921418776789e-55	3.85847373446577e-53	1.9445
NLRP1	2.61063371354191	3.01637204255457e-55	5.19498943479965e-53	5.695
FAM20C	2.55043677919808	4.54699709758463e-55	7.68610916791713e-53	5.6235
FZD7	2.78740212945179	1.87177185272683e-54	3.10646063121645e-52	5.0306
ADAMTS1	3.11432088037957	1.5187625061704e-53	2.49788543357179e-51	3.4728
PPAP2B	5.88342958288772	1.59631109347009e-53	2.60198708235625e-51	1.6145
SLC2A10	3.2787132970584	3.54670589228363e-53	5.72997015659557e-51	3.839
OTUD1	2.93768670403598	5.19284266775244e-52	8.24352484717292e-50	3.757
KLHL24	4.49237078645201	1.03250780955714e-51	1.62495366993751e-49	1.9911
COL6A1	3.89478178934937	2.76692312922778e-51	4.31734603822072e-49	2.4947
C15orf52	3.88653048450712	3.65086624692417e-51	5.64832323761421e-49	2.4434
BTN2A1	5.11104908856821	3.71748834473126e-51	5.70306447238773e-49	1.7805
PLEKHA2	4.37233209734969	1.38077388140185e-50	2.08325685775804e-48	1.967
FAT4	4.52087372210906	2.30670410831454e-50	3.4517369017533e-48	2.2914
PBXIP1	4.91053401952641	6.35196036634049e-50	9.27691107583296e-48	1.6836
PDGFC	5.75978456830083	1.31421956441376e-49	1.9041581244395e-47	1.6605
S100A9	2.96679445096036	1.9493615892392e-49	2.78027696665241e-47	4.4731
SELM	3.03438072194663	2.19207955163728e-49	3.10221738718529e-47	3.3347
COL6A2	2.91463672775007	6.26510035327246e-49	8.79812861918016e-47	3.7918
PODXL	5.19177544381923	6.724143796009e-49	9.37068466717102e-47	1.7558
VGLL1	2.51307353340897	1.59065701718463e-48	2.19992685649413e-46	5.1101
ST6GALNAC5	4.52207936205639	2.31131270342935e-48	3.17258080554934e-46	1.9193
GPR15	2.25799845560267	5.3089646508746e-48	7.23287004972885e-46	6.561
SH3BGRL2	5.89204626801055	5.51778775579991e-48	7.46168394591727e-46	1.5436
AMOT	4.43381327217453	6.59267657926284e-48	8.84969879639871e-46	1.8751
SLC43A3	6.31060672348041	7.05694906548785e-48	9.40377095909096e-46	1.504
CREB3L2	6.23549542838536	9.79410286629042e-48	1.29566044874636e-45	1.4022
GPC4	2.25820366868862	1.75392556420501e-47	2.30357302878609e-45	6.5708
COL5A1	2.3368745902191	7.64150870094417e-47	9.75548131779278e-45	6.1127
MMP15	4.68089783893751	8.29973852643863e-47	1.0522224065185e-44	1.7141
RIMS3	4.19503172055321	1.61359769648148e-46	2.01766024294287e-44	1.9584
FILIP1L	3.32309587264322	3.80404721291152e-46	4.69234364316978e-44	3.1043
TBX3	3.95458268301961	4.68592069701201e-46	5.74135357346652e-44	2.0971
ILDR2	2.36589729174773	5.33395646226351e-46	6.44878868709157e-44	5.4296
RIMS2	2.82320546265805	8.70115464590623e-46	1.04505446852411e-43	3.5658
GBP6	2.35383195168264	8.85789648026228e-46	1.05692652381482e-43	5.1535
CEBPB	5.44059392793111	1.85506560021548e-45	2.19909594789181e-43	1.5226
MGAT4A	4.05496433177516	6.62789985891978e-45	7.80638321447997e-43	2.1355
AIM2	2.92534208724646	6.89300598863272e-45	8.06658444413327e-43	3.4045
SORT1	6.5021082263076	1.20579922568913e-44	1.40210641173126e-42	1.4293
TBC1D16	5.04309441962364	2.5980699919436e-44	3.00192188436218e-42	1.6498
LITAF	6.28437036490578	5.85453128660955e-44	6.59755081286074e-42	1.458
TACSTD2	9.30434420514563	1.19553200427814e-43	1.33899584479152e-41	1.3684
EMP2	5.56803565729762	1.41523332043559e-42	1.51979408811013e-40	1.4031
DDIT4	7.87007072463588	1.50980220531506e-42	1.61186836609542e-40	1.3083
LRRN4	3.82934169195916	1.60616075873414e-42	1.70477155880526e-40	2.1194
MAPK8IP3	5.46414237896617	6.51154290960924e-42	6.8318808826337e-40	1.4166
CD40	2.02392456738869	7.95048134600567e-42	8.29394214015312e-40	7.1939
ARFGEF3	5.26831565521926	8.15024490006284e-42	8.45402675542882e-40	1.5482
PNRC1	5.06194862292798	9.65843924726135e-42	9.90586892685412e-40	1.5224
CXXC5	5.26567776534551	1.09486781022961e-41	1.11664283483529e-39	1.4492
B3GALNT1	3.40360600953867	1.75567158572573e-41	1.78064113716716e-39	2.6855
ALPPL2	2.18300867919205	2.33410209006479e-41	2.35421921305098e-39	5.9477
GLI3	2.64774555136187	4.45603104793779e-41	4.44531709350559e-39	3.8742
BACE2	3.89960453765325	6.18631786574026e-41	6.13790320418229e-39	2.1656
C5orf42	5.07933870368242	7.84605631049924e-41	7.70094645185345e-39	1.4619
VGLL3	4.622619093673	9.01485661103568e-41	8.75400118569507e-39	1.6298
FZD2	4.59423846115662	1.26410422720942e-40	1.22103104613413e-38	1.7971
LRP1	4.25083657860938	2.12182497693454e-40	2.03873877783773e-38	1.9578
LRG1	5.04825238777112	6.87270669485641e-40	6.53479861569264e-38	1.437
LAYN	2.63109741803066	8.26685214697829e-40	7.73959516589125e-38	3.6213
NEDD9	3.89229416693146	2.15217051970552e-39	2.00459311264e-37	1.9233
TACC1	5.32666083509484	2.57329884991195e-39	2.38467735045648e-37	1.3741
IL1RAPL1	2.36222865006173	5.08345392950075e-39	4.66349421793798e-37	4.0316
CDH6	2.1170572207107	7.2365185490283e-39	6.57263097666968e-37	5.1481
C14orf159	4.06712352362308	1.35736686050737e-38	1.22673709927835e-36	1.9764
SMIM14	5.95258555528975	1.55126752966888e-38	1.39507093702636e-36	1.5334
HHLA2	6.30924314384435	2.5336470513098e-38	2.26736571415254e-36	1.3228
ADAMTS9	3.70463096721019	3.88439612721506e-38	3.45663169342328e-36	2.0308
FAM171B	3.36373886574971	7.12081102444346e-38	6.28007372281352e-36	2.9158
BRDT	5.17497482246582	9.59690723704363e-38	8.38282959423295e-36	1.4537
MACC1	7.2750125888816	1.62028765855177e-37	1.40189438362659e-35	1.2546
FGFR2	2.81497026664761	4.71745055708303e-37	4.04327593286891e-35	2.9923
MBNL2	5.63997611592446	4.78743179878165e-37	4.08408200554009e-35	1.4793
SDPR	4.07773213842322	5.47747355691494e-37	4.65101196535066e-35	1.8853
HEG1	3.9691235566995	6.84026741072015e-37	5.75465077650263e-35	2.0977
FOXO6	2.75490644565027	9.29536560094319e-37	7.78422910141371e-35	3.1032
HEBP2	5.10672793081591	9.54265119129721e-37	7.95482375106493e-35	1.3638
AMOTL1	5.34806209382063	1.00448092742812e-36	8.33536536869446e-35	1.5003
DYSF	2.84339727846746	1.08510650387938e-36	8.96366711982891e-35	2.938
CLCN4	3.79600223052235	2.51932820166948e-36	2.05325248436063e-34	2.0873
TTYH3	6.34103766447367	3.60649717751958e-36	2.90044988866949e-34	1.2913
ARMC9	4.51699887815804	4.51775586206548e-36	3.58591960947249e-34	1.5925
GBP2	4.92795455358476	9.86135855840143e-36	7.79346155160937e-34	1.5421
TIMP2	6.8454734431909	1.05009650886133e-35	8.2631732180054e-34	1.1862
SCN9A	2.53845053303183	1.081629298513e-35	8.47477445221171e-34	3.3675
CUL7	4.33364868731428	1.12745616711253e-35	8.79608537897711e-34	1.6857
MAGEA3	1.71025685221403	2.04008464713372e-35	1.58484192842865e-33	9.5302
LANCL1	5.65859327592311	2.26464321046188e-35	1.75183586653356e-33	1.3436
CITED2	5.36998276667306	2.67000523643174e-35	2.0480510754747e-33	1.5634
GAS6	2.62329025265998	3.16005441001857e-35	2.41380557779494e-33	3.1613
SERPINE1	2.22550538643131	3.23213574595874e-35	2.45857792409262e-33	4.1363
BMF	5.36134348571909	7.2917177126259e-35	5.50072721329332e-33	1.5819
LINCR-0002	1.65858519561465	7.39341771307721e-35	5.55449521686986e-33	9.4783
ADAMTS12	1.67991831827982	7.96349767370678e-35	5.95826284963898e-33	9.4818
TOX2	2.59147411921031	1.05094583393348e-34	7.83104781399577e-33	3.6566
ADAMTSL3	1.59997476353981	1.34481162182014e-34	9.98003291380016e-33	9.4038
OGFRL1	6.36268772518836	2.13008433075436e-34	1.57436516365391e-32	1.2674
CCNG2	5.96010005025872	3.07230480558434e-34	2.25252998115453e-32	1.3025
GSPT2	2.73603851131854	3.93561198037085e-34	2.86249132723706e-32	2.8589
CCDC69	3.08652407069774	4.34430307565834e-34	3.1472062281436e-32	2.945
RNF217	2.3475401583426	1.05232495728784e-33	7.53382134127324e-32	4.8888
NTNG1	1.95155132718479	5.22968623915292e-33	3.67204430699907e-31	4.7145
NREP	4.6866471741067	5.51310017654518e-33	3.85621290509612e-31	1.5066
ZNF117	5.69459884544019	7.00340788288576e-33	4.87993184389169e-31	1.4109
PDE1C	1.9406227152399	8.85135762462569e-33	6.14412109487326e-31	4.969
TSPAN2	2.21376198339766	1.31453784874742e-32	9.05592564782375e-31	4.2405
ACP5	3.35331390510885	1.51316038123856e-32	1.03461632658768e-30	2.0861
LINC01234	2.15201433905185	1.95862030936757e-32	1.33420046148561e-30	4.0471
CDK15	1.65293371315174	2.29744183840577e-32	1.55918580676341e-30	6.8086
TSTD1	4.79110972694902	2.79795886541629e-32	1.89183470544592e-30	1.3878
PVRL4	3.51668242478141	2.83430776301689e-32	1.90934031445152e-30	1.9101
ANKRD1	4.16207959984495	3.79297457391232e-32	2.53643017660598e-30	1.9158
AGPAT4	3.61014118537996	5.50807078184323e-32	3.66990292676387e-30	2.0141
LLGL1	5.41258002523851	6.62987339961621e-32	4.4012715921234e-30	1.2385
FBXO27	2.439403965038	7.25569188712821e-32	4.79927214099321e-30	3.5651
ASB9	4.12134511432409	7.97238731898636e-32	5.25429252330018e-30	1.7495
ADD3	6.78006049434572	8.15966560499979e-32	5.35837608938404e-30	1.1607
FOXQ1	2.29111777400464	1.17123775271386e-31	7.66384100843882e-30	3.4607
PTPRU	3.56599804892656	2.75977925965564e-31	1.78558560860276e-29	2.1816
FGFR1	2.70214487072998	2.85951602704877e-31	1.8381452320353e-29	2.8157
PIK3R3	6.17995145720921	5.23862059912003e-31	3.34392509292081e-29	1.2093
SULT1C2	1.86242346523838	6.24682652202756e-31	3.97359111449948e-29	4.8634
LGALS1	7.04862181764091	8.6559764113853e-31	5.48692726966146e-29	1.4735
ANGPT1	1.53036905763736	9.83124946340006e-31	6.21035606241631e-29	6.6664
CTSD	7.46325493671255	3.3010768069344e-30	2.06385130778748e-28	1.1615
RUNX2	4.43022936383513	3.66873750386762e-30	2.28588641196612e-28	1.398
AP1S2	4.58232584961827	4.45277315612346e-30	2.76496009313571e-28	1.4272
CTSH	5.56836687196546	6.92016815726544e-30	4.2536898949171e-28	1.1506
KCNIP3	2.11349922370895	7.95649111884733e-30	4.87428529750593e-28	4.1666
PKD2	4.965175461982	8.30106591595234e-30	5.06836987831525e-28	1.2593
FAM71D	2.48516711184607	9.17578304168331e-30	5.58376984029901e-28	2.9467
HECA	4.04619350447406	1.41350984021223e-29	8.46066742390636e-28	1.5621
PTK7	5.60803918254243	1.77996634735467e-29	1.06193024958519e-27	1.1437
TBC1D9	4.96953952109557	2.2131405546663e-29	1.31178876512948e-27	1.3095
JUNB	5.75596215365892	2.95099253772499e-29	1.74347313167338e-27	1.0996
PKIB	5.74679713130006	3.02880160899068e-29	1.78367103786238e-27	1.1558
DNM1	4.75136914003756	3.44858801082743e-29	2.02435442847799e-27	1.3401
FKBP9	6.08710251622412	3.89649099443317e-29	2.2799467818709e-27	1.1047
EFEMP1	7.43679583458584	4.66720993804076e-29	2.71352180346727e-27	1.1044
OFD1	5.64976947038179	6.11155385513174e-29	3.54198498981857e-27	1.1788
CTPS2	5.55897858930232	8.28478571262157e-29	4.77120025140755e-27	1.1213
DHRS2	3.23717289628296	9.29122240285192e-29	5.33397975429134e-27	2.2081
IGFBP6	3.85365662248389	9.54522243945851e-29	5.46262008949074e-27	1.5884
TMEM170B	3.6562433474422	1.23054592363892e-28	7.02026449436003e-27	1.7286
MKRN3	1.5873082313504	2.05591029523277e-28	1.16561174999284e-26	5.2841
TP53INP1	3.96289486768477	2.24933440039736e-28	1.27132658865803e-26	1.6215
LOC102724279	1.41488693859428	2.72543436838745e-28	1.5309393793625e-26	6.5452
TSC22D3	5.23757324905022	3.20688339938497e-28	1.79585470365558e-26	1.2331
COL8A1	1.64982153787974	3.27949195333743e-28	1.83089923853603e-26	4.9653
SYT14	2.71804036142623	3.99030182367984e-28	2.2141930119483e-26	2.7821
SERPINA3	2.11973045086094	4.80886781817375e-28	2.65228673379396e-26	3.7504
GLUL	6.02284688380721	5.12533111573273e-28	2.81831460388002e-26	1.1357
ZNF558	4.77578837588342	5.60026103789035e-28	3.0702211864182e-26	1.2835
LRFN4	3.01824618527122	6.835153484963e-28	3.72729315847787e-26	2.1556
ZSWIM4	4.13785632124501	7.88415300741373e-28	4.28372313402813e-26	1.5033
IL1R1	4.63890683333527	9.20960053205776e-28	4.97427418086528e-26	1.3706
UBFD1	6.28318841984833	1.45938027622705e-27	7.79018898327515e-26	1.0377
FAM114A1	4.79202746049394	2.12443838883002e-27	1.1274345123977e-25	1.3021
LEPR	4.02876345856972	2.16176733130543e-27	1.14391954783513e-25	1.72
RGS2	4.94690917362342	2.50181502230295e-27	1.32003280483129e-25	1.2651
STEAP4	3.29616382194353	3.26382039709524e-27	1.71712695012596e-25	2.2696
ALDH3B2	2.01357125378716	3.99532400534079e-27	2.09593778854889e-25	3.4289
SYCP2L	1.30578920014871	4.10874982205416e-27	2.14926466336449e-25	9.0772
CELSR2	3.37012979422781	5.91531286039701e-27	3.07663679713413e-25	1.8629
LEMD2	5.12487729481621	7.07495450095477e-27	3.66932867526791e-25	1.1306
AIG1	5.86178136764476	7.32434599146468e-27	3.78791106006174e-25	1.096
CAPG	5.58803769622364	7.96273053017207e-27	4.10642962030569e-25	1.109
FLJ23867	6.3537105001456	9.82601465574462e-27	5.02475416121215e-25	1.044
TWSG1	5.08103725699498	1.10995656738491e-26	5.62871308171636e-25	1.2885
SIRPA	2.22815087077021	1.23497637228878e-26	6.24535419736953e-25	3.1657
KDM6A	5.77920183926921	1.72165366942933e-26	8.68246115721046e-25	1.0915
GHDC	3.14677772830224	2.29474346257669e-26	1.15407263506336e-24	1.9446
YPEL3	3.14712640383747	2.38155589830917e-26	1.19444188130583e-24	2.0499
SLC4A4	3.21552362102492	2.59287989666421e-26	1.29332282495906e-24	1.937
KCNS3	4.99628593695385	3.01490094508987e-26	1.49972838293081e-24	1.161
FBRS	5.2408245256579	3.74825907899548e-26	1.85946243875385e-24	1.1267
HSPG2	5.64570821787683	3.86287951551888e-26	1.90596563338683e-24	1.1087
ANPEP	1.79524511022075	4.35056241727752e-26	2.14080505363392e-24	4.7724
RABGAP1L	5.61370457993235	5.42720457877292e-26	2.65627471287073e-24	1.2225
TPBG	5.96124623785904	6.65304797935598e-26	3.24565539278666e-24	1.0264
RAB9A	4.96502650908793	7.60590324023841e-26	3.69290876472852e-24	1.1871
MAP7D2	3.02824798269067	7.63065678277121e-26	3.69510000600189e-24	2.2248
AHR	7.79653630600611	8.96743732933361e-26	4.27440041473406e-24	1.1675
TMEM106B	6.51527230202056	1.00038550362947e-25	4.75599941517179e-24	1.2139
SASH1	4.70784622521202	1.16261278211256e-25	5.49861630835413e-24	1.2488
VWA1	5.93717338906702	1.37093919145143e-25	6.45048089668488e-24	1.0401
MAGI1	4.98148441097448	1.45714272467319e-25	6.8384569618596e-24	1.1678
FNBP1L	7.7156682027139	1.623868812863e-25	7.60137155067358e-24	1.0163
C3	1.84942597215905	1.86310570123116e-25	8.69894058354884e-24	3.84
DDO	2.19170708671832	2.45201073007635e-25	1.13903073507058e-23	3.0364
ADTRP	5.8881971390515	2.53705499446271e-25	1.17554507560688e-23	1.021
MYO3B	2.5832375479858	2.64797406320249e-25	1.22074279034911e-23	2.4335
RNF24	4.24154573901874	2.88530274999295e-25	1.32680319908996e-23	1.3688
SH3BP4	6.14967819130584	3.08556398346726e-25	1.41532804226579e-23	0.9919
ULK1	4.19508695026027	5.62405353820833e-25	2.55404779585899e-23	1.3256
ITPRIP	2.70692383674291	6.01995672595631e-25	2.72705533471609e-23	2.3083
NES	3.02196288005227	6.18277995600525e-25	2.79388195239683e-23	2.041
KLC4	3.41008012416251	8.34517859381331e-25	3.74323293387361e-23	1.945
YPEL5	5.03464714916676	1.0859444982382e-24	4.8353665267894e-23	1.1322
IDH1	7.91913096064001	1.09856978554836e-24	4.87968126641625e-23	0.9829
MFI2	5.6963349536743	1.5058274394175e-24	6.65626773220479e-23	0.9971
METRN	3.84128262362402	1.63155528958115e-24	7.19460709338007e-23	1.6192
TGM2	6.07450972772573	1.95425988939806e-24	8.59685988936168e-23	1.014
PLCB2	4.12030243854385	2.26643227891089e-24	9.94615088552816e-23	1.5475
ADAM19	1.7878766032532	2.46445203618101e-24	1.07892173555205e-22	3.6381
DLC1	1.3421809209755	2.50657822903131e-24	1.09473904663147e-22	5.0226
SEZ6L2	4.4637919531085	2.73063860727012e-24	1.18691758129341e-22	1.2912
SPOCK1	5.51500770457306	2.877825008628e-24	1.24792335766064e-22	1.0179
SLC26A2	4.88155833794487	3.27027520877349e-24	1.41474275382391e-22	1.169
PMP2	2.33978456663105	4.48347639698762e-24	1.92589047302132e-22	2.8446
INHBA	1.34522263503318	4.70253433425966e-24	2.0152456996771e-22	5.5611
PMEPA1	6.42694996448159	4.95017224241653e-24	2.11640150954464e-22	0.975
ACSF2	4.47665545564183	5.61636558868548e-24	2.39003193909189e-22	1.211
LIPG	4.96124481847654	5.73841735858604e-24	2.43629179763597e-22	1.1321
FSCN1	6.02749455553879	5.97046530657568e-24	2.52892841384792e-22	1.3054
MATN2	2.70707428877284	6.47297554930015e-24	2.73543151916721e-22	2.2401
PNMAL1	3.5008621810006	6.8273634368429e-24	2.87852995157053e-22	1.5927
SLC16A7	5.49251210004758	6.92030095730377e-24	2.90778232242444e-22	1.2481
ZNF292	6.44030548195562	8.12090008981534e-24	3.40034752384562e-22	0.9653
LGSN	3.32376646278995	8.37939863271739e-24	3.50055609699974e-22	1.9859
PTPRG	6.33138704374945	8.556954146414e-24	3.56656974650534e-22	1.0688
ORAI3	2.2923058023226	1.01775085240423e-23	4.23235980899581e-22	2.7879
RPS6KA2	5.246218757753	1.13728526549307e-23	4.71869995610034e-22	1.0876
SCARB2	7.29945917850545	1.17369651512345e-23	4.8587309705428e-22	1.0028
PBX1	5.21279302618703	1.33989104110008e-23	5.53417439962058e-22	1.2918
DIP2C	2.46629140151052	1.60507067347386e-23	6.58475735167163e-22	2.6262
BEND6	3.25231388468094	1.78953512472451e-23	7.32505677958985e-22	1.8004
CBR4	5.39500238575175	1.98156165987679e-23	8.05687965761929e-22	1.1967
MYH16	2.63854430660625	2.7954892016903e-23	1.12908077137297e-21	2.2582
GPR176	3.2704851332895	3.71872747829518e-23	1.49535437981843e-21	2.056
TP53	6.83852613351876	3.98328621003875e-23	1.59821699012016e-21	1.0545
PCMTD1	4.96553699369312	4.64074698475971e-23	1.85792712617924e-21	1.1932
LBH	2.51635027726275	6.63332294782775e-23	2.64405990688959e-21	2.3197
REPS2	3.62632230939086	8.1277735641639e-23	3.22566596059513e-21	1.4843
FAM46A	4.85021545892989	8.89967815378441e-23	3.52434976953337e-21	1.0972
NFATC4	3.83608859026566	1.23382886872994e-22	4.86496324568766e-21	1.3751
FAM49A	0.931664088528478	1.63891202542529e-22	6.39315767866753e-21	8.6911
PCSK9	4.63571052499534	2.83406238713051e-22	1.10082219020116e-20	1.1471
BTG1	5.84832320819774	3.36432468154897e-22	1.30125235988047e-20	0.9513
LINC00648	1.0169123131185	3.66785489428964e-22	1.41565240909412e-20	8.7551
PKHD1	3.04459242780561	4.22481973430327e-22	1.62034262750926e-20	1.8535
NAAA	2.82331066069426	4.2856283672885e-22	1.64021868916601e-20	2.1399
MVP	6.77718004006322	6.07093626126677e-22	2.31379984103729e-20	0.8973
KIAA1107	3.96142343243882	6.8753724589884e-22	2.61493332523525e-20	1.4126
CAPS	2.05384737757884	6.98431398488993e-22	2.65084482553327e-20	3.0192
RAB26	2.36632729240169	8.745702384646e-22	3.29879220524995e-20	2.4181
FOLR1	4.69110819661012	9.13340265286123e-22	3.43792574908525e-20	1.1908
CTSA	7.31673715307678	9.90925550138501e-22	3.71464822244938e-20	0.9785
OBSL1	5.4776479339912	1.13032046426273e-21	4.22851032696318e-20	1.0231
PLD1	4.07804970170055	1.16488663547974e-21	4.34891010579105e-20	1.3094
ARHGEF17	4.60011581677917	1.28548073414767e-21	4.77957969095721e-20	1.1085
EMP1	6.84311512745313	1.44567278879073e-21	5.36426878702512e-20	0.8981
TTC33	3.64132781046601	1.57795898164146e-21	5.84324932430965e-20	1.447
DNPH1	4.02996942390628	1.89426763480412e-21	6.97212700423066e-20	1.2608
ADGRF1	7.21716377282408	2.04035502392956e-21	7.49471253860322e-20	0.9548
TUBA1A	3.75838448031742	2.05249035155184e-21	7.52414936906234e-20	1.8028
ARHGAP40	2.91605745905403	2.23297864764715e-21	8.16939041912752e-20	1.9303
MR1	4.56039041102334	2.79310949645103e-21	1.0157571109006e-19	1.1605
SLC9A2	2.49868905156887	2.9791386332513e-21	1.0812555643864e-19	2.4138
PGPEP1	3.7244884102585	3.57620320221414e-21	1.28771529900634e-19	1.4348
PTMS	6.40137230355391	3.73671473779735e-21	1.34286346955174e-19	1.2313
NKX3-1	2.74111016313312	5.82740354417782e-21	2.08189978674188e-19	2.0694
INPP4B	6.12455353437996	6.15109182674741e-21	2.19324867947462e-19	1.0243
CBLB	4.06288131780709	6.26287760104559e-21	2.22875425896079e-19	1.258
ZSCAN31	4.35709204741393	6.36036301731874e-21	2.25904255338854e-19	1.1778
UST	3.3198121334165	6.47882458583436e-21	2.29664896386392e-19	1.6116
FAM83E	1.9932621882459	7.49103888544902e-21	2.65031794365809e-19	2.8139
LRP11	6.05949425713952	7.89313627571748e-21	2.77923711705496e-19	0.9062
EVI5	5.28403110034965	7.90109587944526e-21	2.77923711705496e-19	0.9634
ABLIM3	3.48452587799621	8.01208386533275e-21	2.81285775087528e-19	1.535
