logCPM	PValue	FDR	log2FoldChange
MIR100HG	4.27719313548978	3.02865901475106e-108	4.45896765913672e-106	-4.9133
RAMP1	5.10483531878241	1.37754489772891e-105	1.98019367345976e-103	-3.8071
SLCO2A1	4.14770061805535	3.22740821458286e-104	4.6030909660488e-102	-4.9751
RARRES3	5.55757570116729	4.56144327959962e-103	6.3086142812402e-101	-2.8815
SFTA3	3.97454540184331	3.07807483970212e-101	4.22506272733849e-99	-4.5064
KRT16P3	3.6973290692186	1.74444567694317e-98	2.34166178516724e-96	-5.2397
XAF1	3.86221932942061	1.5266390602048e-96	1.97661863000701e-94	-4.5749
KRT4	3.31871453918338	1.32960336127291e-95	1.70938302559143e-93	-11.0067
DEFB4A	3.28568836217039	3.06432769019417e-95	3.85809422842653e-93	-10.9745
CAV1	9.04238353729503	6.27624751231264e-95	7.84788867019038e-93	-2.4011
FOSL1	7.2011852392678	2.45098146571306e-94	3.02331875932822e-92	-3.3159
BTBD11	4.53488898712205	8.49212331207815e-92	1.00670261808635e-89	-3.4925
IL20RB	4.82155683311065	5.40422062011656e-91	6.2840415057865e-89	-3.1115
CDC6	6.03820749463858	2.16801688658426e-90	2.50502001781533e-88	-2.3327
RASGRF2	3.74651473374004	4.01450929808865e-90	4.60936363181801e-88	-4.5567
MAP1B	5.82152184869455	9.30756975587591e-90	1.05539747492715e-87	-2.3636
SOX2	5.10876757558164	2.99323362104016e-88	3.33198006010421e-86	-2.6125
ST8SIA4	3.36927397944055	6.01527635726384e-87	6.5366003082267e-85	-5.8186
KIAA1462	7.20205135537676	5.16803318051843e-85	5.42227665192785e-83	-2.1086
HSP90AA1	11.2814235467667	7.15067481169096e-84	7.29288934984526e-82	-2.7449
TMEM64	5.53194448165543	1.13376129127549e-83	1.14353293555388e-81	-2.7554
MYLK	5.30434287041541	5.61906293698512e-83	5.57508766182611e-81	-2.4017
AURKB	6.28472071182286	5.71618498830179e-83	5.64079314305068e-81	-2.1862
B4GALNT3	3.76097222829303	1.0831875969296e-82	1.06315444997563e-80	-4.6805
AHNAK2	6.61291709754631	1.72052452704463e-81	1.67073913647483e-79	-2.3612
LMNB1	7.78897761289801	9.66189992452019e-81	9.13925621875858e-79	-2.1482
PSPH	6.60725977391401	1.85355817673784e-80	1.74425557085185e-78	-2.1841
FAM3C	8.21834127621736	4.66983559616991e-80	4.34961829814683e-78	-2.1359
CLSPN	5.59421647115455	6.3080829971986e-80	5.84570371557653e-78	-2.4895
MYBBP1A	6.20735786990194	1.23701543212444e-79	1.13482179542029e-77	-2.1649
LDLR	6.96188734286778	2.90036388956665e-79	2.63428075462332e-77	-2.0579
PLA2G16	6.32179173581027	5.81881919789064e-79	5.25882986518274e-77	-2.1978
SLC2A1	6.46568733751267	2.06777420948963e-78	1.8504551945315e-76	-2.1152
ETS1	7.61648657566557	5.81482181563897e-78	5.17831156421001e-76	-2.1564
CEACAM6	5.80767692127753	5.8844392187002e-78	5.21487001828111e-76	-2.4621
EFNB2	4.84294442978168	2.38365385656976e-76	2.05264079271403e-74	-2.6378
CDCA4	5.76205322548847	1.51331144806216e-74	1.26150747926131e-72	-2.4513
UPP1	4.75188328448391	2.91785371922212e-72	2.35700608398756e-70	-2.5159
WDHD1	6.7404827940118	7.98007580821908e-72	6.33409843281946e-70	-2.0496
CADM1	3.37267825570679	5.89468172277915e-71	4.63850472116622e-69	-4.5888
CAPN8	2.89463753066481	1.22974180787543e-70	9.59408822417687e-69	-6.8577
CKB	7.01410776517714	2.59310546802252e-70	2.01445674145614e-68	-1.9254
SPTB	4.58943324101596	7.53293979943313e-69	5.73005620743547e-67	-2.6448
GALNT18	4.28975836130881	7.97717398314567e-69	6.0427920430003e-67	-2.7748
CALM1	7.9461168363854	8.01204780814621e-69	6.04412994981476e-67	-1.9218
SUPT16H	8.47449497624011	1.8524866070282e-67	1.35819259027738e-65	-1.9796
TXNDC17	7.02564817502974	4.2358075047231e-67	3.08083274128386e-65	-2.2391
CHCHD2	9.37719962767886	3.4521534108661e-66	2.4910084058803e-64	-2.0959
ADRB2	2.91507902774706	7.85023587916033e-65	5.62015318470396e-63	-5.5164
LOC100128317	3.3025391348487	1.27809725231631e-64	9.11443103058071e-63	-4.2537
SPRR1B	2.88839390561114	4.46910112122491e-63	3.11404236904893e-61	-10.5659
PYGB	7.38526431481673	1.33438229242745e-62	9.19263514360589e-61	-1.8037
LAMB3	7.09236930384847	2.90135331123373e-62	1.98378674344131e-60	-1.781
HGF	2.86512872028072	2.91864934771066e-62	1.98816651088828e-60	-5.4632
COL4A3BP	6.75452753601063	3.30695064925475e-62	2.24430078263177e-60	-1.8457
SMURF2	7.41385730421212	3.49600778367024e-62	2.36381918884015e-60	-1.8176
EGLN3	4.49932597697979	3.83311291848998e-62	2.58218854021967e-60	-2.4154
LY6K	5.11846027872736	8.2742633941771e-62	5.51295447168238e-60	-2.1381
NETO2	7.03132724557715	1.02141317192161e-61	6.73173966303281e-60	-1.8603
CD274	4.41653612873023	1.60648315387395e-61	1.04742701632582e-59	-2.9335
TNFAIP3	4.14033509373663	5.70269464682247e-61	3.69178700256706e-59	-2.6796
NMNAT2	3.6854164433024	1.85876244054143e-60	1.19065147770261e-58	-3.1489
LOXL2	4.74205292032705	7.62114810043556e-60	4.78115737874747e-58	-2.3873
FRMD6	5.60105061525144	8.36527656796999e-60	5.23001674742671e-58	-2.5631
MPRIP	9.15971506511498	1.71184583030314e-59	1.06660264430082e-57	-1.8389
ITGA6	7.50015785700846	2.33618269481583e-59	1.45065820668564e-57	-1.7676
MYBL1	6.81327508362696	3.06101109706869e-59	1.88789927662453e-57	-1.7516
TFRC	8.90885447505998	4.37821747251501e-59	2.68217242208839e-57	-1.9262
NTN1	2.68078762397073	4.70032144702671e-59	2.86986850625149e-57	-5.9369
CD109	6.62200008464556	6.07707068336247e-59	3.68581403307194e-57	-1.9436
PFAS	5.87651786571025	7.99887362994941e-59	4.83534559564094e-57	-1.827
TUBB6	5.8794883575351	8.6260204786758e-59	5.1972485101883e-57	-1.873
MAPKAPK3	6.48963306607495	9.33831834570717e-59	5.60790591181678e-57	-1.8891
VRK1	5.84366973340004	9.97617397835059e-59	5.97131252946782e-57	-1.8782
STK32A	3.52356067345064	2.2523671256031e-58	1.33503942353929e-56	-3.2817
RAB15	6.80014936721695	1.05004983624655e-57	6.12450792668278e-56	-1.9377
GBAS	7.06723691495741	7.68619665589245e-57	4.41255365251486e-55	-1.8207
SFN	6.19925749155776	1.72472883708491e-56	9.87042308771852e-55	-2.0204
MUC5B	5.95953039898826	1.84635883521783e-56	1.05263563731217e-54	-3.9525
ENC1	6.081152694199	1.85087664097944e-56	1.05263563731217e-54	-2.0966
DPYSL2	4.68038829308063	2.09059935368416e-56	1.18527893791484e-54	-3.2759
ZNF185	5.49789742180498	2.31321911538048e-56	1.30339901760451e-54	-1.8971
PRMT5	6.46159067232564	2.85837289425378e-56	1.60561401715376e-54	-1.8263
DPY19L1	6.89803567866538	2.9258364440325e-56	1.6384684086582e-54	-1.6918
MPP5	7.15785661695557	3.88738187690433e-56	2.16365986416968e-54	-1.6916
LIPG	3.37737830562218	4.13289914906103e-56	2.29331935760663e-54	-3.4713
STK31	2.84074875427825	4.51033476357611e-56	2.49517186193471e-54	-4.8535
ELK3	6.22695936579631	1.24877754490165e-55	6.82565355081575e-54	-1.7948
PELI2	2.47624437421612	1.67730628622068e-55	9.08632153152665e-54	-7.8164
SERPINB5	2.45107784035923	3.24018967471932e-55	1.75008587874781e-53	-7.7905
RNF43	2.7301630686746	3.42629131553311e-55	1.84514378337382e-53	-5.5127
C1QBP	7.69982891810008	6.24409948704024e-55	3.35271412457078e-53	-1.8836
JPH1	5.42536410332376	1.08277758469122e-54	5.77987941114703e-53	-2.0845
JAG2	5.11464286746311	1.26779566867618e-54	6.74777776307649e-53	-1.9895
GNPNAT1	7.40693429653068	1.37404829262081e-54	7.27090597973493e-53	-1.6484
HMGA2	7.30240407041555	1.46739089300198e-54	7.74239541694919e-53	-1.8396
NRG1	4.90613717487163	3.10329651121879e-54	1.61867946025172e-52	-2.0663
SOCS2	3.66366156690765	4.51007507067972e-54	2.33908893438435e-52	-3.4386
MPDU1	5.51055743531959	6.35415639634502e-54	3.27687794270268e-52	-1.9223
HK2	5.76603643897493	1.73824665523787e-53	8.88891622913797e-52	-1.7776
SUMF2	7.34222739188195	1.8231707334939e-53	9.29715220968284e-52	-1.9799
OXTR	4.10449713834649	3.23076908836602e-53	1.63835890214473e-51	-2.5319
LRCH2	2.51551140509075	7.02660969844458e-53	3.5144599083508e-51	-6.468
STON2	4.07678229730232	9.57307445732496e-53	4.77502861456078e-51	-2.7625
IGFBP2	2.35073669346837	1.17394740515613e-52	5.83966861812813e-51	-7.685
RRS1	7.21171293554379	2.96838285820645e-52	1.46461614755181e-50	-1.8534
ERVMER34-1	3.31646040100888	6.35144408146878e-52	3.12538984235294e-50	-3.4386
MTHFD1	7.56045045325237	1.42650850147819e-51	6.92615404334729e-50	-1.727
NRP2	6.18338319284575	2.09026387012926e-51	1.00952003209206e-49	-1.7411
CDCA7	6.17099909129084	3.4190446037088e-51	1.63398110694523e-49	-1.6429
TOMM5	6.86767307709487	3.75162936165233e-51	1.78358712568554e-49	-1.7135
DKC1	8.29103943903347	4.57114566787983e-51	2.1675541639692e-49	-1.701
NOL6	6.10407740611081	1.3335116533846e-50	6.25824903449597e-49	-1.9018
S100A6	9.13619708352492	1.37618060905119e-50	6.44193671765089e-49	-1.6996
OAT	7.0907729479476	2.31070955409128e-50	1.07613044947679e-48	-1.8463
POLR3G	5.20798776322674	3.32451937157676e-50	1.54041689460673e-48	-2.0591
DHX33	6.31998052052405	5.03205973134906e-50	2.31983036503809e-48	-1.6443
EIF2S1	7.7236797576744	7.14707397225054e-50	3.27831614164336e-48	-1.7535
G0S2	5.72248118421584	1.4720014817313e-49	6.71821476262166e-48	-1.8912
ACSL1	4.39441192539002	1.75270383325431e-48	7.8233156919048e-47	-2.3266
SESN3	2.58482116885326	2.22928702115311e-48	9.92630825809052e-47	-4.7091
MBIP	5.15210415990576	3.71350143714367e-48	1.64547772418677e-46	-1.7982
HPGD	6.84888851987669	4.03016165772072e-48	1.78146806836197e-46	-1.5915
DEPDC1B	5.61073609739705	1.79575005920916e-47	7.78698648002907e-46	-1.6641
MYB	2.69836101842057	2.7827908654342e-47	1.2010078023491e-45	-4.1843
CEACAM5	2.72522471664054	3.4546273931777e-47	1.48744522853425e-45	-5.1449
MT1A	2.22669311463319	4.62768740246371e-47	1.9831704511591e-45	-7.5561
XRCC3	4.84403342278067	8.99764824677119e-47	3.82002479983849e-45	-2.1626
EVA1A	2.76705442350982	1.5840145897194e-46	6.67846890298322e-45	-4.4467
MT2A	7.83750676614124	2.16614442849839e-46	9.09083510038313e-45	-1.7903
FAM111B	5.9586657713104	2.42988151179638e-46	1.01742928622373e-44	-1.8622
ZNF232	4.76617955579952	3.2307620597366e-46	1.34967487786159e-44	-2.0368
TUBA4A	6.27911842927858	8.27561201987214e-46	3.4336266598815e-44	-2.2288
IDS	8.04997219949856	9.69418015134753e-46	4.01308283090704e-44	-1.7495
MBOAT2	6.21946167562458	1.41990897834118e-45	5.86467382547436e-44	-1.7478
ALKBH8	5.06224608242615	4.30639012231497e-45	1.75877982266179e-43	-1.7215
IGFBP4	2.56013181493053	4.79724275039617e-45	1.95487642078644e-43	-4.5529
HMGCR	7.16220570609889	5.40283110400986e-45	2.19675021458361e-43	-1.8073
ENO2	4.64036404481697	7.76784900081017e-45	3.13738609200864e-43	-1.9418
ITGA2	7.24554048336286	8.62445588263406e-45	3.47567475923548e-43	-1.5184
SDC1	6.27619257862188	1.0859403848933e-44	4.36672415564145e-43	-1.6121
DHFR	6.3921105236223	1.23283921759063e-44	4.94653027611747e-43	-1.5277
TMEM156	5.21169902609815	1.28765720683508e-44	5.15514692280289e-43	-1.719
MILR1	3.79407724282029	1.61279544493549e-44	6.4427119568364e-43	-2.6865
CCNE2	4.88668960061591	1.64388188115948e-44	6.55255624944268e-43	-1.9099
PELP1	6.51365880840634	2.34086556532158e-44	9.3104230415056e-43	-1.5901
LPIN1	5.43761607410953	2.77447090104644e-44	1.1011030602066e-42	-1.8555
F5	2.47837684310377	3.98292236442027e-44	1.56370388569584e-42	-4.8864
CCND1	8.38954063401202	4.16283655961184e-44	1.62733927692235e-42	-1.6665
TP53I11	2.92662075046068	8.82630578184338e-44	3.42836251815601e-42	-3.787
THBD	2.18662150608315	9.24604667732346e-44	3.58377554439951e-42	-6.1243
CCDC85C	5.41423838740538	1.87890213510645e-43	7.23654797014837e-42	-1.6543
SCD	9.74322381782718	3.49186256396084e-43	1.33362851396797e-41	-1.6011
PTGER4	2.45998386404628	3.93051335596553e-43	1.49802613416507e-41	-4.4463
YBX2	2.99155882372967	4.11609610519826e-43	1.56548855201041e-41	-4.4095
PTRF	6.28980362036036	4.51937148305849e-43	1.71529409136623e-41	-1.562
NAALADL2-AS2	1.96524300478795	7.4938900250086e-43	2.8383497156962e-41	-9.6189
SLIRP	7.45370335432736	1.09324959359279e-42	4.11512671765566e-41	-1.6341
TTC9	4.5178849604174	1.73573498549025e-42	6.50668950618276e-41	-1.959
IFI6	5.89222646406631	2.29848911241945e-42	8.58102601969927e-41	-2.5664
GLRX5	6.45103987663121	2.33661803677898e-42	8.70557119988512e-41	-1.4936
EYA1	2.15953751265865	2.57482236328758e-42	9.57351467702199e-41	-9.8168
ARID3B	3.40869794485845	2.81636831609672e-42	1.04503292639556e-40	-2.6698
MLPH	4.96914172321289	3.41062371605573e-42	1.26296849006721e-40	-1.7343
VKORC1L1	5.99288183494544	5.8100115377303e-42	2.14711681442924e-40	-1.4975
FANCM	4.6376331043088	6.41841328760409e-42	2.36716268643435e-40	-1.8267
PNMA1	5.31012680951321	7.81934071822654e-42	2.87223106945561e-40	-1.6109
ZNF680	5.36181386820689	8.03005503356941e-42	2.94370852796874e-40	-1.6429
ZNF22	3.2774291525468	8.57098355952145e-42	3.13570893512272e-40	-3.0058
ADORA2B	4.18734462327473	9.52217771529997e-42	3.46979793154723e-40	-2.1821
DKK1	4.37772713709947	1.08646919827153e-41	3.95111188917233e-40	-2.1762
G2E3	6.1562348339585	1.26538788483185e-41	4.58351611616872e-40	-1.5283
EFEMP1	6.14878568088035	1.34833539484771e-41	4.86466619927665e-40	-1.6747
TRMT61A	4.38182322937225	1.65912994693134e-41	5.95070261516279e-40	-2.1618
GRB10	5.19125902733519	2.52262401613217e-41	9.03000471343311e-40	-1.7681
HPRT1	6.85829266082511	3.33627795893197e-41	1.19191957765679e-39	-1.6628
DUSP5	4.02892347769651	5.30874105288426e-41	1.87822435390417e-39	-2.1745
MGAT2	5.28221181364393	6.67622763241856e-41	2.35291914396589e-39	-1.6069
MAP3K9	6.16295823162678	7.05298545367406e-41	2.47388935752942e-39	-1.4948
LINC00704	2.53469048003014	1.64466305906716e-40	5.66508845402456e-39	-4.1971
TGFB2	5.75574251686389	1.81289466045788e-40	6.23280695316742e-39	-1.5379
IER5	4.78797532179307	1.86984827956527e-40	6.41653199092924e-39	-1.7261
FHOD3	4.34945803111755	1.90819867925157e-40	6.53584898469355e-39	-2.1055
ERO1L	8.12693896983199	2.18999263794832e-40	7.47299170063264e-39	-1.4116
UBE2E3	5.94754670171329	2.96704975126273e-40	1.01056828841516e-38	-1.5776
SLCO5A1	2.2763233537865	5.03200125978805e-40	1.70434536175678e-38	-5.8275
FEN1	6.38297399674492	5.3865760644292e-40	1.82106171541147e-38	-1.4283
SCO1	5.89879044219547	6.81647051570922e-40	2.29596837149055e-38	-1.4838
AGPAT9	5.442125357088	7.82581876047325e-40	2.63108926871454e-38	-1.6648
CYB5A	5.2153326684462	9.01957070561735e-40	3.02686181620864e-38	-1.6406
TRAM2	4.64619518009742	1.13466172484689e-39	3.7938433056419e-38	-1.8712
RIMKLA	2.39324958203042	1.35597681112123e-39	4.52554162044409e-38	-4.2558
PITPNM3	5.00262325337218	1.50657132438809e-39	5.01897191569871e-38	-1.6295
HELLS	5.4060090475024	2.07207987028719e-39	6.89032606775282e-38	-1.5603
CPSF2	7.35447944955686	2.15248749641109e-39	7.14469304263288e-38	-1.4313
CDKN3	6.34469216622798	4.62272110120121e-39	1.52058371934287e-37	-1.568
VSIG1	3.0447944999907	6.48329859791896e-39	2.12876077704332e-37	-3.208
UTP15	5.3942732238023	7.49392065290019e-39	2.45617621973691e-37	-1.7281
SEC23A	6.02468754884651	1.3047810796697e-38	4.23844900185942e-37	-1.5318
TOP2A	9.82104227932182	1.82253054563758e-38	5.857767190345e-37	-1.5639
IPO4	6.37431153166906	1.83847383779015e-38	5.89862537481494e-37	-1.6264
CINP	5.61288767590666	2.5792853225779e-38	8.23206867989197e-37	-1.5519
FABP5	5.98395512548319	2.88249795420427e-38	9.1359171270752e-37	-2.1073
CAPN2	9.14375384016792	5.95304243538068e-38	1.87700764594663e-36	-1.4059
TSR1	7.15085417948829	7.91484553120986e-38	2.48697796932474e-36	-1.4958
ANXA3	7.65383112228437	8.37117606778591e-38	2.62584519404638e-36	-1.4476
B3GNT5	5.9183252144881	9.05284569495941e-38	2.82994436656128e-36	-1.5138
KIAA0586	5.67039092031138	1.08725914470631e-37	3.38720186787687e-36	-1.5899
PCED1B	5.89861640494031	1.11008356798967e-37	3.45241662984999e-36	-1.4959
FLNA	9.70963731236082	1.29393591084236e-37	4.00374474378613e-36	-1.4609
ABCA1	5.31251078676398	1.3139204023907e-37	4.05870234620043e-36	-1.493
FAM64A	4.67899537685358	1.75053166123161e-37	5.39826114990613e-36	-1.7536
MCM6	7.11734864546027	2.04077379226768e-37	6.28269247076538e-36	-1.3918
PALLD	6.37948857113142	2.9444537380678e-37	9.00401129684519e-36	-1.395
AHSA1	7.20914011335817	3.17882156610326e-37	9.70444256033127e-36	-1.5138
CDKN2B	4.44635418387851	4.33725485370381e-37	1.31529775098367e-35	-1.7642
DNAJA1	8.20616354777166	5.39766070014471e-37	1.62606755349574e-35	-1.5774
CCDC86	5.83841795266415	5.7624531439206e-37	1.73310287636597e-35	-1.7786
E2F8	4.9454140776153	1.09603849168717e-36	3.28559584634499e-35	-1.6004
NKX1-2	2.19450687995952	1.73392183394433e-36	5.17230016347837e-35	-5.4306
EGFR-AS1	2.29517461021219	2.89085302755815e-36	8.5674371543996e-35	-4.397
POFUT1	6.19975337738273	3.09479620784445e-36	9.15698534366422e-35	-1.3598
BRMS1L	4.92668537675245	3.55648055661627e-36	1.05060046992859e-34	-1.6233
DLGAP5	7.36173488746569	3.58404355340532e-36	1.05592600083013e-34	-1.4499
STARD4	4.45438990017075	3.58607647082977e-36	1.05592600083013e-34	-2.1642
NIP7	7.02939381717094	4.18597345630844e-36	1.23058182638272e-34	-1.3373
TTLL11	3.97060433764203	4.89544686477531e-36	1.43683726629161e-34	-2.2185
MCM2	6.8714890704056	6.13586307770527e-36	1.79801470861296e-34	-1.3388
RUNX1	5.97312214773759	8.12252642496522e-36	2.37635965407316e-34	-1.444
ERCC6L	5.50297511311934	8.55792432365322e-36	2.49574227560085e-34	-1.4873
DCBLD2	9.13305462952747	1.26584759790802e-35	3.66233181416938e-34	-1.416
ZNF713	3.20609146357475	1.3693415461474e-35	3.95549039026376e-34	-2.6225
S100A10	8.63859597866954	2.16690670628152e-35	6.24945479144953e-34	-1.5111
PRPS1	6.62453134371222	2.43596108523703e-35	7.00329221607672e-34	-1.3142
NRK	3.48108654955955	2.83876590987607e-35	8.13571592632615e-34	-2.352
MRPL52	5.84964848337705	2.86880661650189e-35	8.20892376032266e-34	-1.6876
KLK6	2.94090398142261	2.98470179315882e-35	8.52718559247376e-34	-3.1703
ZNF488	2.6224557686048	3.42401247221671e-35	9.73656879949972e-34	-3.5151
SH3KBP1	6.07959494977338	3.4699318424261e-35	9.85180026676996e-34	-1.7534
IL7R	2.16188241847875	4.16428607219837e-35	1.17865436486904e-33	-4.3943
TCOF1	7.20630853197306	4.95585432251449e-35	1.40052750018304e-33	-1.5463
POLE2	4.12997779131535	5.21509267558744e-35	1.47151053918894e-33	-1.9233
WRAP53	4.20888502601394	6.64159068519011e-35	1.87112468439553e-33	-1.8216
LOC100130476	1.95060115743847	6.90511801195854e-35	1.94237033014353e-33	-5.168
SLC25A11	5.65123388787418	7.27523848580283e-35	2.04333467379718e-33	-1.4248
ALDOC	2.18619201607799	7.31315635510151e-35	2.05082922302201e-33	-4.2796
CCDC85B	5.92475183684402	9.48241261886777e-35	2.65100956768836e-33	-1.3996
RABEP1	6.60425496094588	1.13634012303363e-34	3.17202221500031e-33	-1.539
PFN1	9.68452937134219	1.24799514314842e-34	3.46779289700421e-33	-1.7909
POLR1E	5.38526362502374	1.71967743086282e-34	4.77119014860663e-33	-1.433
TCEB1	8.89805944161238	1.86096873460648e-34	5.14755230590543e-33	-1.3362
VDR	4.55946599547983	2.54959596504886e-34	7.04166776670682e-33	-1.6536
CAD	6.6335608996045	2.69598497786068e-34	7.43472836190705e-33	-1.2979
CDC7	5.87524607627835	3.04266469765274e-34	8.37811262750354e-33	-1.4772
UHRF1	6.23368719784796	3.73350619421605e-34	1.02494570047531e-32	-1.3463
HSPA9	8.99238641024282	4.25668439109292e-34	1.1633238060448e-32	-1.4591
SLFN13	4.72726389239455	4.30256916904729e-34	1.17410616965811e-32	-1.7522
UTP20	6.95534490170001	4.99041473201665e-34	1.35371487886621e-32	-1.3674
COPS3	6.79874880241999	5.53043318593847e-34	1.49797608668387e-32	-1.3797
WDR13	1.8569559238811	5.61600873410776e-34	1.51890156222032e-32	-6.3179
FAM84B	8.82981274016721	1.25204309376295e-33	3.35643153006408e-32	-1.4619
CHORDC1	6.54632198983482	1.33659233721886e-33	3.57783426807441e-32	-1.5034
DNMT1	8.23877757004542	1.43494886902541e-33	3.82429584714276e-32	-1.3758
PLOD2	6.62074974152902	1.67217223535548e-33	4.44354822833329e-32	-1.3317
SLC5A3	5.48516084166772	1.89134901555101e-33	5.01138862523937e-32	-1.6663
RANBP1	7.8438086246865	2.73266641905535e-33	7.20918470321886e-32	-1.2802
PRSS3	3.96366904608091	3.35617464227906e-33	8.84131663339777e-32	-1.9143
NOP14	6.67592304280423	3.87075561607331e-33	1.01529474895164e-31	-1.4201
MCM4	7.53043906958859	4.1556345097012e-33	1.08845428420524e-31	-1.2867
TMPRSS4	4.24594452047421	6.79609295692401e-33	1.77495669558805e-31	-1.8953
UNG	6.28519894113884	7.20183609176198e-33	1.87823885273153e-31	-1.2874
FJX1	4.70178049813161	8.1009998452746e-33	2.10672155520417e-31	-1.6882
ST6GAL1	4.54803959201612	1.47350506778506e-32	3.81024199964364e-31	-1.6305
SIPA1L1	6.02498982778856	1.69713142450615e-32	4.37610611381135e-31	-1.2986
CHST15	3.63164156425606	2.07913327860275e-32	5.35354825587755e-31	-2.0665
ST6GALNAC1	2.00361255475662	2.1927750821467e-32	5.63821153516481e-31	-6.4646
PRKCDBP	3.12317473353676	2.23748653654583e-32	5.74508498047548e-31	-2.6567
RAI14	5.88438582470186	2.32720241895583e-32	5.95033716533021e-31	-1.4268
TDP1	5.21569641075718	2.35622189185362e-32	5.99932871097347e-31	-1.548
CCDC88A	5.73111599270217	3.44305800504974e-32	8.71795657977643e-31	-1.3625
FASN	8.37592746790563	3.81634005044656e-32	9.63639058934336e-31	-1.3092
ALDH1B1	5.66700302218844	4.38586591015916e-32	1.10135306816871e-30	-1.415
ALCAM	8.24109336726496	5.03665469556159e-32	1.2613054612095e-30	-1.3113
PLAUR	4.69095424881737	5.3848166094253e-32	1.34664674002285e-30	-1.6681
TMPRSS11E	2.00352124620028	5.5782521861954e-32	1.39311315883972e-30	-6.4635
ACTN1	7.15508897234281	6.16509849260442e-32	1.535471188008e-30	-1.3482
SMS	8.10216767236789	6.97234766333434e-32	1.73179835295009e-30	-1.2761
INHBB	2.14371784826322	7.82430358302396e-32	1.94076747570225e-30	-3.984
LMO7	7.45682295324241	8.72536921362081e-32	2.15840569598728e-30	-1.4745
UBE2T	5.74108101801554	1.0826094956335e-31	2.66722253067277e-30	-1.3635
EXO1	5.2688783047417	1.25145166229067e-31	3.07904333514534e-30	-1.5004
CHAC2	4.01067804736221	1.30072603734185e-31	3.19596965514303e-30	-2.2657
GRK5	3.45250573548069	1.3374326702022e-31	3.28174339075422e-30	-2.3718
AP4S1	4.02399569333205	1.34721106552579e-31	3.30130002848844e-30	-1.8464
FADS2	3.98459367586473	1.49997271255976e-31	3.66579676579532e-30	-1.8456
HSPA8	10.6585513265615	1.65954966954325e-31	4.03956516895755e-30	-1.5464
ALYREF	6.87250977765096	1.68815922021659e-31	4.10373298592199e-30	-1.2289
