logCPM	PValue	FDR	log2FoldChange
SMG1	8.031833578979	4.59879296171709e-05	0.000389404287147993	0.4058
ME2	6.18419186682869	4.6188386247643e-05	0.000390920342761692	0.3996
RRP12	5.61049194981952	4.63608081209377e-05	0.000392016170938323	0.4234
NOL8	6.56233328165484	4.68222654100331e-05	0.000395551724815162	0.3883
TTLL7	1.99900092331905	4.71933568782838e-05	0.000398502277136887	0.9133
DCTN4	5.95724948489985	4.75406760176959e-05	0.000401064039454277	0.3884
PHF20	6.28411917625835	4.79777208497009e-05	0.000404377318482059	0.3816
SRSF1	8.90272733728609	4.84369767622133e-05	0.000407871516499523	0.3624
API5	7.81145683694774	4.90880371685833e-05	0.000412782683809147	0.364
KIAA1644	2.88214823111378	4.97312147922446e-05	0.00041761410176965	0.6883
SFXN1	6.37147315569539	5.0319866062247e-05	0.000422168876301646	0.3839
RBM28	6.26780661475108	5.08541732658411e-05	0.000426354038059438	0.4571
PAPD5	5.05311657789662	5.0919746631068e-05	0.000426613535794758	0.4803
UTP18	6.2165334105592	5.12786416267591e-05	0.000429029734893728	0.4207
QKI	6.12082640154103	5.16783764506204e-05	0.000431978223664161	0.4685
B3GALTL	4.35642777547322	5.18305676756602e-05	0.000432853999765257	0.4837
RPGRIP1	1.07278769286145	5.19450633463657e-05	0.000433611831939301	1.4006
FAM107B	7.71514863041162	5.20582786341666e-05	0.000434358288274838	0.3709
SENP1	5.4344041475931	5.21988761106805e-05	0.000435332426805201	0.4395
TAF5	3.89803628894143	5.23010933624803e-05	0.000435985735354083	0.5982
SBDSP1	6.12514859815313	5.30234001598545e-05	0.000441402276934931	0.4891
ZFPM2	2.38358111094865	5.39844906967867e-05	0.000448789099344508	0.833
ISOC1	4.63991903158634	5.43936083089445e-05	0.000451573312090992	0.5028
CARS	1.30738260162422	5.44282493332471e-05	0.000451627524851752	3.4779
HLTF	6.2812090105663	5.44496155893244e-05	0.000451627524851752	0.389
TNS3	7.05684618089978	5.48764264932607e-05	0.000454754444875609	0.3587
TENM1	3.57713990389502	5.5097479743658e-05	0.000456379124410264	0.6199
BCAR3	6.08027699249492	5.5162057409146e-05	0.000456706811819216	0.3938
PHF3	7.32617448171567	5.5227337606977e-05	0.000456832929475746	0.3588
RC3H2	5.404058168269	5.54770972462186e-05	0.000458691072158953	0.4522
LEMD3	5.55681472169676	5.55335865394759e-05	0.000458950274271015	0.5022
SETD7	6.89268464156606	5.59149903221801e-05	0.000461475616329892	0.3684
GNA13	5.91571553322223	5.64553439901285e-05	0.000465514345024294	0.4395
ITGBL1	6.3204011153341	5.69819359335204e-05	0.00046922066865239	0.414
ETF1	7.74088633766668	5.72008351511145e-05	0.000470598669003491	0.3599
HNRNPH3	8.70708007155888	5.74430119061381e-05	0.000472378209620927	0.4778
ZNF92	4.20630053347644	5.77337725969277e-05	0.000474341922830564	0.4911
CYTH3	6.91136530017665	5.79461114412729e-05	0.000475622813481582	0.3619
LMNB2	8.17878729397744	5.82292729144844e-05	0.000477338844331759	0.3613
TBC1D30	3.45482126349687	5.83366247687944e-05	0.000478004228805705	0.5825
FNDC3A	6.44821339693488	6.00050582995075e-05	0.000491014049446799	0.4427
UGGT2	5.0567254514943	6.09666373229747e-05	0.000498400946396646	0.4582
ZNF675	4.00881981103334	6.19226437127553e-05	0.000505120546747123	0.6216
PRKRIR	7.27922409069712	6.20887913433596e-05	0.000506249653758094	0.359
HSD3B1	-1.54524386670557	6.21901856327331e-05	0.000506850012906775	6.0421
ROCK1	6.21333709113859	6.22719762051026e-05	0.000507290137260309	0.3958
INHBB	6.78673395935151	6.26504054569945e-05	0.000510145317583806	0.3605
CTDSPL2	5.94181184133095	6.31511240741422e-05	0.000513885363247174	0.5161
CKAP5	8.70079548300025	6.31941630417345e-05	0.000513885363247174	0.3689
CCNT1	5.98293652692611	6.32477309659961e-05	0.000514091975296182	0.4185
HSP90AB1	11.3659525309813	6.39068024811493e-05	0.00051875615211021	0.4036
MYO5A	4.68034679257961	6.394607957178e-05	0.000518844279405518	0.4648
SCFD2	3.48710227477964	6.40089350000647e-05	0.000519123552803724	0.5747
PDE9A	2.5721622935939	6.4789128854105e-05	0.000524465797716232	1.0555
HMCN1	1.79301105476637	6.48112861332066e-05	0.000524465797716232	1.0829
SASH1	4.76648789964306	6.48983164044513e-05	0.000524937378945353	0.4551
DTNBP1	3.47736152860413	6.49841410449332e-05	0.000525398794914216	0.6712
RPE	5.78253647424358	6.59347727613155e-05	0.000532612925456007	0.3987
YES1	8.20038095489066	6.60014884972579e-05	0.000532916043346281	0.3652
KIAA1958	4.71469230845267	6.65825404698464e-05	0.000537369964110308	0.5523
ASRGL1	2.90046501413886	6.66883411413559e-05	0.000537986016737337	0.7392
GAS2L3	5.29619282918961	6.68605320719799e-05	0.000538898840400029	0.4446
NPNT	-0.312684046321536	6.70735515588858e-05	0.000540138843078526	2.4348
PPIG	6.59545388188083	6.73129558202197e-05	0.000541827743145472	0.4056
USP36	5.547903686618	6.76805732186e-05	0.000544546736306197	0.4427
CHD3	8.32035220983057	6.82839599675617e-05	0.000548676044528084	0.3927
ASAP2	6.68891055557278	6.83508422910054e-05	0.000548971833200438	0.3819
NEXN	4.06912477364243	6.94713564738155e-05	0.000556991253309607	0.493
BRWD3	5.81737575748503	6.9627105100482e-05	0.000557994921296927	0.4522
SWAP70	5.35053370618511	6.98432052931056e-05	0.000559235770101288	0.397
FAM63B	5.39908131382756	7.03972032831322e-05	0.000562930943117329	0.485
NCL	10.9101548634162	7.07648669514309e-05	0.000565128351297166	0.489
LMBR1	6.46929300206251	7.09765690253981e-05	0.000566323533272582	0.4022
ZNF22	6.16583572043534	7.10692222296755e-05	0.000566815081269094	0.3742
DGKD	5.74176085266946	7.1585984714821e-05	0.000570438121760704	0.4113
EIF4H	9.33791346330185	7.40547352443651e-05	0.000589595833676899	0.4003
SLC26A10	3.00076946598962	7.4222937386073e-05	0.000590677395344442	0.66
CAP2	4.39958829142797	7.46657614181461e-05	0.000593425398541435	0.603
UHMK1	7.56886317705085	7.51419027643077e-05	0.000596690116078818	0.4051
CCT2	8.10072119433578	7.58835320368989e-05	0.000601532679490068	0.3564
ZDHHC17	5.02001532048051	7.59395289795217e-05	0.000601715295594682	0.4225
NDFIP2	6.0769392723939	7.62835542818768e-05	0.000604178987839455	0.4008
TBK1	5.53003370839003	7.66777792161847e-05	0.000606818125886904	0.42
MED12L	2.2661260427203	7.66832502421717e-05	0.000606818125886904	0.8241
R3HDM1	6.70142130248266	7.68836079021431e-05	0.000608140011205166	0.4111
CSTF2T	5.70631712598551	7.74321846651909e-05	0.000612213929513957	0.4149
TRAM2	7.09647353741314	7.76772496150428e-05	0.000613885657563732	0.3485
MICAL3	5.21651498857381	7.80868649496988e-05	0.000616117681229201	0.417
NAA16	4.14013599356787	7.84704301161654e-05	0.000618547570034852	0.5039
ARHGAP18	5.35241017903992	7.89173913948405e-05	0.000621802286277172	0.3961
TMEM170A	5.34158851268426	7.9096264818848e-05	0.000622942800057329	0.4104
SACS	3.50291630191055	7.91985597389621e-05	0.000623479476754848	0.6064
ZNF273	3.10838115244255	7.96482880622687e-05	0.000626749632269301	0.6583
SMARCD1	6.11309796632382	8.03503186941883e-05	0.000632001472676045	0.3828
CYCS	9.05273638254593	8.03912891193031e-05	0.000632051410061153	0.3923
INTS8	6.08321302176107	8.09778656418968e-05	0.000635841683939126	0.3907
ZBTB39	3.57258367236548	8.12325895508929e-05	0.000637567564420077	0.5566
ROBO1	5.01701178578358	8.15158540063251e-05	0.000639515870536945	0.4128
C17orf85	6.39518979064149	8.18272430711787e-05	0.000641132253007484	0.3666
CENPE	7.09688192147397	8.19525198418554e-05	0.000641838353596273	0.3833
SYDE1	2.32953500027896	8.20484640127091e-05	0.000642314219132083	0.7941
GDF11	4.78389605799435	8.21885032857991e-05	0.000643134726097534	0.4963
KPNB1	9.26054394594935	8.3670280725921e-05	0.000654169012819021	0.4301
RRS1	5.83536257982821	8.41208994550927e-05	0.000657129285602127	0.4885
TRIP12	7.85762602295023	8.50111906738223e-05	0.000662949293866424	0.3514
APC	5.29564806425571	8.51197081732533e-05	0.000663512123147272	0.4284
CHRNA5	4.34229550259077	8.51725216340411e-05	0.000663640441720467	0.4605
GARS	7.73330052947903	8.54087531233667e-05	0.000665197183029088	0.3573
RBPMS2	2.55135392550074	8.70831469187589e-05	0.000677357760824237	0.8916
UTP23	5.00418889672392	8.71185375994362e-05	0.000677357760824237	0.417
PSIP1	7.36409519680201	8.8315315891745e-05	0.000686078471029658	0.4977
SUCLA2	5.91636986687575	8.9206588531018e-05	0.00069220586928672	0.4138
COA7	4.68534881094717	8.92178138930572e-05	0.00069220586928672	0.4301
N4BP2	4.90163193770141	8.98742143047538e-05	0.000696233710644182	0.4603
ANKRD13A	5.82683535492808	8.98895078871789e-05	0.000696233710644182	0.389
EFTUD2	7.21695294077212	9.09221786498569e-05	0.00070354875667248	0.4181
BCL2L1	7.14398849730525	9.09495544339972e-05	0.00070354875667248	0.347
STARD13	3.95404000414591	9.24244048720427e-05	0.00071374785759053	0.4985
NFKBIE	3.2763298723072	9.27660203626198e-05	0.000716083073040164	0.6448
HOXB13	-1.06887215004779	9.29716205962258e-05	0.000717187156890255	2.9262
SYNPO	1.16654825902312	9.41408117917704e-05	0.000724684984480638	1.1796
NAF1	5.11397630520004	9.41550558980259e-05	0.000724684984480638	0.4314
IDH3A	6.50661663323741	9.52038946622963e-05	0.000732115543788914	0.3718
RBM33	6.35781460434305	9.53423933468418e-05	0.00073287188755366	0.373
MITD1	5.41803294930343	9.56532425895704e-05	0.000734951850469359	0.4421
COG6	4.61450771170039	9.64883522075675e-05	0.000741056524148654	0.5075
CREB5	2.57791051574297	9.7570505444841e-05	0.00074858373643325	0.738
MPRIP	8.79467966692182	9.75914380319421e-05	0.00074858373643325	0.3529
NARS2	5.46831825226095	9.78854134377906e-05	0.000750208273602143	0.403
THAP4	6.42473735460601	9.80600525837745e-05	0.00075123135542148	0.3582
CEP290	5.7041805574779	9.82829555711407e-05	0.000752623169843433	0.4309
RAG1	0.327438636180025	9.85667768065021e-05	0.000754480116301678	1.5995
KIAA1429	6.78147941856764	9.90348274831968e-05	0.000757427654182338	0.3499
GUF1	5.74209243212377	9.95868402224559e-05	0.00076101186902518	0.4049
DHX9	8.50076011829367	9.98841371754849e-05	0.000762770463805357	0.3502
EHD4	5.5015827963786	9.99005356572419e-05	0.000762770463805357	0.4474
MAGI3	4.95495329068897	0.000100633934478604	0.000767086892626885	0.4099
ANP32A	8.31119260307376	0.000100942809293285	0.000769062921618628	0.3566
DIP2B	6.11575008970731	0.000101243271856614	0.00077076612636128	0.3921
ZNF467	1.81414934443627	0.000101397637588114	0.000771619538061114	0.9327
ZDBF2	4.31296801851132	0.000101534407197537	0.000772338390749267	0.4916
ERCC6	4.69637068836689	0.000101844239939686	0.000774050143355085	0.4302
FBLN1	6.89300810360991	0.000102762652147896	0.000780705358972949	0.3482
ZNF827	4.76860887101818	0.000105110578555477	0.000797215921108762	0.4472
CCDC69	0.0218444867255816	0.000105430216540515	0.000799308153307158	1.7856
BFAR	2.45949848881007	0.000106522792436792	0.00080725616385474	2.8313
POGK	5.38713136853839	0.000106865911326451	0.000809520363973318	0.3961
PANX1	5.54309281341809	0.000107261060233224	0.000811839931848152	0.3864
CASC5	6.34432679837901	0.000107622678538657	0.000813565059793674	0.3747
TFAP2A	5.11783498164525	0.000108041637202644	0.000816251973739266	0.4048
CTR9	5.64956873588027	0.000108139224076058	0.000816251973739266	0.385
BMPR2	5.83394277469312	0.000108154402316597	0.000816251973739266	0.403
STK24	7.35053448422817	0.000108156963435324	0.000816251973739266	0.3511
PUM2	7.19954728392948	0.000109150031983354	0.000822726252637533	0.3631
APOBEC3G	2.22382368348639	0.00011107172351946	0.000835486355406373	0.8142
BEND3P3	2.12937116458086	0.000111845105625003	0.000840748895634437	0.9426
SLC9A6	5.25810593368002	0.000112262951833423	0.000843404299864598	0.4211
UBAP2L	7.56512286878414	0.000112675934062966	0.000846158721618063	0.4726
HOMER1	4.78508967719903	0.000113582343334749	0.000851084679833291	0.539
MYC	6.89125697168392	0.000113611599734538	0.000851084679833291	0.3944
CCDC186	4.78169425912239	0.000113845476186833	0.000852486879928968	0.4478
KIF3A	5.13204237161962	0.000113972828844202	0.000853090595891658	0.432
RSBN1L	5.06496403312104	0.000116899347662232	0.000872317763235047	0.4395
MAP7	6.27553659198072	0.000117802039698856	0.000878151913737166	0.4772
SAMD8	5.59283983970461	0.000117875393744351	0.000878340076815052	0.3786
VDR	4.84698342803868	0.000118477215936593	0.000882464322373907	0.4439
ZNF391	3.10953440129405	0.000119488935485641	0.000888549900703001	0.6667
TOX	1.3009619443307	0.000119668639570121	0.000889523894133603	1.277
SART3	6.34752144674769	0.000120829612611936	0.000897594363866441	0.4084
LRCH3	5.20480986503429	0.00012147147494139	0.000901823199076863	0.4316
RLF	5.46763198409881	0.000121602989288714	0.000902432590428768	0.3966
STIP1	9.18540916171113	0.000121751160718124	0.000903165050820835	0.3497
ATXN1L	5.95281117464264	0.000121822227813099	0.000903325179104766	0.4001
THOC2	7.8134875521313	0.000122660558148713	0.000908803226283647	0.3643
SP4	4.17419041196719	0.00012286128843203	0.000909921169012224	0.5359
CDC5L	6.80081007423229	0.000124440643426008	0.000920497725439711	0.3881
USP15	5.37808623197749	0.00012479802134791	0.00092171622976873	0.3865
E2F4	6.13100922859848	0.000125428692165074	0.000925556266841386	0.3602
SEC63	7.37217540590423	0.000127206605442222	0.000937538873214859	0.3409
GNG4	4.17505647961033	0.000128137206928908	0.000943255181328286	0.5106
RANBP2	7.68302897530146	0.000128971223206395	0.000948629593414965	0.3628
ZNF415	4.03359363282653	0.00012904527715791	0.000948792017637858	0.4988
STAG2	8.01823582042272	0.000130547604034787	0.000959065214993589	0.3878
GGH	4.49352762220237	0.000132040221295526	0.000968861045004474	0.4345
SLC29A4	2.73485196231491	0.000132269902257569	0.000970156422504695	0.7928
FSD1L	3.28741904348085	0.000132376015304747	0.000970544793334721	0.5977
ADRB2	2.7743281202048	0.000133536391839278	0.000978266600889991	0.782
SEC24A	5.10824373149653	0.000133891615641482	0.000980475465363376	0.432
FAM102B	5.88846840078492	0.000135850415651393	0.000994420684896486	0.431
PTK2B	4.62826460572992	0.000136300550034085	0.000996916202492891	0.424
LRFN1	2.46775384566725	0.000137907857165797	0.00100716722925149	0.7418
DIMT1	5.77087297919395	0.000139452449064702	0.00101711702362174	0.3717
MEX3C	5.23929693997202	0.000139708114323709	0.00101857481433452	0.5442
SC5D	5.12426512710535	0.000140865662121816	0.00102619454417234	0.3915
PRKCQ	2.90571234792879	0.000143621404571212	0.0010458525575796	0.6433
PSMD3	7.74114757058428	0.000143883171430859	0.00104734097992096	0.3696
PHLDA1	7.07415328277848	0.000144152959276243	0.00104888657813754	0.3524
PTPN12	7.49820406599388	0.000144697610182564	0.00105201098028391	0.4347
SNRNP48	5.73782227940704	0.000145664360680021	0.00105762323738922	0.4065
FAM83B	4.44310865619897	0.000145701273117545	0.00105762323738922	0.4666
PDSS1	3.80235985961973	0.000146092001497407	0.00105961683724142	0.5715
EP400	6.4670591150871	0.000146662017651448	0.00106332875069294	0.3613
CLMP	3.33704657036439	0.000147375953610316	0.0010680807499444	0.5953
SEMA7A	4.06044846416094	0.000147875506764146	0.0010710457083112	0.5475
DNMT1	7.4444608210317	0.000150534029996123	0.00108670716433971	0.3744
DYNC2H1	4.31151139755877	0.000150600850448043	0.00108670716433971	0.4497
CHRNB1	5.13473876188071	0.000150784495137569	0.00108760242719536	0.3949
CSGALNACT2	4.30149209019013	0.00015258080509226	0.00109969016098077	0.4547
PDHA1	7.03155094039556	0.000152657551213315	0.00109980909824399	0.4611
SLC25A30	4.73178250675589	0.000153021044433524	0.00110155843342998	0.4325
ZNF681	3.45933284733261	0.00015310620166968	0.00110173701918868	0.5912
STXBP5	3.42842350782027	0.000153597491120569	0.00110483679980185	0.564
CCT6A	10.2115119604038	0.000156098933039288	0.00112018165155867	0.3483
PLK2	8.46410826828284	0.000156867020893164	0.00112436762207522	0.3347
CREB1	5.50178998106687	0.000157034422333103	0.00112512575122179	0.4568
PRIMPOL	4.30589765023972	0.000157691920179911	0.00112939336791073	0.4468
LRIF1	4.84520962808515	0.000157836856224781	0.00112998809695671	0.4223
SLC25A32	5.7786870200786	0.000158361147558691	0.00113285309946374	0.4062
GNG7	1.56982573427452	0.000159291767339676	0.00113882042266033	1.2407
KIAA1598	6.28627086304434	0.000159925142499983	0.00114269800449303	0.3528
LYPD6B	2.35610820536935	0.000161111458290437	0.00115027406435284	0.8012
KLF10	5.56480965199534	0.00016306730058014	0.00116332811230599	0.4407
CHERP	5.62351113988472	0.000167231307933696	0.00119117235959327	0.3783
KDM5A	6.16438985035958	0.000169638867258173	0.00120737901000593	0.4132
KIF21A	5.56254666799642	0.0001712858473592	0.00121767695848503	0.3689
PSMD12	7.39838917094757	0.000171462163182624	0.00121782787145445	0.3522
KIF14	6.8570098844855	0.000171507200783819	0.00121782787145445	0.3583
LRRC3	-0.607675847621657	0.000173963026485547	0.00123333116029707	2.2302
ATAD2	7.81845271177855	0.000174008252773056	0.00123333116029707	0.3435
STXBP6	4.56342993997321	0.000174063167273781	0.00123333116029707	0.4582
NDUFAF4	5.58325812666059	0.000174095880810996	0.00123333116029707	0.3824
OGT	7.47634670278309	0.000174268168333978	0.00123407280104931	0.3339
GABBR2	1.42609811496359	0.000176597108037761	0.00125008018780045	1.1994
TAF3	4.5413783377463	0.000177022160194871	0.00125211799942563	0.4788
RAPGEF5	3.7072834608262	0.000177997743095735	0.00125804366935956	0.5156
MPP2	3.04721146560748	0.000180798712838677	0.001275371445743	0.6565
RB1	5.82936849946896	0.000181184160620638	0.0012771034889152	0.4434
SMC2	7.56547446498882	0.000181425336166848	0.00127830989465919	0.3388
POLR1D	6.69128712679682	0.000184187274697696	0.00129527075765837	0.345
STRN	6.49952549329402	0.000184333565795321	0.00129580037626468	0.3821
DUSP16	5.40024228491099	0.000185146639899832	0.0013006218448016	0.395
OPA1	8.16336217204187	0.000185161928935109	0.0013006218448016	0.3337
MTHFD2	6.95084448027188	0.000187343191257846	0.00131392135981684	0.3372
TTYH2	1.56326553453319	0.000187675901692781	0.0013154469639952	1.1382
PIGK	5.48471948352433	0.000188665252222271	0.00132065676555589	0.42
OSMR	6.46785758620348	0.000190072912920134	0.00132949084224903	0.3542
NEK1	4.76913618401614	0.000190718138137837	0.00133298251525434	0.4022
SLC41A1	5.61502306298214	0.000193119904443428	0.00134873640991554	0.409
FGD1	4.97492093351443	0.000194445996020017	0.00135747843340016	0.425
RALGAPB	6.4595701627376	0.000196553508934792	0.00137061912112817	0.3442
SSH1	6.48992103654829	0.000198562420862996	0.00138357082262399	0.3586
METTL8	5.07737141639091	0.00019956766977239	0.00138916433405391	0.4025
MTSS1L	5.80919762940173	0.000199660974855769	0.00138916433405391	0.3627
JADE3	4.31775592616865	0.000200257642159868	0.00139272514867449	0.4377
NPPB	-0.981108073591282	0.000200670835501155	0.00139506731641625	2.6038
EHD3	2.28249534303134	0.000203536755333261	0.00141391438560275	0.8232
ACTR2	9.25061191319569	0.000203702130680093	0.00141452495157694	0.3625
GPATCH4	6.35912847085526	0.000203880866166768	0.00141522779191654	0.6739
BNIP3	5.60514701857917	0.000204198709761285	0.00141670156359982	0.4073
TMEM184C	5.38521550836134	0.000204651627570403	0.00141842069587141	0.3806
PDZD8	4.72418247137905	0.000205412412251893	0.00142315331995087	0.4625
MYBL1	4.11497456606701	0.00020936340824636	0.00144887732408853	0.5464
BIRC6	6.70885006115551	0.000209660716980415	0.00144969942212409	0.4011
NBPF8	3.88806569785719	0.000209720430205396	0.00144969942212409	0.5312
ZBTB24	4.55471052488079	0.00021046363342687	0.00145318611643001	0.5046
ZNF708	3.21025345239632	0.000220098193554119	0.00151626891378264	0.5996
SMCR8	5.6754545071227	0.000220847949954521	0.00151971359757623	0.3875
CEP170	1.58891090488109	0.000224117000815457	0.00153930773773024	1.8798
APBB1	0.142155510736777	0.000226316569257804	0.00155091414728622	1.6253
CSNK1G3	5.77963324758844	0.000226964763107201	0.00155418931556079	0.3569
SLC39A14	6.04533825264584	0.000230252598493866	0.00157434136258578	0.4138
CSPP1	4.45612919091934	0.000231017896169314	0.00157898267033583	0.5052
HRASLS	-1.2102326250688	0.000233133833001871	0.00159225262075651	4.1911
RP2	4.59988666180512	0.000234762538779637	0.00160217753568638	0.5658
ZNF286A	5.43303932695507	0.000236558359803921	0.00161322727552498	0.3694
SMG1P2	2.93089496380474	0.00023799477334313	0.00162144523585104	0.9114
MCMBP	6.54240685726396	0.000238029865911524	0.00162144523585104	0.3557
NUP50	7.05682978974562	0.000239097026501258	0.00162750011775054	0.3561
ITGA3	8.15828144121257	0.000239323255804365	0.00162788703308522	0.333
USP8	6.21355203748231	0.000239332208413712	0.00162788703308522	0.3471
MAP3K14	6.21385285099362	0.000239998883140654	0.00163181363523865	0.3558
LIF	4.73121359209468	0.000241247630946408	0.00163969350355831	0.3969
RBM12	6.78339650406667	0.000242015394623376	0.00164429960708759	0.3513
ARHGEF35	3.33843330024487	0.000243045475777098	0.00165068385631945	0.6447
TGS1	4.78238999290637	0.000243558211208828	0.00165300106763172	0.4257
ALG11	2.84562548069679	0.000243567751529871	0.00165300106763172	0.788
ISG20L2	5.27712947607325	0.000244552737839849	0.00165906903827733	0.3712
SNX13	6.1337968174748	0.00024502568879591	0.00166166009459812	0.3564
ATP8B1	5.55475858450299	0.000245642309978434	0.00166500932920719	0.3653
STAM	5.76934540036549	0.000245701968278055	0.00166500932920719	0.3905
Sep-11	6.72088958153725	0.000246922079102298	0.00167203615582031	0.3319
FOXF2	-0.394183428425659	0.000247475450674582	0.00167454107765573	2.0942
BNC2	2.76057468877419	0.000249453010980892	0.0016866719142471	0.6658
MICALCL	0.35922546435196	0.000251605579609171	0.00169933831348317	1.4716
SNX14	6.60449982122404	0.000254152843569646	0.00171337308427159	0.3331
VEZT	5.91703651476034	0.000255834330003398	0.00172216501789898	0.3729
SEH1L	7.14731107873377	0.000259656460989484	0.00174660587760649	0.3373
GAPVD1	6.60085912999063	0.000260190425889695	0.00174890884206269	0.3654
SRPK2	6.10421518415779	0.000262839490281466	0.00176411681418325	0.3686
CBFA2T3	0.162195843078473	0.000264291858139396	0.001772561411533	1.5482
WBSCR22	6.59454736761662	0.000264495953016495	0.00177327878012087	0.381
MLLT4	6.85740900401946	0.000266545765874222	0.00178505485962751	0.3411
SH3BP2	5.2080794270288	0.000266545768369006	0.00178505485962751	0.3728
SOX9	5.95046638787323	0.000267882951783587	0.00179269470958987	0.4218
DHX16	0.442949521470701	0.000269040350346382	0.00179912111205991	3.8547
SRF	5.60976003275174	0.000269252708233146	0.00179988188996863	0.357
GATA3	5.71861923325865	0.000269930905572445	0.00180375498247824	0.4989
NGF	2.49636994761189	0.000270161537547526	0.001804635576095	0.8577
ALG10B	4.31805349378563	0.000271580610755001	0.00181345121797487	0.5192
CDC6	6.4746482814098	0.000272380422270338	0.0018181268698235	0.34
VPS36	5.45137049964497	0.000276512270808474	0.0018450321695466	0.3845
QTRTD1	5.65256338119017	0.000277344103566411	0.00184923080887816	0.3764
UCHL3	5.66540815951608	0.000277573513128662	0.00185008472277358	0.3632
FAM199X	7.02477891137602	0.000277702811438742	0.0018502709947539	0.3667
ZNF707	-0.452416641938456	0.000281744964923678	0.00187302222441983	2.6847
CUL3	8.46130503686517	0.00028220771650124	0.00187413025552806	0.3229
SNX24	4.46134345553505	0.000283165472146086	0.00187933677799898	0.508
DIRAS1	0.474165944083484	0.000283995613022807	0.00188394764220362	1.4648
BAZ2A	6.7737645944003	0.000284121436621106	0.00188409769231925	0.3796
CASC3	6.37162561875331	0.000289630775914407	0.0019178452829501	0.3777
CYLD	4.4884062036772	0.000291725521954295	0.00193031574077478	0.441
RNF144B	4.48781525068671	0.000292623851878212	0.00193555834778574	0.4192
PPIF	7.71571303973119	0.000293254953518911	0.00193903021783456	0.3312
ZWILCH	5.95415858677417	0.00029741583700518	0.00196086078742021	0.3639
ZBED4	5.82000524655284	0.000298377058203855	0.00196577826581363	0.3632
CCAR1	7.66947598184517	0.000301694228516031	0.00198548299776088	0.3995
P2RX5	2.67998414802458	0.000305288155136807	0.00200479876265379	0.6744
TMOD3	8.12350665153645	0.000310413451913549	0.00203479640148429	0.3419
SLC26A4-AS1	0.522342312351148	0.000318895853856692	0.00208515856304003	1.7182
TUBGCP4	3.98680400315175	0.000320935013555758	0.0020977406399835	0.47
PLEKHA4	0.409995669000692	0.000321642642298579	0.00210161348525514	1.3785
CPNE8	4.05032221785537	0.00032324124841065	0.00211130312378706	0.4854
WAC	7.04958535229901	0.00032365448205013	0.00211324614603261	0.378
AFAP1L2	5.84186894265896	0.000325238438183901	0.00212207038151726	0.3474
C1QBP	7.97641796096268	0.000325965159791712	0.00212605214617988	0.404
FNDC3B	6.12621204423839	0.000327695577703242	0.00213581237649067	0.3579
ZNF695	2.2890672333914	0.000331497566474105	0.00215905086462764	0.7431
AMMECR1L	5.495151546841	0.000334960920841907	0.00217927532818598	0.3592
STK38L	5.87732572758474	0.000335184135848878	0.00217995068901215	0.4116
CUL5	6.12132527521693	0.000335396000048615	0.00218030483262813	0.3414
CNTNAP3P2	-1.31413555214705	0.000336001766350302	0.00218293531903599	4.0631
IFT57	5.93234266658814	0.000336302464963535	0.00218411163300402	0.377
DNMT3B	4.00083898233655	0.000337964321187254	0.00219334399132404	0.4563
CCT4	9.07438015872048	0.000340706067910919	0.00221035180376039	0.3231
NKRF	5.89978034970737	0.000343185174974586	0.00222514752148646	0.3747
FOXO3B	3.56861566561083	0.000343318607859096	0.00222514752148646	0.5278
NSRP1	5.81442358697998	0.000343352353638659	0.00222514752148646	0.4777
ZC3H15	6.86696230229929	0.000343522420310357	0.0022254596540759	0.4039
FAM92A1	4.25407013652263	0.00034527200304694	0.00223600059866085	0.4517
HSPA9	9.31677569361305	0.000350472506408895	0.0022672665049613	0.3445
ZNF770	6.60073203649031	0.000351073135237122	0.00227034755823199	0.3333
ZNF813	3.72575277239822	0.000351650096963026	0.00227327343135871	0.506
EFR3A	6.54885458992106	0.000351894647267647	0.00227397392871036	0.3596
CLIP2	4.82487429605893	0.00035256571626973	0.00227596878225608	0.4289
CNOT1	8.15333154556846	0.000352708046325305	0.00227608274786665	0.335
NUS1	6.24468985742673	0.000353494045297063	0.0022797580155435	0.3977
FRRS1	2.8613982244204	0.000353527330302566	0.0022797580155435	0.6436
BZRAP1	-0.676086083451346	0.000354139951577163	0.00228209634874433	2.1294
TMPO	8.55627180524188	0.000356503058062314	0.00229489415655346	0.3687
SGCE	4.70801971267208	0.000357454518548473	0.00229939735398905	0.4465
ADAM8	3.36547347337543	0.00036232084272327	0.00232823981160015	0.5484
CERS4	1.729440471322	0.000364666580440761	0.0023408414530684	0.8809
SIK3	4.9980097654128	0.00036483538254169	0.00234110184312165	0.369
SGMS2	4.86689384881272	0.000365735981030746	0.00234605624374466	0.4149
WDHD1	6.29476446894601	0.000368836796612366	0.0023651157565702	0.3363
CPAMD8	3.53422506986686	0.000369572328115895	0.00236816862832003	0.5387
HNRNPU	10.2905039145776	0.000376928697836055	0.00241192089298809	0.3678
SLC25A36	6.56656329982732	0.000377219371997949	0.00241293512795885	0.38
FLVCR1	4.41050402105747	0.000385213840551648	0.00246234729450661	0.4101
NOB1	5.93705805857299	0.000385461235851858	0.00246306626591233	0.3497
SLITRK1	2.24796806397675	0.000387515109828922	0.00247359295281007	0.7515
CCP110	5.82649124987411	0.000387688694286404	0.00247383600240916	0.3423
DLG4	3.8194552819443	0.000391793411560694	0.00249621784388506	0.5494
